Feature,Importance
v883,0.001618779152969131
v687,0.0016175794514605903
v951,0.0016160706387266413
v655,0.001606468073174257
v116,0.0016028411167932576
v108,0.001602293859819978
v787,0.0015846863113667755
v650,0.0015818026130859004
v717,0.001575020592563309
v774,0.0015747021721151408
v337,0.0015701922156853378
v963,0.0015575386505611644
v636,0.001552947571113891
v984,0.001551737651313309
v058,0.0015515776795128637
v272,0.0015504250521115516
v778,0.0015348242901920964
v716,0.0015270387613341486
v055,0.0015264524991377261
v079,0.0015235091323948487
v201,0.0015131263077989613
v524,0.001503085354961925
v695,0.0014977568021737437
v420,0.001494496819583888
v608,0.001491221100853432
v417,0.0014891081658531388
v061,0.0014861663401102313
v955,0.0014840065739420653
v991,0.0014797146318063703
v398,0.0014782897427336986
v665,0.0014750082945647889
v617,0.0014738767215361991
v050,0.0014597161560992967
v455,0.0014565411228690517
v380,0.0014535318226797777
v393,0.0014498200494790531
v791,0.0014422308340350325
v365,0.001439630461461754
v964,0.001438360552952983
v198,0.0014092175769906809
v340,0.0014073876714918345
v659,0.0014064262646724102
v385,0.001401152126939786
v149,0.0013925056060987554
v990,0.001392490715058402
v168,0.0013923768575856781
v839,0.0013835112265470067
v349,0.0013828718177559074
v406,0.0013774672443074138
v770,0.0013729674011183437
v933,0.0013696568172681584
v021,0.0013640082005640744
v461,0.001355427735791111
v879,0.0013515628161844546
v241,0.0013433568088844358
v968,0.0013386294020368997
v314,0.0013344967314546056
v555,0.0013213370437449184
v036,0.0012997468361057667
v691,0.0012965402256747858
v939,0.0012893671733978096
v313,0.0012856328912100754
v085,0.0012808836830147635
v797,0.001272620904580242
v545,0.0012685563117550353
v119,0.0012636357065104176
v150,0.0012612247428079749
v755,0.0012584325425811687
v564,0.0012539105477510923
v779,0.0012506396452566704
v348,0.0012499258857047331
v891,0.0012463739650415172
v006,0.0012461253661465057
v091,0.0012456811408930054
v487,0.0012439988211127655
v300,0.0012420299518228468
v855,0.0012399423424410854
v325,0.0012373314041062952
v731,0.0012369155400833488
v632,0.0012361136234382273
v144,0.0012315410529109682
v702,0.0012287395687737134
v094,0.0012183948442431574
v038,0.0012147900813288667
v103,0.0012114513140981911
v625,0.0012103850757902415
v416,0.001207820858134199
v252,0.001206441120181269
v231,0.0012063946854070117
v023,0.0012044438665483289
v521,0.0012005361195527558
v848,0.0011987947117578785
v701,0.001196613424165446
v941,0.001189879064565007
v693,0.001186515235118949
v648,0.001186494881363547
v471,0.0011858376395773775
v202,0.0011853438896899792
v934,0.0011849685517927554
v118,0.001181794934548171
v772,0.0011813704107655491
v020,0.001177801299496213
v206,0.0011629905711115756
v297,0.0011628158132411174
v482,0.0011556494821879264
v281,0.0011540170681493388
v878,0.001153009722181791
v769,0.0011529959319903583
v858,0.00115282941441339
v533,0.0011520706537011078
v007,0.0011507209092713364
v950,0.0011454943269726034
v841,0.0011441320355848575
v033,0.0011260155580869585
v873,0.0011104834206457806
v147,0.0011077472264130475
v485,0.0011052272646897051
v743,0.0011048217784020873
v821,0.0010934846589582912
v949,0.0010917689600442107
v405,0.0010903042920880235
v233,0.0010881939194791223
v442,0.001087251605178394
v399,0.0010838779698436809
v109,0.0010816578234616075
v027,0.0010788244525012515
v635,0.0010759870793218649
v666,0.0010740599611447083
v199,0.0010671590505314096
v376,0.0010669282525951225
v472,0.001066533866965815
v656,0.0010658276397035157
v639,0.0010657262211639482
v719,0.0010594420186746166
v892,0.0010575977359937273
v232,0.0010535985496033112
v896,0.0010535702389533328
v392,0.0010522423492131138
v541,0.0010510407183868316
v173,0.001046264255841129
v470,0.0010412425130591168
v028,0.00103861954026207
v761,0.0010359444384946328
v433,0.0010335682153013372
v269,0.0010328509241523704
v605,0.0010312790701783553
v253,0.0010295916038319064
v003,0.0010230695991406051
v733,0.0010227829724276055
v409,0.0010209168269539495
v057,0.001015562461449276
v490,0.0010130553422946372
v510,0.0010115566923578913
v497,0.0010084800282083527
v015,0.001003553673044651
v556,0.0010029554940941556
v745,0.0010024471249280359
v446,0.0009904065256945746
v512,0.000987129401850103
v205,0.0009868206446597319
v824,0.0009814556752624313
v223,0.000980975036631807
v095,0.0009804829355638499
v643,0.0009794437321969899
v506,0.0009791148197067494
v771,0.000978539974950892
v432,0.000973001332660836
v588,0.0009630791257857975
v220,0.0009592235240309345
v303,0.0009588829213144155
v351,0.00095064266908607
v624,0.0009494889739074092
v499,0.0009484341170448073
v291,0.0009471507483081312
v882,0.0009469927279917996
v758,0.000940333352675497
v607,0.0009353256737255972
v401,0.0009352543969498495
v911,0.0009344186539010529
v936,0.0009316173258364467
v566,0.0009298344119558759
v143,0.0009296732979682496
v544,0.0009291452933906059
v008,0.000927545040873663
v509,0.0009264995878264553
v723,0.0009260152114783471
v157,0.0009232054445252557
v305,0.0009181472554712384
v115,0.0009148218266686321
v677,0.0009125939686426449
v271,0.0009090340826617201
v783,0.0009090011519631411
v312,0.0009084795528337998
v501,0.0009074845151832039
v274,0.0009031967876393754
v813,0.0009029037383128261
v747,0.000901201737499867
v547,0.0009006468075860595
v690,0.0008956928431843643
v847,0.0008954251967637463
v477,0.0008941427178599772
v790,0.0008915852841275857
v429,0.000890364505518877
v905,0.0008859250472738156
v216,0.0008779997320215643
v364,0.0008778840028347484
v212,0.0008776132050679947
v721,0.000863726670083711
v138,0.0008612483407039322
v571,0.0008586136070174374
v318,0.0008553974999566687
v335,0.0008512595573483296
v289,0.0008506234800895526
v210,0.0008452870223606498
v489,0.000843317082629696
v039,0.0008425443034859746
v688,0.0008417100432027176
v032,0.0008412166478253899
v059,0.0008406383782570847
v372,0.0008366466128797315
v845,0.0008349939826186822
v742,0.0008345800060866361
v869,0.0008334150209296202
v344,0.0008324529326132315
v413,0.0008317195463733589
v589,0.0008296962523638197
v921,0.0008288555682442601
v096,0.0008281653733815016
v102,0.0008269069266791532
v218,0.0008248091157696848
v441,0.0008233106540285008
v345,0.0008232280655017577
v649,0.0008211859280065985
v924,0.0008126984356532521
v299,0.0008103438431663761
v529,0.0008091955738224625
v068,0.0008077217169774082
v511,0.0008057519732470474
v550,0.0008001431680645403
v518,0.0008000658973089541
v603,0.0007984008397286607
v918,0.0007933320040594936
v197,0.0007930127223563416
v474,0.0007924641288422386
v071,0.000791991657924266
v893,0.0007909438547677578
v244,0.0007896309873818841
v268,0.0007864217380930791
v347,0.0007854504135794321
v388,0.0007805445534352138
v259,0.0007739848621969391
v009,0.0007676652235893115
v851,0.0007667846823276765
v889,0.0007652964931416582
v488,0.0007631953028964745
v681,0.0007618873116559375
v711,0.0007601743748786271
v155,0.0007490850901964144
v397,0.000748614572131661
v532,0.0007476565520446145
v945,0.0007451412275255994
v653,0.0007448419596060394
v333,0.0007448364531131471
v593,0.0007443145008442116
v651,0.0007419743795821341
v493,0.0007369276231769514
v995,0.0007334906594161784
v663,0.0007322373649098675
v159,0.000730506706227564
v158,0.0007261740205248576
v097,0.0007218749615864399
v053,0.0007216881368147844
v256,0.0007213753294544447
v363,0.0007204563619030293
v049,0.0007148215708396795
v565,0.000713452628462148
v829,0.0007094907080748651
v164,0.0007083831293189425
v046,0.0007080889181009347
v110,0.0007063331551581066
v123,0.0007052665759478359
v246,0.0007047825311631148
v912,0.0007031717828519662
v744,0.0007028388028238517
v818,0.0007008975341191521
v962,0.0007003970928477606
v209,0.0007002146737719372
v601,0.0006999607926927116
v610,0.0006997004547565147
v011,0.0006988623351549372
v837,0.0006924835301005092
v301,0.0006909344530360386
v074,0.0006907457567734866
v929,0.00068726813290594
v726,0.0006856332867748782
v850,0.0006834091922430259
v129,0.0006828328752890643
v249,0.0006827032575682191
v407,0.0006825752805257642
v176,0.0006788635447318145
v559,0.0006740309371274379
v657,0.0006731404425802574
v867,0.0006717405740824674
v242,0.0006695576952276168
v254,0.0006690063878219295
v342,0.0006674554819405937
v885,0.0006672017010776049
v373,0.00066396233478089
v664,0.0006629845807169755
v536,0.0006628447850858625
v997,0.0006605099833374736
v910,0.0006561424370498462
v956,0.0006531602974321969
v010,0.000652840965669735
v172,0.000650608418847306
v135,0.0006497557591055164
v396,0.0006494950188894211
v287,0.0006435756833268553
v728,0.0006428768093403383
v977,0.0006372303442430075
v530,0.0006363941799971501
v793,0.0006315037205376544
v913,0.0006295246419455527
v114,0.0006277327024130947
v132,0.0006264816471545007
v805,0.0006212387126592039
v660,0.0006210346604001329
v294,0.0006209335633198204
v322,0.0006178733934387687
v390,0.0006176744864010683
v697,0.0006163252326607986
v175,0.0006147622836826505
v240,0.000612120329325621
v395,0.0006116752868123112
v056,0.0006098644524856088
v810,0.000609347752016574
v595,0.0006050492071072684
v630,0.0006040415393059948
v219,0.0006026518871008964
v540,0.0005993456756743213
v999,0.0005979675248162432
v350,0.0005974121586787382
v907,0.0005969999699287848
v628,0.0005963281423238561
v336,0.0005960767837478626
v182,0.0005953938066617044
v516,0.0005934879744664223
v048,0.0005925972093071967
v081,0.000587733563169388
v189,0.0005869647505878292
v362,0.0005844067549563958
v473,0.0005836892823682973
v013,0.0005828178810243272
v334,0.0005803192660710502
v734,0.0005751590141017612
v978,0.0005744725479551412
v128,0.00057067750616315
v320,0.0005683628402885464
v156,0.0005667689527812834
v616,0.0005659856901495138
v872,0.0005651318921385548
v634,0.0005649638897523391
v901,0.0005640473742740694
v453,0.0005626964953345396
v437,0.0005620362547335609
v562,0.0005613940818368925
v087,0.0005599540333790353
v644,0.0005598229590739853
v535,0.0005596866209104046
v760,0.0005593243487875565
v051,0.0005571704392636636
v456,0.0005563922261227608
v678,0.0005547547034394026
v134,0.0005516889524201803
v389,0.0005486703440065594
v454,0.0005458503698204978
v888,0.0005424055969869087
v355,0.0005332429588390715
v638,0.0005327308875904629
v354,0.0005320696089631831
v311,0.000529156296782867
v826,0.0005288656763458107
v353,0.0005222782187730715
v553,0.0005212804752048807
v012,0.0005206021526222779
v922,0.0005195444943205189
v671,0.0005174300871912392
v842,0.0005170567089253575
v820,0.0005167297909507785
v478,0.0005156487001846706
v447,0.0005151747825443307
v862,0.0005151338194009051
v328,0.0005110429975784526
v865,0.0005104636667821386
v627,0.0005099601409781697
v120,0.0005059040674299482
v897,0.0005055088389453109
v574,0.000504518453091708
v686,0.0005026742080428302
v427,0.0005022505809081548
v196,0.0005021726645484721
v004,0.0005020092773550353
v255,0.0004980283092114163
v853,0.0004977423809406322
v685,0.0004970646178035985
v410,0.0004963074647966124
v526,0.0004908488819060783
v498,0.0004905336426564603
v866,0.00048747231464779195
v180,0.0004863616152736109
v828,0.0004858262149528596
v394,0.00048388888907644774
v075,0.0004835582152789915
v577,0.0004810187478893835
v749,0.0004807972980177531
v104,0.00047924621357359204
v645,0.0004772502414592776
v137,0.00047682870515952235
v563,0.0004759541182639712
v513,0.00047389938414560087
v618,0.00047344941045636445
v084,0.0004727827586553786
v166,0.00047222746589807677
v972,0.0004719806592916497
v052,0.00047187137754338014
v812,0.0004704897071371802
v022,0.00046953201498650253
v621,0.00046891620605395325
v286,0.00046664172936717533
v452,0.0004632186232704292
v597,0.0004629573810212148
v379,0.0004619345505689689
v954,0.00045849942806827865
v463,0.0004581756010266609
v370,0.0004577758182506811
v699,0.00045568166231123834
v042,0.00045036986503361104
v025,0.00045026289159081604
v525,0.000449575958526968
v187,0.00044473326855712164
v680,0.000443325245854191
v431,0.00044261594256084544
v321,0.00044249268314704084
v725,0.0004424626923493016
v528,0.00044173994314046115
v174,0.0004415952635657382
v426,0.0004393316768112671
v641,0.0004360902316602115
v925,0.00043580346656766944
v404,0.00043439409612631703
v965,0.00043283392207458214
v419,0.0004324906162699279
v124,0.0004300868026429218
v371,0.00042941895771460845
v631,0.00042907713425598034
v145,0.00042877734109644425
v757,0.000428196071221154
v920,0.00042756987672726884
v705,0.0004245994345733089
v646,0.0004219491056567847
v640,0.0004199716870316717
v386,0.00041903589452495
v727,0.0004189533423475372
v740,0.0004176542804628975
v458,0.00041754608771294187
v186,0.0004168756722622601
v827,0.0004167873224002796
v466,0.00041646443929669935
v078,0.00041312442809800893
v668,0.00041198870197667477
v662,0.0004114187341840846
v549,0.0004114125399835937
v709,0.0004096646300126504
v527,0.00040839287627554994
v868,0.0004079243820492244
v799,0.00040771208814567936
v047,0.0004073037695427215
v738,0.00040634397312006
v323,0.0004062513535302114
v856,0.00040594373891557063
v538,0.000405357480955096
v987,0.00040493778381640015
v768,0.0004048465923138958
v276,0.0004002233585908665
v151,0.0003993473977689865
v310,0.00039904361036181916
v700,0.00039807509773558505
v357,0.00039801021905566577
v985,0.00039776062927856175
v944,0.0003970473011103304
v642,0.00039645333702113
v993,0.0003957872871486312
v795,0.00039371625623559704
v481,0.0003925009805121593
v037,0.00039212542066316034
v054,0.0003900999312611246
v633,0.00038981974403764824
v974,0.00038852144038134653
v789,0.00038828666007712285
v043,0.0003882710203646842
v502,0.0003875477446116301
v780,0.0003866096051022667
v814,0.000386556071308461
v890,0.0003856665732256612
v849,0.0003850805612221639
v214,0.00038307321105701155
v278,0.00038082043748881056
v935,0.0003801803290924902
v919,0.00037811097971267576
v840,0.0003770515091992862
v554,0.0003765223753234318
v184,0.000373851872206463
v875,0.0003733245686603451
v684,0.0003724716063089465
v567,0.00037179120183549906
v973,0.00036976060737007834
v899,0.0003695671423756626
v267,0.0003659705785802306
v248,0.0003644757071252329
v736,0.0003641368704285242
v141,0.00036064457258278693
v296,0.0003583576164470853
v077,0.00035589634886152346
v931,0.0003551137895916705
v809,0.0003546682356392482
v576,0.000354021248666119
v852,0.00035351312079307906
v870,0.00035207882163545046
v228,0.00035190582617747123
v715,0.0003518416229047467
v971,0.00035095528721929556
v309,0.0003504738346041035
v707,0.00034909320308857994
v019,0.0003457211666978529
v133,0.0003450668433207765
v552,0.00034419856826295637
v961,0.000342232592341394
v504,0.00033959706385734196
v992,0.00033814738823226205
v093,0.00033586411346292147
v421,0.00033408282903948943
v448,0.00033374890224394576
v191,0.00033101844099037153
v500,0.0003285536703611376
v494,0.00032817612987646067
v161,0.00032744327883957064
v215,0.0003272685730131113
v475,0.00032634251036222766
v113,0.0003262911581440063
v551,0.00032505036189171897
v273,0.00032488137449767024
v584,0.0003222571086258619
v265,0.0003221915966040836
v947,0.00032209522262253624
v983,0.0003218580377594085
v503,0.00032129351391152456
v139,0.0003200309243771455
v823,0.0003199051812429773
v998,0.00031876904813940793
v835,0.00031853478757780233
v800,0.00031849001832666516
v468,0.00031819191844134376
v207,0.0003169867501846118
v803,0.0003169819788699109
v970,0.00031553313186073756
v661,0.0003153053233470615
v382,0.000314681028613158
v598,0.00031446466815700415
v040,0.00031410860539926605
v235,0.000313142821311293
v696,0.00031282044454119075
v315,0.00031076122786568097
v980,0.0003101516056355515
v534,0.00031011989088264557
v443,0.0003098123077732114
v415,0.0003093897364458526
v346,0.00030787936043614886
v092,0.00030757174949016673
v444,0.0003075421609137468
v508,0.00030703593390648496
v976,0.00030597550266761174
v449,0.0003058365711100661
v942,0.00030576140861974686
v285,0.0003046004750373109
v558,0.00030361385586540247
v590,0.0003018355464414466
v375,0.00030077605671082207
v531,0.00030032299273242535
v557,0.0002978175104360345
v465,0.00029761503377801596
v580,0.00029747945682319506
v676,0.00029476662343896535
v714,0.0002940729710842846
v776,0.0002934741572787211
v024,0.0002929546060767416
v732,0.0002924839755046686
v152,0.00029209546207856695
v384,0.00029177718819485673
v507,0.0002911969046362377
v236,0.0002903700575043359
v612,0.0002901893252801134
v264,0.00028949195218304005
v484,0.00028944641164379545
v582,0.0002884129571214058
v031,0.000287522523070205
v572,0.00028688153301275015
v436,0.00028596549173604685
v986,0.000285859645019639
v600,0.0002843045023775831
v887,0.00028406766991176586
v238,0.0002835194375022123
v614,0.000281367524050099
v257,0.0002769669626422486
v884,0.00027683314445162344
v863,0.0002757394736212278
v857,0.0002754291782959737
v822,0.0002753459246906435
v101,0.00027422466243802484
v816,0.00027405117020718616
v578,0.00027315821310180786
v167,0.0002728054301612229
v894,0.000267998813369187
v766,0.0002671560568306471
v694,0.00026539955748816114
v243,0.00026455674932584014
v195,0.00026380794781286825
v654,0.0002612953377537739
v492,0.00025986856797333727
v359,0.0002597056916956662
v718,0.0002559415004115585
v383,0.0002544139528188609
v520,0.00025298106055252317
v765,0.0002528739771348241
v374,0.000251279544886441
v381,0.0002512361462928235
v327,0.00025108232188177066
v909,0.00025100720146042823
v491,0.0002507857818197748
v262,0.0002503947126949431
v251,0.0002503091693695155
v581,0.00024869349519619175
v843,0.0002472283450256172
v592,0.0002445671451557431
v537,0.0002445167238370839
v306,0.00024412670793112307
v280,0.00024362642204076354
v741,0.0002422182699171557
v994,0.00024046956364390313
v293,0.0002386329790222795
v065,0.00023835074095188442
v844,0.00023769393654335532
v859,0.0002376679837476485
v735,0.00023708085736564276
v692,0.00023700512540133755
v958,0.00023367921671968922
v959,0.00023329700196947036
v130,0.00023199028332406853
v710,0.00023173867746751196
v652,0.00023104451718764622
v982,0.000230314623274487
v729,0.0002296050262869802
v298,0.00022857171173716758
v080,0.0002278649311697346
v906,0.00022641786383133765
v626,0.00022565140432246385
v295,0.00022532896917390748
v368,0.00022470142596575535
v672,0.00022407433804584348
v194,0.00022207545367580628
v479,0.00021866666282063094
v871,0.0002185401225055706
v367,0.00021701297165528392
v179,0.00021295731880011305
v801,0.00021134067492197773
v343,0.00020695260511846585
v486,0.00020513764991362507
v140,0.00020333244768001927
v679,0.0002018590240153019
v988,0.0002015009807370469
v450,0.0002010084426348351
v099,0.00020052368421946082
v937,0.00019983809455112938
v706,0.00019690836542649894
v045,0.0001954420074712854
v308,0.00019388140832380524
v034,0.0001920480896968096
v142,0.0001912012341338224
v579,0.00018813287555854313
v369,0.00018787401040424846
v107,0.00018598332931051185
v804,0.00018489619384007316
v708,0.00018378560158147694
v753,0.00018344270666074622
v148,0.0001827471766706517
v932,0.00018183911483019596
v200,0.0001800286531790281
v001,0.00017755910042255407
v975,0.00017489337550782917
v825,0.0001728359369369585
v230,0.00017231224126773375
v224,0.0001694573506360135
v044,0.00016885951127100586
v082,0.00016846354726242146
v876,0.0001674944795034097
v781,0.0001666205360689449
v989,0.00016362902897695364
v126,0.00016325577300276798
v247,0.00016129313840302918
v002,0.0001605941172639601
v794,0.00016046191847530008
v782,0.00015786232277555936
v647,0.00015728659192425836
v066,0.0001559849505809245
v060,0.00015193376389017338
v806,0.0001483814230694506
v146,0.0001481522213677778
v817,0.00014551396806786166
v016,0.0001434417333261156
v759,0.00014029409885888718
v237,0.00013853905932435418
v785,0.00013793667272593725
v100,0.00013746117973064873
v460,0.00013596252444475373
v748,0.0001352996795493972
v403,0.0001346842916146943
v923,0.00013406502942476435
v136,0.00013350485620661868
v916,0.00013298294152033592
v926,0.00013200119651638777
v063,0.00012911279969679806
v165,0.00012867383270505657
v292,0.000124897976034283
v775,0.00012002731371749555
v807,0.00011983591312554454
v067,0.00011820413932759908
v703,0.00011809369987134055
v819,0.00011371099546008744
v609,0.00010954480252578802
v282,9.746174035649072e-05
v030,9.716344882240118e-05
v017,8.044007215086063e-05
v517,7.739876450798675e-05
v505,7.659145844382679e-05
v587,7.179584153712549e-05
v160,6.673392789142266e-05
v604,6.359508657561831e-05
v877,5.995045647198517e-05
v930,5.7391248311764644e-05
v762,5.553096104574147e-05
v190,4.402079567088169e-05
v213,3.9696185850327736e-05
v682,3.727107144135549e-05
v217,3.0895480524164426e-05
v953,7.401822824006469e-06
v304,0.0
v669,0.0
v424,0.0
v005,0.0
v515,0.0
v000,0.0
