entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,CaseType,ANCHEYEAR,ANCHEDATE,BUSST,ASSGRO,MAIBUSINC,NETINC,TOTEQU,VENDINC,Ratio,Year,Frequency,CONAM_new,CONPROP_new,ttype
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2017.0,2018/8/24,11.0,,,,,,,,,-1.567287726327777,-99.04276267268509,2.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2017.0,2018/8/24,11.0,,,,,,,,,-5584794.530154509,-68.77897876304607,4.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2017.0,2018/8/24,11.0,,,,,,,,,-0.16177472937852144,-69.37354979068317,4.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2013.0,2015/8/30,0.0,,,,,,,,,-8103056.973455395,-100.43931756194723,4.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2013.0,2015/8/30,0.0,,,,,,,,,0.44483508821576834,-99.93003693639317,2.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2013.0,2015/8/30,0.0,,,,,,,,,-1.567287726327777,-99.04276267268509,2.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2013.0,2015/8/30,0.0,,,,,,,,,-5584794.530154509,-68.77897876304607,4.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2013.0,2015/8/30,0.0,,,,,,,,,-0.16177472937852144,-69.37354979068317,4.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2016.0,2017/10/20,0.0,,,,,,,,,-8103056.973455395,-100.43931756194723,4.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2016.0,2017/10/20,0.0,,,,,,,,,0.44483508821576834,-99.93003693639317,2.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2016.0,2017/10/20,0.0,,,,,,,,,-1.567287726327777,-99.04276267268509,2.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2016.0,2017/10/20,0.0,,,,,,,,,-5584794.530154509,-68.77897876304607,4.0
122697049,15.0,10,9,4700000.0,0.0,0.0,2,2016.0,2017/10/20,0.0,,,,,,,,,-0.16177472937852144,-69.37354979068317,4.0
959830672,15.0,5,11,1000.0,0.0,0.0,1,2014.0,2015/9/13,0.0,,,,,,1.0063170125800625,2014.0,2.0,1.4594036155249341,-99.37119105366192,2.0
959830672,15.0,5,11,1000.0,0.0,0.0,1,2015.0,2016/4/19,0.0,,,,,,1.0063170125800625,2014.0,2.0,1.4594036155249341,-99.37119105366192,2.0
959830672,15.0,5,11,1000.0,0.0,0.0,1,2017.0,2018/1/12,11.0,,,,,,1.0063170125800625,2014.0,2.0,1.4594036155249341,-99.37119105366192,2.0
959830672,15.0,5,11,1000.0,0.0,0.0,1,2016.0,2017/5/20,0.0,,,,,,1.0063170125800625,2014.0,2.0,1.4594036155249341,-99.37119105366192,2.0
959830672,15.0,5,11,1000.0,0.0,0.0,1,2013.0,2015/9/13,0.0,,,,,,1.0063170125800625,2014.0,2.0,1.4594036155249341,-99.37119105366192,2.0
959830672,15.0,5,11,1000.0,0.0,0.0,1,2018.0,2019/3/15,11.0,,,,,,1.0063170125800625,2014.0,2.0,1.4594036155249341,-99.37119105366192,2.0
564421968,10.0,8,12,5000.0,0.0,1.0,1,,,,,,,,,,,,,,
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,,0.39612938258915165,-15.211070891675224,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,,0.3996559182639885,-11.410181336522793,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,,-0.9884932980437497,-9.281684464375774,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,,0.6500168096335983,-9.182623903776589,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,,-2.5983339179041423,-9.211405652489502,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,,0.834800921576516,-12.881492091382995,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,,3.27713696002138,-10.85295929130001,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2015.0,2016/10/15,0.0,,,,,,,,,-1.081193143481869,-9.66147116362696,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,,0.39612938258915165,-15.211070891675224,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,,0.3996559182639885,-11.410181336522793,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,,-0.9884932980437497,-9.281684464375774,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,,0.6500168096335983,-9.182623903776589,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,,-2.5983339179041423,-9.211405652489502,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,,0.834800921576516,-12.881492091382995,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,,3.27713696002138,-10.85295929130001,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2016.0,2017/5/20,0.0,,,,,,,,,-1.081193143481869,-9.66147116362696,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,,0.39612938258915165,-15.211070891675224,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,,0.3996559182639885,-11.410181336522793,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,,-0.9884932980437497,-9.281684464375774,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,,0.6500168096335983,-9.182623903776589,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,,-2.5983339179041423,-9.211405652489502,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,,0.834800921576516,-12.881492091382995,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,,3.27713696002138,-10.85295929130001,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2014.0,2015/10/3,0.0,,,,,,,,,-1.081193143481869,-9.66147116362696,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,,0.39612938258915165,-15.211070891675224,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,,0.3996559182639885,-11.410181336522793,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,,-0.9884932980437497,-9.281684464375774,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,,0.6500168096335983,-9.182623903776589,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,,-2.5983339179041423,-9.211405652489502,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,,0.834800921576516,-12.881492091382995,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,,3.27713696002138,-10.85295929130001,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2017.0,2018/3/30,11.0,,,,,,,,,-1.081193143481869,-9.66147116362696,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,,0.39612938258915165,-15.211070891675224,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,,0.3996559182639885,-11.410181336522793,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,,-0.9884932980437497,-9.281684464375774,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,,0.6500168096335983,-9.182623903776589,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,,-2.5983339179041423,-9.211405652489502,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,,0.834800921576516,-12.881492091382995,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,,3.27713696002138,-10.85295929130001,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2013.0,2015/10/3,0.0,,,,,,,,,-1.081193143481869,-9.66147116362696,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,,0.39612938258915165,-15.211070891675224,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,,0.3996559182639885,-11.410181336522793,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,,-0.9884932980437497,-9.281684464375774,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,,0.6500168096335983,-9.182623903776589,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,,-2.5983339179041423,-9.211405652489502,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,,0.834800921576516,-12.881492091382995,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,,3.27713696002138,-10.85295929130001,2.0
620868429,10.0,8,9,10000.0,0.0,0.0,2,2018.0,2019/9/29,11.0,,,,,,,,,-1.081193143481869,-9.66147116362696,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2008.0,5.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2010.0,4.0,1.8821909565886017,-99.6740324932744,2.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0,,,,,,,2007.0,1.0,1.8821909565886017,-99.6740324932744,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2016.0,2017/9/20,0.0,,,,,,0.4916381106779598,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2016.0,2017/9/20,0.0,,,,,,0.4916381106779598,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2016.0,2017/9/20,0.0,,,,,,0.6179197035838585,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2016.0,2017/9/20,0.0,,,,,,0.6179197035838585,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2013.0,2014/10/29,0.0,,,,,,0.4916381106779598,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2013.0,2014/10/29,0.0,,,,,,0.4916381106779598,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2013.0,2014/10/29,0.0,,,,,,0.6179197035838585,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2013.0,2014/10/29,0.0,,,,,,0.6179197035838585,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2017.0,2018/9/24,11.0,,,,,,0.4916381106779598,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2017.0,2018/9/24,11.0,,,,,,0.4916381106779598,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2017.0,2018/9/24,11.0,,,,,,0.6179197035838585,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2017.0,2018/9/24,11.0,,,,,,0.6179197035838585,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2015.0,2016/12/19,0.0,,,,,,0.4916381106779598,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2015.0,2016/12/19,0.0,,,,,,0.4916381106779598,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2015.0,2016/12/19,0.0,,,,,,0.6179197035838585,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2015.0,2016/12/19,0.0,,,,,,0.6179197035838585,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2014.0,2015/7/3,0.0,,,,,,0.4916381106779598,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2014.0,2015/7/3,0.0,,,,,,0.4916381106779598,,,-1.0595515241730027,-98.2320588722623,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2014.0,2015/7/3,0.0,,,,,,0.6179197035838585,,,0.8101318718656927,-0.8437614773753387,2.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2014.0,2015/7/3,0.0,,,,,,0.6179197035838585,,,-1.0595515241730027,-98.2320588722623,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2013.0,2014/12/29,0.0,,,,,,,2018.0,0.0,-1.3996898682835308,-94.97696465258987,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2013.0,2014/12/29,0.0,,,,,,,2018.0,0.0,0.7021142547446289,-94.37898981301869,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2013.0,2014/12/29,0.0,,,,,,,2018.0,0.0,0.16045974027562693,-5.111670508937514,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2013.0,2014/12/29,0.0,,,,,,,2018.0,0.0,1.494539206074478,-99.23541415012177,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2014.0,2015/5/27,0.0,,,,,,,2018.0,0.0,-1.3996898682835308,-94.97696465258987,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2014.0,2015/5/27,0.0,,,,,,,2018.0,0.0,0.7021142547446289,-94.37898981301869,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2014.0,2015/5/27,0.0,,,,,,,2018.0,0.0,0.16045974027562693,-5.111670508937514,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2014.0,2015/5/27,0.0,,,,,,,2018.0,0.0,1.494539206074478,-99.23541415012177,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2017.0,2018/11/12,11.0,,,,,,,2018.0,0.0,-1.3996898682835308,-94.97696465258987,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2017.0,2018/11/12,11.0,,,,,,,2018.0,0.0,0.7021142547446289,-94.37898981301869,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2017.0,2018/11/12,11.0,,,,,,,2018.0,0.0,0.16045974027562693,-5.111670508937514,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2017.0,2018/11/12,11.0,,,,,,,2018.0,0.0,1.494539206074478,-99.23541415012177,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2015.0,2016/11/5,0.0,,,,,,,2018.0,0.0,-1.3996898682835308,-94.97696465258987,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2015.0,2016/11/5,0.0,,,,,,,2018.0,0.0,0.7021142547446289,-94.37898981301869,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2015.0,2016/11/5,0.0,,,,,,,2018.0,0.0,0.16045974027562693,-5.111670508937514,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2015.0,2016/11/5,0.0,,,,,,,2018.0,0.0,1.494539206074478,-99.23541415012177,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2016.0,2017/6/20,0.0,,,,,,,2018.0,0.0,-1.3996898682835308,-94.97696465258987,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2016.0,2017/6/20,0.0,,,,,,,2018.0,0.0,0.7021142547446289,-94.37898981301869,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2016.0,2017/6/20,0.0,,,,,,,2018.0,0.0,0.16045974027562693,-5.111670508937514,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2016.0,2017/6/20,0.0,,,,,,,2018.0,0.0,1.494539206074478,-99.23541415012177,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2018.0,2019/8/6,11.0,,,,,,,2018.0,0.0,-1.3996898682835308,-94.97696465258987,2.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2018.0,2019/8/6,11.0,,,,,,,2018.0,0.0,0.7021142547446289,-94.37898981301869,2.0
