entid,CaseType
1070182067,4.0
306578626,3.0
734758428,3.0
507043244,3.0
153234185,3.0
715868012,3.0
1170338772,3.0
470548263,4.0
1190155319,3.0
750392117,3.0
804873884,3.0
919821609,3.0
1207030622,3.0
898306591,3.0
310206872,3.0
1024186033,3.0
32025878,3.0
296193174,3.0
94628547,3.0
251810305,3.0
345337235,3.0
968740487,0.0
603865048,3.0
445220130,3.0
1183612211,3.0
262483415,3.0
224947159,3.0
671030964,3.0
667545069,3.0
425173736,3.0
1178264308,3.0
649944968,3.0
1202604300,3.0
766344392,3.0
867564755,3.0
356856567,3.0
453047470,3.0
1189382204,3.0
794266200,3.0
60068624,0.0
583114121,3.0
198740367,3.0
209639730,3.0
553149000,3.0
226030893,3.0
325265909,3.0
174838085,3.0
822541486,3.0
770012999,3.0
530384310,3.0
233666490,3.0
933329028,0.0
700450176,3.0
1113017293,0.0
846275858,3.0
978425250,3.0
306996078,3.0
254160203,3.0
1154191793,3.0
1228655698,3.0
254587405,4.0
750718972,4.0
265904608,3.0
189224647,3.0
1098183164,3.0
945933571,4.0
517353431,3.0
114179367,4.0
187884675,3.0
177845150,3.0
61794653,3.0
920614612,3.0
37548048,3.0
426526636,3.0
723684721,4.0
181379840,4.0
1005206680,3.0
184290262,3.0
737157260,4.0
1017991419,3.0
10698350,3.0
603286004,3.0
606811381,3.0
569324456,3.0
748545376,3.0
135542534,4.0
635226615,3.0
1228052139,3.0
739701909,4.0
652250551,3.0
749144387,3.0
1015275963,3.0
462447349,3.0
794816216,3.0
587710733,3.0
1031707379,3.0
463935137,3.0
963091337,3.0
57286554,3.0
930469767,3.0
532257916,3.0
19355525,3.0
929790487,0.0
428159673,3.0
225394176,3.0
1155853285,3.0
739078714,3.0
784543149,3.0
1082490942,3.0
908579930,3.0
367450094,3.0
24139944,3.0
934993648,3.0
1123914320,3.0
173425626,3.0
1233351534,3.0
348194382,3.0
550882120,3.0
1097385336,3.0
1099012275,3.0
483678988,0.0
807621140,3.0
1065763127,3.0
71374755,3.0
170689014,3.0
885962709,3.0
300866435,3.0
957335499,3.0
614988490,3.0
163836302,3.0
232878265,3.0
134796652,3.0
577816325,3.0
840366560,3.0
995461959,3.0
608027695,3.0
793519841,3.0
706925528,2.0
794337401,1.0
612112841,2.0
1033691657,2.0
455558271,1.0
1022501713,2.0
1139812428,3.0
1169005838,3.0
1075680007,2.0
1187165635,2.0
151413858,2.0
1138749469,3.0
853514282,2.0
328684818,3.0
191207011,2.0
639523185,2.0
70578920,2.0
902504771,3.0
308587947,3.0
891890114,3.0
1197260202,2.0
353587921,3.0
143364110,3.0
198576137,3.0
10711834,2.0
43635130,3.0
223377099,3.0
744968200,3.0
1132808434,3.0
727182458,3.0
1057654777,3.0
485154649,2.0
593136513,3.0
937101326,1.0
371713118,2.0
799080938,3.0
113976139,3.0
276842037,3.0
794079288,1.0
45418644,3.0
469686965,3.0
1090847978,2.0
629970841,3.0
548493601,2.0
342952876,2.0
1080539525,3.0
137903147,3.0
1002915143,3.0
477280607,3.0
177473368,3.0
566980571,3.0
253310567,2.0
1057348056,3.0
203732566,3.0
556570117,1.0
988033114,3.0
407350190,3.0
95898023,3.0
308649052,3.0
284504445,1.0
50899367,2.0
898701399,2.0
829845602,2.0
688241041,1.0
621160066,1.0
122404006,2.0
475255424,4.0
368132676,2.0
1131068778,3.0
902332511,1.0
1139378624,1.0
5066338,1.0
636710052,2.0
1148210108,3.0
705753384,3.0
793061643,4.0
78281172,3.0
92653468,3.0
219488280,3.0
608244362,3.0
829830764,3.0
467117200,3.0
618751808,3.0
951648892,3.0
1206489139,3.0
671369696,3.0
115478022,4.0
213392980,3.0
863431175,3.0
368872124,3.0
1018283505,3.0
297060062,3.0
998553068,3.0
859307071,3.0
337018970,3.0
1048179815,3.0
591049147,3.0
169905874,4.0
1028693955,4.0
249210214,3.0
690781913,4.0
810431967,3.0
633773899,3.0
846410281,3.0
538886366,3.0
226141851,3.0
631418868,2.0
890470807,3.0
667857989,3.0
112911993,3.0
757360944,3.0
922021901,3.0
635792996,3.0
301800378,3.0
919000691,3.0
444693606,4.0
644394656,3.0
1227147497,3.0
566363148,3.0
615699596,3.0
1120577622,3.0
46204191,3.0
651615212,3.0
87341364,3.0
587234785,3.0
178869075,3.0
1111922976,3.0
1176027146,3.0
371694270,3.0
1189943064,3.0
142218422,3.0
911795467,3.0
794543130,3.0
377161734,3.0
565780947,3.0
695260559,3.0
660306874,3.0
1087212956,3.0
265658557,3.0
314113513,3.0
336955243,4.0
878303695,3.0
860901481,3.0
406101516,3.0
1180146243,3.0
1233771029,3.0
207988913,3.0
214496849,3.0
1132585533,3.0
618578351,3.0
552964856,3.0
1215633093,3.0
165987445,3.0
831542,3.0
224092091,4.0
225655129,3.0
705523585,3.0
1134259656,3.0
349263176,3.0
1043844531,3.0
1110671702,3.0
1024089624,3.0
69491770,3.0
117159066,3.0
828831767,3.0
640980041,4.0
11595512,3.0
322323136,3.0
747194624,3.0
296846936,3.0
60501171,3.0
1217625539,3.0
59556051,3.0
536153085,3.0
1205985457,4.0
200751039,3.0
114126067,3.0
679680967,3.0
955929116,3.0
1080671378,3.0
4731015,3.0
201054148,3.0
1152308541,3.0
901589297,3.0
867143776,3.0
952788999,4.0
657376232,3.0
538462809,2.0
322394797,2.0
970163383,2.0
500120338,2.0
126395312,2.0
1154188320,2.0
1129160300,2.0
1115273959,1.0
669965313,2.0
353945399,2.0
889838085,4.0
786961077,1.0
966950408,2.0
799465389,2.0
208114644,2.0
989032874,2.0
424989205,4.0
20119804,1.0
591974733,1.0
191968433,1.0
212531966,2.0
224662236,3.0
772043264,3.0
993948671,3.0
349562477,3.0
134513294,3.0
180104841,3.0
134014987,3.0
353592717,3.0
515805204,3.0
822989068,3.0
272347642,3.0
731340295,3.0
856331759,3.0
147068138,3.0
700982378,3.0
288764483,3.0
898924800,3.0
582674865,3.0
526477932,3.0
335693175,3.0
866637224,3.0
151726554,3.0
584402496,3.0
187043215,3.0
648226901,3.0
918361308,3.0
87133628,4.0
194980333,3.0
67193838,3.0
1081055617,3.0
488028099,4.0
1087381924,3.0
888085653,3.0
900005310,3.0
456997986,4.0
771224914,3.0
39306954,3.0
181390989,3.0
940923669,3.0
775763353,3.0
1144820702,3.0
620500307,3.0
961213869,3.0
40212297,3.0
186853378,3.0
225291331,3.0
34521917,3.0
153076721,3.0
615613250,3.0
858296240,3.0
426380994,3.0
1224174911,3.0
927152330,3.0
138883672,4.0
442246932,3.0
773620016,3.0
20822760,3.0
746849161,3.0
51981125,3.0
693719679,3.0
1037303193,3.0
547258534,3.0
989027136,3.0
492405943,3.0
1160649661,3.0
962472104,4.0
434409374,3.0
571576131,4.0
354991442,3.0
465075555,3.0
764214585,3.0
478886296,3.0
426653927,3.0
817183311,3.0
675065234,3.0
927368862,3.0
263550169,4.0
79532710,3.0
831141326,3.0
829506502,3.0
77491511,3.0
861969081,3.0
726133866,3.0
530796948,3.0
807448595,3.0
440892289,3.0
465287457,3.0
325060815,3.0
407907886,3.0
1233056751,4.0
1215168900,3.0
321583165,3.0
810542551,3.0
1032328768,2.0
505961044,1.0
777679828,1.0
828356001,4.0
713507630,1.0
803199349,1.0
876789488,2.0
315607928,3.0
585341041,3.0
1223639708,3.0
317159161,4.0
1121800093,3.0
1189475449,3.0
125790555,3.0
558388192,3.0
248617925,4.0
1111263046,3.0
206555162,3.0
424537795,3.0
1157977132,3.0
580170754,3.0
634673813,3.0
100425290,3.0
1200400610,3.0
540750602,3.0
1170654823,3.0
316088181,3.0
124313005,3.0
772956251,4.0
185443642,3.0
922191501,4.0
803399659,3.0
578046916,3.0
741197378,3.0
672082440,3.0
733095565,3.0
944558367,3.0
288524275,3.0
899568771,4.0
676479940,3.0
1017361081,3.0
726735583,4.0
488975702,3.0
301509588,3.0
752577853,3.0
729220676,4.0
975607122,3.0
818239866,3.0
29767348,3.0
660584882,3.0
246124439,3.0
471239918,3.0
837743488,3.0
589353712,3.0
264061220,3.0
993295834,3.0
376483949,3.0
1180043900,4.0
850637667,3.0
816255640,3.0
876795652,3.0
781576227,3.0
702990878,3.0
119111279,3.0
1204996213,3.0
534082754,3.0
886830685,4.0
66139401,3.0
775549241,3.0
434535004,3.0
543890956,3.0
861640494,3.0
199732240,3.0
975601190,4.0
179112321,3.0
682537294,3.0
161207280,3.0
640450849,3.0
1059460430,3.0
333686413,3.0
982046039,3.0
635603736,3.0
446839231,3.0
292800787,3.0
6217287,3.0
868801760,3.0
884853596,4.0
1222880377,3.0
451175570,3.0
500016024,3.0
1017953670,3.0
479006038,3.0
530649537,3.0
763882897,4.0
482394235,3.0
572538608,3.0
476282460,3.0
851239668,3.0
159157541,4.0
435933247,4.0
1157160085,3.0
858118052,3.0
440133186,3.0
455084325,3.0
486412462,3.0
499232727,3.0
588320433,3.0
297748134,3.0
60973352,3.0
1144185194,3.0
514259305,3.0
877487169,3.0
154066294,3.0
840403226,3.0
397187208,3.0
758480735,3.0
346671211,3.0
162072306,3.0
835696872,3.0
65636925,3.0
870151652,3.0
418007401,3.0
1023191086,3.0
1220212463,3.0
589095801,3.0
421635817,3.0
377705656,4.0
774523048,3.0
661117047,3.0
235846361,3.0
842088100,4.0
314383006,3.0
673653054,4.0
448795585,3.0
1031716664,3.0
696234642,3.0
851620553,3.0
857785290,3.0
881936138,3.0
215007081,3.0
1021790428,3.0
690756846,4.0
86791918,3.0
69008037,3.0
267312998,3.0
779928235,4.0
150680780,3.0
95375757,3.0
132799368,3.0
1122046060,3.0
312152062,3.0
16959685,3.0
196910950,3.0
311372702,3.0
1151354220,3.0
837572377,4.0
250442914,3.0
768650402,3.0
460104494,3.0
1021056068,3.0
389103744,3.0
349722036,3.0
773481184,3.0
1124148664,3.0
1077918882,4.0
714619319,3.0
1082407313,3.0
207483814,3.0
302806995,3.0
516270011,3.0
1155046364,3.0
1120218339,3.0
962203643,3.0
344662885,3.0
870389928,3.0
1026706366,4.0
260906368,3.0
165643720,3.0
787246286,3.0
920321812,3.0
69059803,3.0
511889456,3.0
923333197,3.0
1225696355,3.0
545113005,3.0
588613815,3.0
793823151,3.0
310561131,3.0
449089289,3.0
209168944,3.0
984763588,3.0
268673627,3.0
613339293,3.0
702255789,3.0
757657917,3.0
642702743,3.0
502449113,3.0
1204162873,3.0
894201174,3.0
139799966,3.0
1084656325,3.0
1171029049,3.0
1134988699,3.0
484518599,3.0
1113943591,3.0
674356505,3.0
999053299,3.0
223066538,3.0
354934080,3.0
1122041480,4.0
1162966975,3.0
501284869,3.0
1122732191,3.0
1194652581,3.0
389991809,3.0
1134589556,3.0
669720279,3.0
630988110,3.0
810358507,3.0
23965087,3.0
743094233,3.0
823753595,3.0
31485576,3.0
189837841,3.0
679653679,3.0
1136409037,3.0
103873188,3.0
427194656,3.0
60583737,3.0
931854045,3.0
236203073,4.0
925128027,3.0
869052952,3.0
706992684,3.0
1231570966,3.0
985152374,3.0
243173903,3.0
623813104,3.0
365163985,3.0
108321720,3.0
969398973,3.0
1085632906,3.0
1078610965,3.0
981755116,3.0
401234206,3.0
176600452,3.0
301743547,3.0
1005189649,3.0
1071445360,3.0
1196771758,3.0
272392537,3.0
1184343220,3.0
765109968,4.0
201934483,3.0
563620881,3.0
898832183,3.0
159915398,3.0
976639581,3.0
228182297,3.0
155483666,3.0
222738122,3.0
83635094,3.0
1030216266,4.0
570449426,3.0
971837647,3.0
324547720,4.0
338094005,3.0
637079923,3.0
105797169,3.0
436147605,3.0
664043828,3.0
1148827754,3.0
617917621,3.0
968775415,4.0
747511147,3.0
278469566,4.0
1203097851,3.0
644866360,3.0
613316044,4.0
242119654,3.0
860165968,3.0
36314847,3.0
499835405,3.0
796034628,4.0
451366452,3.0
902108488,3.0
759937211,3.0
744696426,3.0
182951228,3.0
1071396571,3.0
1174164290,3.0
91190477,3.0
1077144852,4.0
615463212,3.0
1156613538,3.0
40304519,3.0
597303107,3.0
594044076,3.0
96684219,3.0
259184634,3.0
357082486,3.0
927146990,3.0
370409549,3.0
241254434,3.0
599939627,3.0
21013823,3.0
379104416,3.0
891132155,3.0
1160651495,3.0
194632375,3.0
613754775,3.0
423005894,3.0
241484762,3.0
257560956,3.0
218481195,3.0
737891753,3.0
26019577,3.0
593074878,3.0
498015441,4.0
382534246,3.0
983569656,3.0
266783579,3.0
363501805,3.0
1156804547,3.0
773537902,3.0
520284012,3.0
924050101,4.0
911431212,3.0
217670802,3.0
304651929,3.0
1040633449,3.0
660529291,3.0
333831953,3.0
633789515,3.0
616014124,3.0
1151352690,3.0
687434437,3.0
980065366,3.0
1059635469,3.0
835606294,3.0
831147391,3.0
945761891,3.0
494104735,3.0
625761900,3.0
545110976,4.0
1210056107,4.0
640634768,3.0
125793225,3.0
417024900,3.0
896496122,3.0
585699602,3.0
1020651292,3.0
210467886,3.0
1138059871,3.0
791344126,4.0
1032231861,3.0
72751747,3.0
741587520,3.0
638607427,3.0
149089962,3.0
699829806,3.0
375259375,4.0
873516810,3.0
28115559,3.0
648328511,3.0
666503477,4.0
1083520474,3.0
195986951,3.0
808770323,3.0
685587246,4.0
259531184,3.0
526297028,3.0
1146888201,3.0
855400778,3.0
1104165650,0.0
454598470,3.0
498948676,3.0
482174257,4.0
336152652,3.0
559337070,3.0
807545963,3.0
498495445,3.0
582002559,3.0
1171087251,3.0
850424865,3.0
552782271,3.0
464496132,3.0
1088886065,3.0
839291918,4.0
252194412,3.0
235091898,2.0
310601570,3.0
922234570,4.0
802995358,4.0
50050000,4.0
527542236,4.0
609721245,4.0
208507830,4.0
258536359,4.0
223189592,4.0
988174640,4.0
1052705666,4.0
53777500,4.0
433073609,4.0
1050687001,4.0
514677781,4.0
549746172,4.0
294105257,4.0
706716735,4.0
319263897,4.0
161257613,4.0
212403366,4.0
1087196391,4.0
625788457,4.0
443835966,4.0
320079252,4.0
428455790,4.0
469249278,4.0
712438326,4.0
528193422,4.0
442398624,4.0
1080595339,4.0
709565605,4.0
71115142,4.0
830251398,4.0
738758084,4.0
640967317,4.0
190856946,4.0
647749035,4.0
860825525,4.0
95842808,4.0
671128883,4.0
472649675,4.0
207431290,4.0
578970267,4.0
979812063,4.0
708943386,4.0
361015755,4.0
48994655,4.0
694908503,4.0
829050109,4.0
722787125,4.0
545755580,4.0
407670075,4.0
300084291,4.0
1066953874,4.0
223774194,4.0
751671258,4.0
657374049,4.0
616414138,4.0
239223099,4.0
599744816,4.0
507898543,4.0
693558869,4.0
801579375,4.0
514819994,4.0
1216243561,4.0
1044461579,4.0
475464294,4.0
149342413,4.0
545054487,4.0
1005340122,4.0
1180567864,4.0
401373176,4.0
706144312,4.0
808312400,4.0
1037273574,4.0
556766179,4.0
600866529,4.0
602830192,4.0
271432377,4.0
383954073,4.0
310750637,4.0
74158016,4.0
1184047865,4.0
817515012,4.0
458844075,4.0
1092261439,4.0
2016472,4.0
1048596086,4.0
438874302,4.0
743262012,4.0
1007933195,4.0
334124673,4.0
358828007,4.0
1008522734,4.0
913345620,4.0
1109856646,4.0
1085210119,4.0
935700598,4.0
601410907,4.0
1056867212,4.0
179592306,4.0
1118313173,4.0
975164664,4.0
243020619,4.0
553137259,4.0
312782663,4.0
1031941181,4.0
1183649589,4.0
4273312,4.0
368305758,4.0
124575170,4.0
615971298,4.0
8049672,4.0
380978478,4.0
558394451,4.0
447515653,4.0
461252943,4.0
975888061,4.0
829143078,4.0
487563039,4.0
856366552,4.0
254014213,4.0
151264987,4.0
570110732,4.0
954546014,4.0
450025838,4.0
814264937,4.0
860642770,4.0
2051381,4.0
207882668,4.0
797678026,4.0
198892887,4.0
153878729,4.0
993607768,4.0
15552179,4.0
654402520,4.0
1064559629,4.0
704025503,4.0
1138557947,4.0
464075119,4.0
1090581020,4.0
679129003,4.0
205493943,4.0
326595421,4.0
532117742,4.0
1101944932,4.0
592001734,4.0
653815710,4.0
1009593411,4.0
871452527,4.0
1036174872,4.0
214385717,4.0
1162650521,4.0
63165459,4.0
789576721,4.0
796982964,4.0
616419363,4.0
104274545,4.0
790389876,4.0
1061922963,4.0
664568605,4.0
301570041,4.0
693178549,4.0
868751396,4.0
600390945,4.0
696459127,4.0
857248202,4.0
5286196,4.0
722642128,4.0
1101066999,4.0
346566971,4.0
52052477,4.0
742028831,4.0
121962834,4.0
438009282,4.0
844101127,4.0
12914253,4.0
194335835,4.0
1150076746,4.0
415272120,4.0
1078631143,4.0
380934662,4.0
187034708,4.0
265081590,4.0
47591849,4.0
535444855,4.0
531283779,4.0
1092223695,4.0
96457077,4.0
746059877,4.0
157677950,4.0
435454366,4.0
1164693689,4.0
1029637548,4.0
406328306,4.0
322325127,4.0
464689898,4.0
1068956927,4.0
252385865,4.0
854967838,4.0
514553066,4.0
132252620,4.0
837383513,4.0
998075079,4.0
557080949,4.0
1226576305,4.0
472376690,4.0
603439209,4.0
363842702,4.0
914550718,4.0
282006810,4.0
1153302683,4.0
1085982260,4.0
268587941,4.0
805940172,4.0
136017668,4.0
186538560,4.0
518382911,4.0
758849273,4.0
1040332104,4.0
74945641,4.0
513900501,4.0
155368557,4.0
597286220,4.0
599400533,4.0
539171048,4.0
704324790,4.0
137585285,4.0
514365556,4.0
202856081,4.0
578404736,4.0
875774614,4.0
239671583,4.0
296143143,4.0
200848033,4.0
726976530,4.0
680070349,4.0
929507432,4.0
1077965108,4.0
1182268219,4.0
632476156,4.0
772585066,4.0
690177370,4.0
771705622,4.0
991714005,4.0
1183268452,4.0
325013274,4.0
1087058018,4.0
372101736,4.0
717625186,4.0
1046299329,4.0
1088344129,4.0
994377140,4.0
1014850223,4.0
1053170708,4.0
581100255,4.0
913113922,4.0
874276855,4.0
181820391,4.0
194726169,4.0
481744171,4.0
1193539802,4.0
11683944,4.0
14055186,4.0
1119781513,4.0
1104761248,4.0
746389115,4.0
49833278,4.0
235296200,4.0
563308160,4.0
1070224310,4.0
81851119,4.0
62924110,4.0
23568857,4.0
106391442,4.0
1143168267,4.0
875462757,4.0
1002877622,4.0
804923936,4.0
202700189,4.0
894061673,4.0
484043081,4.0
592877061,4.0
1186848144,4.0
800903186,4.0
431774739,4.0
165392986,4.0
446814233,4.0
185573460,4.0
297909870,4.0
947835992,4.0
721512872,4.0
33585976,4.0
1166498450,4.0
273089396,4.0
922128743,4.0
582631559,4.0
941804680,4.0
346266969,4.0
512760495,4.0
893875331,4.0
625598681,4.0
730135978,4.0
135142382,4.0
248611848,4.0
549998675,4.0
69670153,4.0
804563046,4.0
606723263,4.0
227905390,4.0
397269406,4.0
1199823931,4.0
779789754,4.0
246373582,4.0
13778114,4.0
284737249,4.0
157298663,4.0
190886253,4.0
893507386,4.0
708538081,4.0
674154475,4.0
525250250,4.0
822766939,4.0
94852382,4.0
236809127,4.0
147245743,4.0
720923240,4.0
394225462,4.0
1193097470,4.0
313084319,4.0
421387546,4.0
834916521,4.0
1200033345,4.0
383103124,4.0
393708812,4.0
187271107,4.0
526948939,4.0
687654439,4.0
546048441,4.0
789380757,4.0
644253745,4.0
686780696,4.0
971775807,4.0
874134748,4.0
30691539,4.0
462368371,4.0
555629327,4.0
1182340888,4.0
352017511,4.0
690795951,4.0
155257697,4.0
225582410,4.0
588737965,4.0
96851159,4.0
477014025,4.0
7885936,4.0
963370261,4.0
1100331446,4.0
18379307,4.0
569722001,4.0
551058011,4.0
310705682,4.0
159872005,4.0
321870610,4.0
615592381,4.0
710939793,4.0
409894413,4.0
943242792,4.0
484863309,4.0
700519778,4.0
63599505,4.0
936946450,4.0
1128120344,4.0
128394214,4.0
727562195,4.0
1019356929,4.0
1224300556,4.0
1183518695,4.0
377777415,4.0
736207319,4.0
1064523106,4.0
977997718,4.0
512686460,4.0
711843304,4.0
94772802,4.0
756146602,4.0
24530863,4.0
1074283757,4.0
996056694,4.0
667474405,4.0
572174664,4.0
1077801639,4.0
34944276,4.0
837618366,4.0
1020606618,4.0
156571345,4.0
345561423,4.0
939814738,4.0
68372406,4.0
1082932753,4.0
160220282,4.0
978389836,4.0
711042749,4.0
513501955,4.0
826036103,4.0
721349596,4.0
75377530,4.0
1226600711,4.0
761992375,4.0
22426018,4.0
586896526,4.0
455646733,4.0
1101235900,4.0
552558684,4.0
348873720,4.0
