entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,CaseType,ANCHEYEAR,ANCHEDATE,BUSST
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2014.0,2015/8/17,0.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2016.0,2017/3/20,0.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2013.0,2015/12/24,0.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2015.0,2016/4/12,0.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2017.0,2018/7/28,11.0
1176966297,10.0,55,11,3000.0,0.0,0.0,2,2018.0,2019/1/20,11.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2016.0,2017/9/20,0.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2013.0,2014/10/29,0.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2017.0,2018/9/24,11.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2015.0,2016/12/19,0.0
658987796,15.0,3,11,500.0,0.0,0.0,1,2014.0,2015/7/3,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2013.0,2014/12/29,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2014.0,2015/5/27,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2017.0,2018/11/12,11.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2015.0,2016/11/5,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2016.0,2017/6/20,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2018.0,2019/8/6,11.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2013.0,2014/12/29,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2014.0,2015/5/27,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2017.0,2018/11/12,11.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2015.0,2016/11/5,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2016.0,2017/6/20,0.0
1189216366,13.0,6,11,200.0,0.0,0.0,2,2018.0,2019/8/6,11.0
1002985609,10.0,3,11,1000.0,0.0,0.0,2,2014.0,2015/6/25,0.0
1002985609,10.0,3,11,1000.0,0.0,0.0,2,2015.0,2016/9/5,0.0
1002985609,10.0,3,11,1000.0,0.0,0.0,2,2016.0,2017/10/20,0.0
1002985609,10.0,3,11,1000.0,0.0,0.0,2,2013.0,2014/1/4,0.0
1002985609,10.0,3,11,1000.0,0.0,0.0,2,2017.0,2018/4/27,11.0
1002985609,10.0,3,11,1000.0,0.0,0.0,2,2018.0,2019/2/2,0.0
366200269,10.0,5,16,100.0,0.0,0.0,1,,,
959453158,10.0,3,11,4800.0,0.0,0.0,1,2015.0,2016/1/27,0.0
959453158,10.0,3,11,4800.0,0.0,0.0,1,2017.0,2018/7/1,11.0
959453158,10.0,3,11,4800.0,0.0,0.0,1,2013.0,2015/12/26,0.0
959453158,10.0,3,11,4800.0,0.0,0.0,1,2016.0,2017/2/20,0.0
959453158,10.0,3,11,4800.0,0.0,0.0,1,2014.0,2015/10/26,0.0
959453158,10.0,3,11,4800.0,0.0,0.0,1,2018.0,2019/1/19,11.0
1114628681,10.0,3,11,200.0,0.0,0.0,1,2015.0,2016/9/3,0.0
1114628681,10.0,3,11,200.0,0.0,0.0,1,2014.0,2015/5/5,0.0
1114628681,10.0,3,11,200.0,0.0,0.0,1,2017.0,2018/2/15,11.0
1114628681,10.0,3,11,200.0,0.0,0.0,1,2016.0,2017/3/20,0.0
1114628681,10.0,3,11,200.0,0.0,0.0,1,2018.0,2019/10/5,11.0
191956142,10.0,5,7,450.0,0.0,0.0,1,2013.0,2015/4/23,0.0
191956142,10.0,5,7,450.0,0.0,0.0,1,2014.0,2015/6/23,0.0
191956142,10.0,5,7,450.0,0.0,0.0,1,2016.0,2017/10/20,0.0
191956142,10.0,5,7,450.0,0.0,0.0,1,2015.0,2016/5/2,0.0
191956142,10.0,5,7,450.0,0.0,0.0,1,2017.0,2018/8/21,11.0
191956142,10.0,5,7,450.0,0.0,0.0,1,2018.0,2019/10/15,11.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2013.0,2014/9/30,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2017.0,2018/8/9,11.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2016.0,2017/1/20,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2015.0,2016/5/17,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2014.0,2015/1/6,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2018.0,2019/6/21,11.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2013.0,2014/9/30,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2017.0,2018/8/9,11.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2016.0,2017/1/20,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2015.0,2016/5/17,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2014.0,2015/1/6,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2018.0,2019/6/21,11.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2013.0,2014/9/30,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2017.0,2018/8/9,11.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2016.0,2017/1/20,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2015.0,2016/5/17,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2014.0,2015/1/6,0.0
805505073,10.0,8,11,31000.0,0.0,0.0,2,2018.0,2019/6/21,11.0
127466506,10.0,28,9,0.0,0.0,0.0,1,2016.0,2018/6/15,11.0
127466506,10.0,28,9,0.0,0.0,0.0,1,2015.0,2016/9/15,0.0
127466506,10.0,28,9,0.0,0.0,0.0,1,2017.0,2018/8/10,11.0
127466506,10.0,28,9,0.0,0.0,0.0,1,2014.0,2015/3/3,0.0
127466506,10.0,28,9,0.0,0.0,0.0,1,2013.0,2015/4/3,0.0
127466506,10.0,28,9,0.0,0.0,0.0,1,2018.0,2019/2/6,11.0
103517987,10.0,35,2,83.7,0.0,0.0,1,2016.0,2017/1/5,9.0
103517987,10.0,35,2,83.7,0.0,0.0,1,2017.0,2018/5/3,9.0
103517987,10.0,35,2,83.7,0.0,0.0,1,2013.0,2016/2/21,5.0
103517987,10.0,35,2,83.7,0.0,0.0,1,2014.0,2016/4/21,5.0
103517987,10.0,35,2,83.7,0.0,0.0,1,2015.0,2016/6/21,5.0
103517987,10.0,35,2,83.7,0.0,0.0,1,2018.0,2019/9/30,9.0
927879748,10.0,18,9,0.0,0.0,0.0,3,2014.0,2015/11/29,0.0
927879748,10.0,18,9,0.0,0.0,0.0,3,2015.0,2016/11/20,11.0
927879748,10.0,18,9,0.0,0.0,0.0,3,2017.0,2018/6/26,11.0
927879748,10.0,18,9,0.0,0.0,0.0,3,2016.0,2017/5/28,11.0
927879748,10.0,18,9,0.0,0.0,0.0,3,2013.0,2015/11/29,0.0
927879748,10.0,18,9,0.0,0.0,0.0,3,2018.0,2019/5/10,11.0
923269747,15.0,3,11,1000.0,0.0,0.0,3,2014.0,2016/11/26,0.0
923269747,15.0,3,11,1000.0,0.0,0.0,3,2013.0,2016/1/26,0.0
923269747,15.0,3,11,1000.0,0.0,0.0,3,2017.0,2018/9/19,11.0
923269747,15.0,3,11,1000.0,0.0,0.0,3,2015.0,2016/1/26,0.0
923269747,15.0,3,11,1000.0,0.0,0.0,3,2016.0,2017/9/28,11.0
923269747,15.0,3,11,1000.0,0.0,0.0,3,2018.0,2019/6/9,11.0
142691942,10.0,3,11,110.0,0.0,0.0,3,2014.0,2015/12/18,0.0
142691942,10.0,3,11,110.0,0.0,0.0,3,2013.0,2015/11/18,0.0
142691942,10.0,3,11,110.0,0.0,0.0,3,2015.0,2016/10/27,0.0
142691942,10.0,3,11,110.0,0.0,0.0,3,2016.0,,11.0
359609594,10.0,32,9,0.0,0.0,0.0,3,2014.0,2015/9/26,0.0
359609594,10.0,32,9,0.0,0.0,0.0,3,2017.0,,18.0
359609594,10.0,32,9,0.0,0.0,0.0,3,2016.0,,18.0
359609594,10.0,32,9,0.0,0.0,0.0,3,2013.0,2015/6/26,0.0
359609594,10.0,32,9,0.0,0.0,0.0,3,2015.0,,11.0
359609594,10.0,32,9,0.0,0.0,0.0,3,2018.0,2019/11/28,11.0
408215553,10.0,28,9,0.0,0.0,0.0,3,2014.0,2015/6/26,0.0
408215553,10.0,28,9,0.0,0.0,0.0,3,2015.0,2016/12/18,11.0
408215553,10.0,28,9,0.0,0.0,0.0,3,2016.0,2017/7/28,11.0
408215553,10.0,28,9,0.0,0.0,0.0,3,2013.0,2015/6/26,0.0
408215553,10.0,28,9,0.0,0.0,0.0,3,2018.0,2019/5/11,11.0
408215553,10.0,28,9,0.0,0.0,0.0,3,2017.0,2019/4/11,11.0
829944891,10.0,27,9,0.0,0.0,0.0,3,2014.0,2015/5/30,0.0
829944891,10.0,27,9,0.0,0.0,0.0,3,2015.0,2016/9/8,11.0
829944891,10.0,27,9,0.0,0.0,0.0,3,2016.0,2017/1/24,11.0
829944891,10.0,27,9,0.0,0.0,0.0,3,2013.0,2015/9/30,0.0
829944891,10.0,27,9,0.0,0.0,0.0,3,2017.0,2018/7/6,11.0
829944891,10.0,27,9,0.0,0.0,0.0,3,2018.0,2019/3/18,11.0
337502360,10.0,55,10,0.0,0.0,0.0,3,2014.0,2015/9/27,0.0
337502360,10.0,55,10,0.0,0.0,0.0,3,2016.0,2017/1/1,11.0
337502360,10.0,55,10,0.0,0.0,0.0,3,2017.0,2018/4/30,11.0
337502360,10.0,55,10,0.0,0.0,0.0,3,2015.0,2016/11/11,11.0
337502360,10.0,55,10,0.0,0.0,0.0,3,2018.0,2019/8/19,0.0
699365643,10.0,3,11,1000.0,0.0,0.0,3,,,
755521214,10.0,3,11,6000.0,0.0,0.0,3,2014.0,2015/1/4,0.0
755521214,10.0,3,11,6000.0,0.0,0.0,3,2013.0,2015/3/4,0.0
755521214,10.0,3,11,6000.0,0.0,0.0,3,2017.0,2018/9/17,11.0
755521214,10.0,3,11,6000.0,0.0,0.0,3,2015.0,2016/4/23,0.0
755521214,10.0,3,11,6000.0,0.0,0.0,3,2016.0,2017/3/16,11.0
755521214,10.0,3,11,6000.0,0.0,0.0,3,2018.0,2019/5/13,11.0
731050139,10.0,13,9,0.0,0.0,0.0,2,2016.0,2017/8/6,11.0
731050139,10.0,13,9,0.0,0.0,0.0,2,2014.0,2015/10/29,0.0
731050139,10.0,13,9,0.0,0.0,0.0,2,2013.0,2014/1/21,0.0
731050139,10.0,13,9,0.0,0.0,0.0,2,2015.0,2016/10/17,0.0
731050139,10.0,13,9,0.0,0.0,0.0,2,2017.0,2018/3/8,11.0
731050139,10.0,13,9,0.0,0.0,0.0,2,2018.0,2019/2/7,11.0
1222373856,10.0,3,11,7000.0,0.0,0.0,3,,,
725698768,15.0,28,9,0.0,0.0,0.0,3,2015.0,2016/2/28,11.0
725698768,15.0,28,9,0.0,0.0,0.0,3,2014.0,2015/5/8,0.0
725698768,15.0,28,9,0.0,0.0,0.0,3,2017.0,2018/6/29,11.0
725698768,15.0,28,9,0.0,0.0,0.0,3,2016.0,2017/3/5,11.0
725698768,15.0,28,9,0.0,0.0,0.0,3,2013.0,2014/8/29,0.0
725698768,15.0,28,9,0.0,0.0,0.0,3,2018.0,2019/2/27,11.0
936352630,15.0,28,9,0.0,0.0,0.0,3,2018.0,,0.0
936352630,15.0,28,9,0.0,0.0,0.0,3,2013.0,2016/9/30,11.0
936352630,15.0,28,9,0.0,0.0,0.0,3,2015.0,2016/4/30,11.0
936352630,15.0,28,9,0.0,0.0,0.0,3,2016.0,2017/7/27,11.0
936352630,15.0,28,9,0.0,0.0,0.0,3,2014.0,2016/5/30,11.0
936352630,15.0,28,9,0.0,0.0,0.0,3,2017.0,2018/2/28,11.0
812917663,15.0,3,4,300.0,0.0,0.0,1,2016.0,2017/8/23,11.0
812917663,15.0,3,4,300.0,0.0,0.0,1,2017.0,2018/3/11,11.0
812917663,15.0,3,4,300.0,0.0,0.0,1,2015.0,2016/11/6,0.0
812917663,15.0,3,4,300.0,0.0,0.0,1,2013.0,2015/8/18,0.0
812917663,15.0,3,4,300.0,0.0,0.0,1,2014.0,2015/1/19,0.0
812917663,15.0,3,4,300.0,0.0,0.0,1,2018.0,2019/8/29,11.0
606816694,10.0,7,11,300.0,0.0,0.0,3,2013.0,2015/6/4,0.0
606816694,10.0,7,11,300.0,0.0,0.0,3,2016.0,2017/9/20,11.0
606816694,10.0,7,11,300.0,0.0,0.0,3,2014.0,2015/6/4,0.0
606816694,10.0,7,11,300.0,0.0,0.0,3,2015.0,2016/6/4,0.0
606816694,10.0,7,11,300.0,0.0,0.0,3,2017.0,2018/10/16,11.0
606816694,10.0,7,11,300.0,0.0,0.0,3,2018.0,2019/3/20,11.0
1031153973,10.0,3,11,3.0,0.0,0.0,3,2017.0,2018/7/24,11.0
1031153973,10.0,3,11,3.0,0.0,0.0,3,2014.0,2015/5/9,0.0
1031153973,10.0,3,11,3.0,0.0,0.0,3,2013.0,2015/1/9,0.0
1031153973,10.0,3,11,3.0,0.0,0.0,3,2016.0,2017/6/28,11.0
1031153973,10.0,3,11,3.0,0.0,0.0,3,2015.0,2016/9/19,0.0
1031153973,10.0,3,11,3.0,0.0,0.0,3,2018.0,2019/1/25,11.0
221832261,10.0,3,9,3700.0,0.0,0.0,3,2014.0,2015/11/19,0.0
221832261,10.0,3,9,3700.0,0.0,0.0,3,2015.0,2016/5/12,0.0
221832261,10.0,3,9,3700.0,0.0,0.0,3,2013.0,2014/11/16,0.0
221832261,10.0,3,9,3700.0,0.0,0.0,3,2017.0,2018/7/9,11.0
221832261,10.0,3,9,3700.0,0.0,0.0,3,2016.0,2017/9/14,11.0
221832261,10.0,3,9,3700.0,0.0,0.0,3,2018.0,2019/9/1,11.0
284392751,10.0,58,0,0.0,0.0,0.0,1,2014.0,2015/10/29,18.0
284392751,10.0,58,0,0.0,0.0,0.0,1,2016.0,2017/1/7,18.0
284392751,10.0,58,0,0.0,0.0,0.0,1,2015.0,2016/7/9,18.0
635899624,10.0,27,9,0.0,0.0,0.0,3,2016.0,2017/10/19,11.0
635899624,10.0,27,9,0.0,0.0,0.0,3,2013.0,2016/4/13,11.0
635899624,10.0,27,9,0.0,0.0,0.0,3,2017.0,2018/10/4,11.0
635899624,10.0,27,9,0.0,0.0,0.0,3,2015.0,2016/5/13,11.0
635899624,10.0,27,9,0.0,0.0,0.0,3,2014.0,2016/7/13,11.0
635899624,10.0,27,9,0.0,0.0,0.0,3,2018.0,2019/7/6,11.0
1231967447,10.0,27,9,0.0,0.0,0.0,3,2016.0,2017/12/11,11.0
1231967447,10.0,27,9,0.0,0.0,0.0,3,2014.0,2016/4/30,11.0
1231967447,10.0,27,9,0.0,0.0,0.0,3,2015.0,2016/6/30,11.0
1231967447,10.0,27,9,0.0,0.0,0.0,3,2017.0,2018/3/25,11.0
1231967447,10.0,27,9,0.0,0.0,0.0,3,2013.0,2016/7/31,11.0
1231967447,10.0,27,9,0.0,0.0,0.0,3,2018.0,2019/7/19,11.0
100195671,10.0,3,9,1000.0,0.0,0.0,3,2016.0,2017/9/22,11.0
100195671,10.0,3,9,1000.0,0.0,0.0,3,2013.0,2017/3/22,11.0
100195671,10.0,3,9,1000.0,0.0,0.0,3,2015.0,2017/5/22,11.0
100195671,10.0,3,9,1000.0,0.0,0.0,3,2014.0,2017/5/22,11.0
342760793,10.0,32,8,5.0,0.0,0.0,3,2016.0,2017/9/10,11.0
342760793,10.0,32,8,5.0,0.0,0.0,3,2014.0,2016/11/13,0.0
342760793,10.0,32,8,5.0,0.0,0.0,3,2015.0,2016/6/13,0.0
342760793,10.0,32,8,5.0,0.0,0.0,3,2013.0,2016/10/13,0.0
342760793,10.0,32,8,5.0,0.0,0.0,3,2017.0,2019/7/11,11.0
342760793,10.0,32,8,5.0,0.0,0.0,3,2018.0,2019/12/12,11.0
954239726,10.0,3,11,0.0,0.0,0.0,0,,,
954239726,10.0,3,11,0.0,0.0,0.0,0,,,
1032764109,10.0,5,11,2000.0,0.0,0.0,3,2017.0,2018/8/27,11.0
1032764109,10.0,5,11,2000.0,0.0,0.0,3,2016.0,2017/5/27,11.0
1032764109,10.0,5,11,2000.0,0.0,0.0,3,2015.0,2016/3/7,11.0
1032764109,10.0,5,11,2000.0,0.0,0.0,3,2013.0,2016/12/7,11.0
1032764109,10.0,5,11,2000.0,0.0,0.0,3,2014.0,2016/8/7,11.0
283120087,15.0,4,9,20000.0,0.0,0.0,3,2016.0,2017/11/6,11.0
283120087,15.0,4,9,20000.0,0.0,0.0,3,2013.0,2015/6/8,0.0
283120087,15.0,4,9,20000.0,0.0,0.0,3,2017.0,2018/4/22,11.0
283120087,15.0,4,9,20000.0,0.0,0.0,3,2014.0,2015/8/16,0.0
283120087,15.0,4,9,20000.0,0.0,0.0,3,2015.0,2016/9/28,0.0
283120087,15.0,4,9,20000.0,0.0,0.0,3,2018.0,2019/11/4,11.0
1133220134,10.0,4,11,0.0,0.0,0.0,3,2016.0,2017/12/25,11.0
1133220134,10.0,4,11,0.0,0.0,0.0,3,2015.0,2016/12/6,0.0
1133220134,10.0,4,11,0.0,0.0,0.0,3,2017.0,2018/11/8,11.0
1133220134,10.0,4,11,0.0,0.0,0.0,3,2018.0,2019/10/29,11.0
873360537,10.0,8,11,1280.0,0.0,0.0,3,2015.0,2016/8/27,0.0
873360537,10.0,8,11,1280.0,0.0,0.0,3,2013.0,2016/9/27,0.0
873360537,10.0,8,11,1280.0,0.0,0.0,3,2014.0,2016/9/27,0.0
873360537,10.0,8,11,1280.0,0.0,0.0,3,2016.0,2017/4/6,11.0
873360537,10.0,8,11,1280.0,0.0,0.0,3,2017.0,2018/5/3,11.0
873360537,10.0,8,11,1280.0,0.0,0.0,3,2018.0,2019/9/29,11.0
133252686,10.0,3,9,0.0,0.0,0.0,3,2017.0,2018/4/3,11.0
133252686,10.0,3,9,0.0,0.0,0.0,3,2015.0,2016/2/25,11.0
133252686,10.0,3,9,0.0,0.0,0.0,3,2016.0,2017/2/4,11.0
133252686,10.0,3,9,0.0,0.0,0.0,3,2018.0,2019/11/21,11.0
334660907,15.0,28,9,0.0,0.0,0.0,3,2017.0,,11.0
334660907,15.0,28,9,0.0,0.0,0.0,3,2016.0,,11.0
334660907,15.0,28,9,0.0,0.0,0.0,3,2015.0,,11.0
334660907,15.0,28,9,0.0,0.0,0.0,3,2018.0,2019/6/11,11.0
348703566,10.0,27,9,0.0,0.0,1.0,3,,,
482244002,10.0,3,5,500.0,0.0,0.0,3,2015.0,2016/12/8,11.0
482244002,10.0,3,5,500.0,0.0,0.0,3,2016.0,2017/11/28,11.0
482244002,10.0,3,5,500.0,0.0,0.0,3,2014.0,2015/10/24,0.0
482244002,10.0,3,5,500.0,0.0,0.0,3,2017.0,2018/6/18,13.0
482244002,10.0,3,5,500.0,0.0,0.0,3,2018.0,2019/3/24,13.0
102673201,10.0,3,11,5000.0,0.0,0.0,3,2017.0,2018/5/16,11.0
102673201,10.0,3,11,5000.0,0.0,0.0,3,2016.0,2018/12/3,11.0
102673201,10.0,3,11,5000.0,0.0,0.0,3,2014.0,2016/1/25,11.0
102673201,10.0,3,11,5000.0,0.0,0.0,3,2015.0,2016/9/25,11.0
102673201,10.0,3,11,5000.0,0.0,0.0,3,2018.0,2019/4/20,0.0
693676134,10.0,33,9,0.0,0.0,0.0,3,2014.0,2016/5/23,0.0
693676134,10.0,33,9,0.0,0.0,0.0,3,2015.0,2016/7/23,0.0
693676134,10.0,33,9,0.0,0.0,0.0,3,2017.0,,18.0
693676134,10.0,33,9,0.0,0.0,0.0,3,2016.0,,18.0
693676134,10.0,33,9,0.0,0.0,0.0,3,2018.0,2019/12/18,11.0
516212728,10.0,3,11,1000.0,0.0,0.0,3,2017.0,2018/9/20,11.0
516212728,10.0,3,11,1000.0,0.0,0.0,3,2015.0,2016/4/18,0.0
516212728,10.0,3,11,1000.0,0.0,0.0,3,2016.0,2017/1/27,11.0
516212728,10.0,3,11,1000.0,0.0,0.0,3,2014.0,2015/6/14,0.0
516212728,10.0,3,11,1000.0,0.0,0.0,3,2013.0,2015/8/14,0.0
516212728,10.0,3,11,1000.0,0.0,0.0,3,2018.0,2019/2/19,11.0
252045506,10.0,3,11,1000.0,0.0,0.0,3,2013.0,2015/11/9,0.0
252045506,10.0,3,11,1000.0,0.0,0.0,3,2015.0,2016/7/10,11.0
252045506,10.0,3,11,1000.0,0.0,0.0,3,2016.0,2017/8/17,11.0
252045506,10.0,3,11,1000.0,0.0,0.0,3,2017.0,2018/1/21,11.0
252045506,10.0,3,11,1000.0,0.0,0.0,3,2014.0,2015/4/9,0.0
1007251516,15.0,7,11,21998.4,0.0,0.0,3,2016.0,2017/6/30,11.0
1007251516,15.0,7,11,21998.4,0.0,0.0,3,2014.0,2015/2/28,0.0
1007251516,15.0,7,11,21998.4,0.0,0.0,3,2013.0,2015/8/26,0.0
1007251516,15.0,7,11,21998.4,0.0,0.0,3,2017.0,2018/2/26,11.0
1007251516,15.0,7,11,21998.4,0.0,0.0,3,2015.0,2016/11/7,0.0
1007251516,15.0,7,11,21998.4,0.0,0.0,3,2018.0,2019/12/25,11.0
341104627,10.0,3,11,3000.0,0.0,0.0,3,2015.0,2016/3/18,0.0
341104627,10.0,3,11,3000.0,0.0,0.0,3,2014.0,2015/12/4,4.0
341104627,10.0,3,11,3000.0,0.0,0.0,3,2017.0,2018/10/14,11.0
341104627,10.0,3,11,3000.0,0.0,0.0,3,2013.0,2015/4/4,2.0
341104627,10.0,3,11,3000.0,0.0,0.0,3,2016.0,2017/1/29,11.0
341104627,10.0,3,11,3000.0,0.0,0.0,3,2018.0,2019/4/28,0.0
220448783,10.0,3,11,0.0,0.0,0.0,3,2016.0,2017/5/17,11.0
220448783,10.0,3,11,0.0,0.0,0.0,3,2014.0,2015/7/16,0.0
220448783,10.0,3,11,0.0,0.0,0.0,3,2015.0,2016/7/24,0.0
220448783,10.0,3,11,0.0,0.0,0.0,3,2017.0,2018/11/10,11.0
220448783,10.0,3,11,0.0,0.0,0.0,3,2018.0,2019/6/9,11.0
516820430,10.0,3,11,8423.0,0.0,0.0,0,,,
211101804,10.0,3,8,110.0,0.0,1.0,3,2014.0,2015/7/13,0.0
211101804,10.0,3,8,110.0,0.0,1.0,3,2013.0,2015/11/13,0.0
211101804,10.0,3,8,110.0,0.0,1.0,3,2015.0,2016/12/20,5.0
547440553,10.0,3,11,1000.0,0.0,0.0,3,2015.0,2016/9/28,11.0
547440553,10.0,3,11,1000.0,0.0,0.0,3,2014.0,2015/4/13,0.0
547440553,10.0,3,11,1000.0,0.0,0.0,3,2017.0,2018/6/17,11.0
547440553,10.0,3,11,1000.0,0.0,0.0,3,2013.0,2015/4/13,0.0
547440553,10.0,3,11,1000.0,0.0,0.0,3,2016.0,2017/12/26,11.0
740244329,8.0,3,11,110.0,0.0,0.0,3,2013.0,2015/2/10,0.0
740244329,8.0,3,11,110.0,0.0,0.0,3,2014.0,2015/9/10,0.0
691454697,10.0,3,11,100.0,0.0,0.0,3,2015.0,2016/7/19,0.0
691454697,10.0,3,11,100.0,0.0,0.0,3,2013.0,2015/9/10,0.0
691454697,10.0,3,11,100.0,0.0,0.0,3,2016.0,2017/10/20,11.0
691454697,10.0,3,11,100.0,0.0,0.0,3,2014.0,2015/2/10,0.0
691454697,10.0,3,11,100.0,0.0,0.0,3,2017.0,2018/7/27,11.0
691454697,10.0,3,11,100.0,0.0,0.0,3,2018.0,2019/12/13,0.0
1112373491,10.0,28,9,0.0,0.0,0.0,3,2015.0,2016/6/4,11.0
1112373491,10.0,28,9,0.0,0.0,0.0,3,2017.0,2018/1/6,11.0
1112373491,10.0,28,9,0.0,0.0,0.0,3,2016.0,2017/2/17,11.0
1112373491,10.0,28,9,0.0,0.0,0.0,3,2014.0,2016/6/4,11.0
1112373491,10.0,28,9,0.0,0.0,0.0,3,2013.0,2016/6/4,11.0
1112373491,10.0,28,9,0.0,0.0,0.0,3,2018.0,2019/3/5,11.0
971092189,10.0,27,9,0.0,0.0,0.0,3,2016.0,2017/8/5,11.0
971092189,10.0,27,9,0.0,0.0,0.0,3,2013.0,2015/5/9,0.0
971092189,10.0,27,9,0.0,0.0,0.0,3,2014.0,2015/7/9,0.0
971092189,10.0,27,9,0.0,0.0,0.0,3,2015.0,2016/12/4,0.0
971092189,10.0,27,9,0.0,0.0,0.0,3,2017.0,2018/7/23,11.0
971092189,10.0,27,9,0.0,0.0,0.0,3,2018.0,2019/1/25,11.0
232565764,10.0,33,8,0.0,0.0,0.0,3,2013.0,2016/4/29,0.0
232565764,10.0,33,8,0.0,0.0,0.0,3,2014.0,2016/10/29,0.0
232565764,10.0,33,8,0.0,0.0,0.0,3,2017.0,2018/11/13,11.0
