entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,CaseType
100195671,10.0,3,9,1000.0,0.0,0.0,3.0
342760793,10.0,32,8,5.0,0.0,0.0,3.0
954239726,10.0,3,11,0.0,0.0,0.0,0.0
954239726,10.0,3,11,0.0,0.0,0.0,0.0
1032764109,10.0,5,11,2000.0,0.0,0.0,3.0
283120087,15.0,4,9,20000.0,0.0,0.0,3.0
1133220134,10.0,4,11,0.0,0.0,0.0,3.0
873360537,10.0,8,11,1280.0,0.0,0.0,3.0
133252686,10.0,3,9,0.0,0.0,0.0,3.0
334660907,15.0,28,9,0.0,0.0,0.0,3.0
348703566,10.0,27,9,0.0,0.0,1.0,3.0
482244002,10.0,3,5,500.0,0.0,0.0,3.0
102673201,10.0,3,11,5000.0,0.0,0.0,3.0
693676134,10.0,33,9,0.0,0.0,0.0,3.0
516212728,10.0,3,11,1000.0,0.0,0.0,3.0
252045506,10.0,3,11,1000.0,0.0,0.0,3.0
1007251516,15.0,7,11,21998.4,0.0,0.0,3.0
341104627,10.0,3,11,3000.0,0.0,0.0,3.0
220448783,10.0,3,11,0.0,0.0,0.0,3.0
516820430,10.0,3,11,8423.0,0.0,0.0,0.0
211101804,10.0,3,8,110.0,0.0,1.0,3.0
547440553,10.0,3,11,1000.0,0.0,0.0,3.0
740244329,8.0,3,11,110.0,0.0,0.0,3.0
691454697,10.0,3,11,100.0,0.0,0.0,3.0
1112373491,10.0,28,9,0.0,0.0,0.0,3.0
971092189,10.0,27,9,0.0,0.0,0.0,3.0
969723121,10.0,3,11,0.0,0.0,0.0,4.0
232565764,10.0,33,8,0.0,0.0,0.0,3.0
1174402087,10.0,33,9,0.0,0.0,0.0,4.0
25283915,10.0,39,9,0.0,0.0,0.0,3.0
219381665,10.0,3,11,0.0,0.0,0.0,3.0
575004686,10.0,3,11,100.0,0.0,0.0,3.0
36393553,10.0,3,11,100.0,0.0,0.0,3.0
64662931,10.0,28,9,0.0,0.0,0.0,3.0
1201305728,10.0,35,9,8.0,0.0,1.0,2.0
423078773,10.0,39,2,6.0,0.0,0.0,3.0
166396479,10.0,3,14,3000.0,0.0,0.0,3.0
549310412,10.0,27,9,0.0,0.0,0.0,1.0
533954281,10.0,5,11,50.0,0.0,0.0,3.0
790901023,10.0,22,9,0.0,0.0,0.0,3.0
439588592,10.0,3,11,3000.0,0.0,0.0,3.0
819159156,10.0,3,11,100.0,0.0,0.0,3.0
1095411854,10.0,8,11,1000.0,0.0,0.0,4.0
774143406,10.0,3,11,200.0,0.0,0.0,3.0
643995819,10.0,45,5,30.0,0.0,0.0,1.0
312112730,10.0,5,11,10.0,0.0,0.0,3.0
221711104,10.0,3,11,6000.0,3.6,0.0,2.0
858710610,10.0,3,11,0.0,0.0,0.0,3.0
989495682,10.0,3,11,0.0,0.0,0.0,3.0
24295028,10.0,1,11,10000.0,0.0,0.0,3.0
532580930,10.0,3,11,1000.0,0.0,0.0,3.0
276103663,10.0,3,11,3000.0,0.0,0.0,4.0
100724777,10.0,5,9,3000.0,0.0,0.0,3.0
1113909111,10.0,3,11,3.0,0.0,0.0,3.0
185127097,10.0,45,7,0.0,0.0,0.0,3.0
916447957,10.0,3,11,15000.0,0.0,0.0,3.0
1027568465,10.0,44,11,550.0,0.0,0.0,3.0
748718009,10.0,3,9,0.0,0.0,0.0,3.0
982196289,10.0,3,11,50.0,0.0,0.0,3.0
86389424,10.0,3,11,100.0,0.0,0.0,4.0
210167448,10.0,44,11,0.0,0.0,0.0,3.0
955997658,10.0,5,11,0.0,0.0,0.0,3.0
332305361,10.0,3,11,300.0,0.0,0.0,3.0
1001226199,10.0,5,11,0.0,0.0,0.0,3.0
1190925362,10.0,44,11,0.0,0.0,0.0,3.0
581046359,10.0,44,11,0.0,0.0,0.0,3.0
1034982777,10.0,3,12,1000.0,0.0,0.0,3.0
909295164,10.0,7,9,200.0,0.0,0.0,3.0
887911034,10.0,3,11,0.0,0.0,0.0,3.0
896254795,10.0,3,11,10000.0,0.0,0.0,3.0
1103426680,15.0,3,9,0.0,0.0,1.0,3.0
1079431533,10.0,27,9,0.0,0.0,0.0,3.0
387113835,10.0,47,9,210.0,0.0,0.0,3.0
127746,10.0,3,11,1000.0,0.0,0.0,3.0
65683190,10.0,1,11,6000.0,0.0,0.0,3.0
411188025,10.0,3,11,3.0,0.0,0.0,3.0
632694374,10.0,3,11,10.0,0.0,0.0,3.0
920939603,10.0,3,11,0.0,0.0,0.0,3.0
594662985,10.0,5,11,5000.0,0.0,0.0,3.0
1004937136,10.0,36,9,0.0,0.0,0.0,4.0
1223495456,10.0,3,11,2000.0,0.0,0.0,3.0
982108430,10.0,17,11,0.0,0.0,0.0,3.0
786901755,10.0,3,11,20.0,0.0,0.0,3.0
890691479,10.0,3,11,20.0,0.0,0.0,3.0
252988494,10.0,3,11,100.0,0.0,0.0,3.0
944659388,10.0,3,11,2000.0,0.0,0.0,3.0
1212253508,10.0,7,11,2000.0,0.0,0.0,3.0
1190939067,10.0,3,11,500.0,0.0,0.0,3.0
190939668,10.0,5,11,0.0,0.0,0.0,3.0
662876209,10.0,3,11,0.0,0.0,0.0,3.0
487814001,10.0,3,11,0.0,0.0,0.0,3.0
1151638109,10.0,3,11,0.0,0.0,0.0,3.0
896252612,10.0,5,16,0.0,0.0,0.0,3.0
189295442,10.0,3,11,10.0,0.0,0.0,3.0
922667663,10.0,5,11,0.0,0.0,0.0,3.0
219277588,10.0,3,11,500.0,0.0,0.0,3.0
722415296,10.0,3,11,0.0,0.0,0.0,3.0
47765794,10.0,3,11,2000.0,0.0,0.0,3.0
1074939474,10.0,3,11,2000.0,0.0,0.0,3.0
1085075577,10.0,17,9,0.0,0.0,0.0,3.0
661542888,10.0,5,11,0.0,0.0,0.0,3.0
615010244,10.0,3,9,0.0,0.0,0.0,3.0
601440257,10.0,3,11,1000.0,0.0,0.0,3.0
98897555,10.0,3,9,0.0,0.0,0.0,3.0
359148977,10.0,5,11,0.0,0.0,0.0,3.0
773782695,10.0,5,11,0.0,0.0,0.0,3.0
777755253,10.0,27,9,0.0,0.0,0.0,3.0
934595872,10.0,3,11,3239.0,0.0,0.0,3.0
966961259,10.0,24,9,0.0,0.0,0.0,3.0
315181301,10.0,3,11,0.0,0.0,0.0,3.0
701756227,10.0,51,9,0.0,0.0,0.0,3.0
364364966,10.0,17,11,0.0,0.0,0.0,3.0
604201658,10.0,28,9,0.0,0.0,0.0,3.0
1100869661,10.0,3,12,10.0,0.0,0.0,3.0
930458766,10.0,3,11,500.0,0.0,0.0,4.0
73384809,10.0,5,9,20.0,0.0,0.0,3.0
1102534779,10.0,3,11,2000.0,0.0,0.0,0.0
1180550222,10.0,8,11,500.0,0.0,0.0,3.0
148194467,10.0,3,11,300.0,0.0,0.0,0.0
176043597,10.0,3,11,100.0,0.0,0.0,3.0
75481607,10.0,5,11,0.0,0.0,0.0,3.0
138665184,10.0,3,11,0.0,0.0,0.0,3.0
224078802,10.0,16,11,0.0,0.0,0.0,3.0
82117723,10.0,5,11,0.0,0.0,0.0,3.0
1041614706,10.0,51,9,0.0,0.0,0.0,3.0
651350596,10.0,5,11,0.0,0.0,0.0,3.0
1037276358,10.0,3,11,0.0,0.0,0.0,3.0
813963206,10.0,17,11,0.0,0.0,0.0,3.0
1160047562,10.0,3,11,0.0,0.0,1.0,4.0
108551665,10.0,27,9,0.0,0.0,0.0,3.0
277248694,10.0,14,11,30000.0,0.0,0.0,3.0
1132818427,10.0,3,11,10000.0,0.0,0.0,4.0
1116063280,10.0,5,11,500.0,0.0,0.0,3.0
15678213,10.0,12,11,0.0,0.0,0.0,3.0
1220196703,10.0,3,9,0.0,0.0,0.0,3.0
640968401,10.0,6,11,6000.0,0.0,0.0,3.0
256615940,10.0,5,11,0.0,0.0,0.0,3.0
1066230471,10.0,3,0,3080.0,0.0,0.0,3.0
785979544,15.0,3,11,2000.0,0.0,0.0,3.0
472401174,10.0,7,11,0.0,0.0,0.0,3.0
985924084,10.0,3,11,0.0,0.0,0.0,4.0
754806435,10.0,13,11,0.0,0.0,0.0,3.0
193764953,10.0,5,11,0.0,0.0,0.0,3.0
137887832,10.0,5,11,50.0,0.0,0.0,3.0
563543209,10.0,3,11,200.0,0.0,0.0,3.0
320133386,15.0,27,9,0.0,0.0,0.0,3.0
167537706,10.0,5,11,0.0,0.0,0.0,3.0
608621770,10.0,3,11,500.0,0.0,0.0,3.0
957798659,10.0,3,11,500.0,0.0,0.0,3.0
932639370,10.0,3,10,3.0,0.0,0.0,3.0
87460021,10.0,3,11,0.0,0.0,0.0,3.0
1049675770,10.0,16,9,0.0,0.0,0.0,3.0
216862463,10.0,3,11,1000.0,0.0,0.0,4.0
98705427,10.0,3,11,0.0,0.0,0.0,4.0
972256210,10.0,5,11,0.0,0.0,0.0,3.0
542928036,10.0,3,11,0.0,0.0,0.0,3.0
118080722,10.0,3,11,1500.0,0.0,0.0,4.0
470090013,10.0,5,11,0.0,0.0,0.0,3.0
848068003,10.0,5,11,10.0,0.0,0.0,3.0
777389681,10.0,3,11,5000.0,0.0,0.0,3.0
1083867584,10.0,44,9,0.0,0.0,0.0,4.0
728197693,10.0,3,11,500.0,0.0,0.0,3.0
213804497,10.0,3,11,0.0,0.0,0.0,3.0
1090257579,10.0,3,11,500.0,0.0,0.0,3.0
134161471,10.0,3,11,3000.0,0.0,0.0,3.0
109252429,10.0,3,11,500.0,0.0,0.0,3.0
1010536331,10.0,3,11,500.0,0.0,0.0,3.0
1183612658,10.0,3,11,1000.0,0.0,0.0,3.0
871120598,10.0,3,11,0.0,0.0,0.0,3.0
869389017,10.0,5,11,500.0,0.0,0.0,3.0
758012511,10.0,3,11,1000.0,0.0,0.0,3.0
1151486512,10.0,3,11,0.0,0.0,0.0,3.0
901159650,10.0,5,9,0.0,0.0,0.0,3.0
55745086,10.0,3,11,1150.0,0.0,0.0,3.0
763566074,10.0,3,11,50.0,0.0,0.0,3.0
1133313391,10.0,5,9,10.0,0.0,0.0,3.0
867987605,10.0,3,11,1000.0,0.0,0.0,4.0
1145631240,10.0,5,11,100.0,0.0,0.0,3.0
272730092,15.0,8,11,50000.0,0.0,0.0,3.0
996937902,10.0,3,11,450.0,0.0,0.0,3.0
115339998,10.0,3,5,50.0,0.0,0.0,3.0
897522411,10.0,3,11,10.0,0.0,0.0,3.0
493833765,10.0,5,11,480.0,0.0,0.0,3.0
493673299,10.0,3,11,3.0,0.0,0.0,4.0
215297274,10.0,17,11,0.0,0.0,0.0,3.0
477609768,10.0,17,11,0.0,0.0,0.0,3.0
181520887,10.0,27,9,0.0,0.0,0.0,3.0
1201326906,10.0,5,11,0.0,0.0,0.0,3.0
214259216,10.0,5,11,0.0,0.0,0.0,4.0
1088282626,10.0,3,11,0.0,0.0,0.0,3.0
109197793,10.0,5,11,0.0,0.0,0.0,3.0
677486778,10.0,16,11,0.0,0.0,0.0,3.0
842321361,10.0,3,11,10.0,0.0,0.0,3.0
195013822,10.0,5,11,100.0,0.0,0.0,3.0
758105004,10.0,3,11,0.0,0.0,0.0,3.0
769345668,10.0,5,11,0.0,0.0,0.0,3.0
304078443,10.0,3,11,10.0,0.0,0.0,3.0
379616714,10.0,3,11,3.0,0.0,0.0,3.0
672691887,10.0,3,11,20.0,0.0,0.0,3.0
689807604,10.0,3,11,50.0,0.0,0.0,3.0
70168830,10.0,3,11,5.0,0.0,0.0,4.0
327183771,10.0,3,11,100.0,0.0,0.0,4.0
225865950,10.0,3,11,50.0,0.0,0.0,0.0
560635202,10.0,3,9,0.0,0.0,0.0,3.0
85625020,10.0,17,11,0.0,0.0,0.0,3.0
332412177,10.0,3,11,50.0,0.0,0.0,3.0
950964030,10.0,5,11,30.0,0.0,0.0,3.0
351807698,10.0,5,11,100.0,0.0,0.0,3.0
122220175,10.0,3,11,0.0,0.0,0.0,3.0
1164000197,10.0,3,11,3.0,0.0,0.0,3.0
1138896658,10.0,3,9,10.0,0.0,0.0,4.0
749517298,10.0,3,11,100.0,0.0,0.0,3.0
392624698,10.0,17,11,0.0,0.0,0.0,3.0
29156211,10.0,3,11,490.0,0.0,0.0,3.0
1201058246,10.0,3,11,600.0,0.0,0.0,3.0
275122329,10.0,3,14,20.0,0.0,0.0,3.0
337452976,10.0,5,9,0.0,0.0,0.0,4.0
21702078,10.0,3,11,0.0,0.0,0.0,3.0
763126220,10.0,21,11,0.0,0.0,0.0,3.0
521978266,10.0,3,11,1000.0,0.0,0.0,3.0
530658986,10.0,5,11,0.0,0.0,0.0,3.0
19612741,10.0,3,11,5000.0,0.0,0.0,3.0
667001484,10.0,8,11,0.0,0.0,0.0,4.0
907519372,10.0,3,11,300.0,0.0,0.0,0.0
907519372,10.0,3,11,300.0,0.0,0.0,0.0
808713634,10.0,8,11,30.0,0.0,0.0,3.0
1047933852,10.0,5,11,3.0,0.0,0.0,4.0
747756688,10.0,23,9,0.0,0.0,0.0,3.0
150872418,10.0,3,11,0.0,0.0,0.0,3.0
534061844,15.0,16,9,0.0,0.0,0.0,3.0
541611389,10.0,51,9,0.0,0.0,0.0,3.0
16370806,10.0,3,11,50.0,0.0,0.0,3.0
163955432,10.0,3,11,0.0,0.0,0.0,3.0
267064445,10.0,7,11,6000.0,0.0,0.0,3.0
753544918,10.0,7,11,2000.0,0.0,0.0,3.0
779872233,10.0,3,11,100.0,0.0,0.0,3.0
613690678,10.0,17,11,0.0,0.0,0.0,3.0
35566715,10.0,57,11,0.0,0.0,0.0,0.0
137040147,10.0,3,9,0.0,0.0,0.0,3.0
462629255,10.0,21,11,0.0,0.0,0.0,3.0
1036107901,10.0,8,11,0.0,0.0,0.0,3.0
370924930,10.0,5,11,0.0,0.0,0.0,3.0
473603328,10.0,3,11,50.0,0.0,0.0,3.0
1126948899,10.0,3,11,50.0,0.0,0.0,3.0
1094770755,10.0,3,11,100.0,0.0,0.0,3.0
334445840,10.0,32,9,0.0,0.0,0.0,4.0
849377837,10.0,3,11,2000.0,0.0,0.0,3.0
779853295,10.0,8,11,5000.0,0.0,0.0,3.0
1074043626,10.0,3,11,2000.0,0.0,0.0,3.0
661278803,10.0,3,11,1100.0,0.0,0.0,3.0
605679896,10.0,3,11,800.0,0.0,0.0,3.0
579589393,10.0,8,11,0.0,0.0,0.0,3.0
12797847,10.0,17,11,0.0,0.0,0.0,3.0
636191915,10.0,3,11,20.0,0.0,0.0,3.0
371360255,10.0,5,11,20.0,0.0,0.0,3.0
113560248,10.0,5,9,0.0,0.0,0.0,3.0
288764239,10.0,5,11,10.0,0.0,0.0,3.0
334658801,10.0,3,11,0.0,0.0,0.0,3.0
967660196,10.0,3,11,0.0,0.0,0.0,3.0
380623635,10.0,3,11,0.0,0.0,0.0,3.0
889468478,10.0,3,11,10.0,0.0,0.0,3.0
398431409,10.0,3,5,3.0,0.0,0.0,3.0
625243944,10.0,3,11,1000.0,0.0,0.0,3.0
980472682,10.0,17,9,0.0,0.0,0.0,3.0
1203938154,10.0,3,9,200.0,0.0,0.0,3.0
691834047,10.0,3,11,50.0,0.0,0.0,3.0
1179998601,10.0,3,11,490.0,0.0,0.0,3.0
1222676313,10.0,3,11,5.0,0.0,0.0,3.0
740640299,10.0,3,11,500.0,0.0,0.0,4.0
576223938,10.0,5,11,50.0,0.0,0.0,3.0
580309977,10.0,5,11,50.0,0.0,0.0,3.0
1021133736,10.0,3,11,100.0,0.0,0.0,3.0
566709980,10.0,3,11,50.0,0.0,0.0,3.0
1087388731,10.0,3,11,100.0,0.0,0.0,3.0
300801599,10.0,3,11,3.0,0.0,0.0,3.0
305088290,10.0,3,11,10.0,0.0,0.0,3.0
1163686299,10.0,5,11,10.0,0.0,0.0,3.0
1063012839,10.0,3,11,30.0,0.0,0.0,3.0
98881159,10.0,3,9,0.0,0.0,0.0,3.0
632218956,10.0,5,11,0.0,0.0,0.0,3.0
471073634,10.0,3,11,0.0,0.0,0.0,3.0
204164781,10.0,3,11,100.0,0.0,0.0,3.0
361556788,10.0,3,11,10.0,0.0,0.0,3.0
225802790,10.0,3,11,100.0,0.0,0.0,3.0
974430232,10.0,3,11,50.0,0.0,0.0,3.0
1222959861,10.0,3,11,0.0,0.0,0.0,3.0
925143437,10.0,3,9,0.0,0.0,0.0,3.0
188029906,10.0,1,11,5000.0,0.0,0.0,3.0
453016831,10.0,3,11,0.0,0.0,0.0,4.0
353843619,10.0,3,11,490.0,0.0,0.0,3.0
519239830,10.0,17,11,0.0,0.0,0.0,3.0
1153663696,10.0,22,5,0.0,0.0,0.0,3.0
85055244,10.0,3,11,88.0,0.0,0.0,3.0
140294893,10.0,27,9,0.0,0.0,0.0,3.0
838865206,10.0,3,11,0.0,0.0,0.0,3.0
489434433,10.0,5,11,0.0,0.0,0.0,4.0
1063798897,10.0,5,11,0.0,0.0,0.0,3.0
1187619116,10.0,5,11,50.0,0.0,0.0,3.0
58165557,10.0,3,11,200.0,0.0,0.0,3.0
1211146226,10.0,3,11,0.0,0.0,0.0,3.0
766781991,10.0,3,11,40.0,0.0,1.0,3.0
1011668876,10.0,5,11,50.0,0.0,0.0,3.0
926499809,10.0,3,11,3.0,0.0,0.0,4.0
176707190,10.0,17,9,0.0,0.0,0.0,3.0
729123262,10.0,5,11,0.0,0.0,0.0,4.0
275908927,10.0,3,11,20.0,0.0,0.0,4.0
8821659,10.0,3,11,50.0,0.0,0.0,3.0
1005484133,10.0,3,11,0.0,0.0,0.0,3.0
731471307,10.0,3,11,0.0,0.0,0.0,3.0
1078131219,10.0,5,11,0.0,0.0,0.0,4.0
1018218035,10.0,5,11,0.0,0.0,0.0,4.0
486942015,10.0,3,11,0.0,0.0,0.0,3.0
865589621,10.0,5,11,10.0,0.0,0.0,3.0
6661687,10.0,3,11,0.0,0.0,0.0,3.0
514427770,10.0,5,11,490.0,0.0,0.0,3.0
687207095,10.0,5,11,0.0,0.0,0.0,3.0
138410002,10.0,19,11,0.0,0.0,0.0,3.0
1163008218,10.0,3,11,3.0,0.0,0.0,3.0
802576866,10.0,3,11,200.0,0.0,0.0,3.0
887502847,10.0,3,11,0.0,0.0,0.0,3.0
133746071,10.0,3,11,10.0,0.0,0.0,3.0
1152039403,10.0,3,11,0.0,0.0,0.0,3.0
77539620,10.0,3,11,5000.0,0.0,0.0,3.0
943655309,10.0,5,11,100.0,0.0,0.0,0.0
1179650368,10.0,3,11,0.0,0.0,0.0,3.0
825085781,10.0,3,11,1000.0,0.0,0.0,3.0
1005387686,10.0,5,11,0.0,0.0,0.0,3.0
716838666,10.0,3,11,0.0,0.0,0.0,3.0
1191254660,10.0,5,11,50.0,0.0,0.0,3.0
497196864,10.0,5,11,0.0,0.0,0.0,3.0
690111956,10.0,5,11,0.0,0.0,0.0,3.0
532386625,10.0,5,11,20.0,0.0,0.0,3.0
460609992,10.0,17,11,0.0,0.0,0.0,3.0
470602015,10.0,5,11,0.0,0.0,0.0,3.0
860188978,10.0,3,11,490.0,0.0,0.0,3.0
1058552500,10.0,3,11,300.0,0.0,0.0,3.0
1094485325,10.0,3,11,0.0,0.0,0.0,3.0
923931235,10.0,19,11,0.0,0.0,0.0,3.0
325362643,10.0,44,11,0.0,0.0,0.0,0.0
635706789,10.0,5,9,0.0,0.0,0.0,3.0
6752179,15.0,27,9,0.0,0.0,0.0,3.0
147272407,10.0,3,11,200.0,0.0,0.0,4.0
38313730,10.0,3,11,0.0,0.0,0.0,3.0
1064971831,10.0,3,11,200.0,0.0,0.0,3.0
1155942293,15.0,25,9,0.0,0.0,0.0,3.0
944041827,10.0,3,11,0.0,0.0,0.0,3.0
297840921,10.0,27,9,0.0,0.0,0.0,3.0
135026013,10.0,5,11,0.0,0.0,0.0,3.0
881639012,10.0,22,11,0.0,0.0,0.0,3.0
507433114,10.0,31,9,0.0,0.0,0.0,3.0
99774355,10.0,17,11,0.0,0.0,0.0,3.0
905790224,10.0,5,11,0.0,0.0,0.0,3.0
596716081,10.0,8,11,0.0,0.0,1.0,3.0
950966820,10.0,5,11,0.0,0.0,0.0,4.0
471931044,10.0,3,11,0.0,0.0,0.0,3.0
752953932,10.0,3,11,0.0,0.0,0.0,4.0
424007840,10.0,5,9,0.0,0.0,0.0,3.0
683842638,10.0,5,11,10.0,0.0,0.0,4.0
1057417896,10.0,3,11,0.0,0.0,0.0,3.0
1165654536,10.0,7,4,30000.0,0.0,0.0,3.0
854368587,10.0,17,11,0.0,0.0,0.0,3.0
172705492,10.0,3,11,0.0,0.0,0.0,3.0
1003786822,10.0,5,11,10.0,0.0,0.0,3.0
1141604708,10.0,5,11,0.0,0.0,0.0,0.0
1218459383,10.0,3,11,10.0,0.0,0.0,3.0
274537741,10.0,3,11,0.0,0.0,0.0,3.0
1162881188,10.0,3,11,3.0,0.0,0.0,3.0
464489452,10.0,3,11,3.0,0.0,0.0,3.0
146477661,10.0,3,11,50.0,0.0,0.0,3.0
691939625,10.0,5,11,0.0,0.0,0.0,3.0
97599295,10.0,3,11,0.0,0.0,0.0,3.0
1151926621,10.0,5,11,0.0,0.0,0.0,3.0
1149932031,10.0,5,11,0.0,0.0,0.0,3.0
384974106,10.0,3,11,3.0,0.0,0.0,3.0
207370900,10.0,3,11,0.0,0.0,0.0,3.0
812482882,10.0,16,9,0.0,0.0,0.0,0.0
388851900,10.0,3,11,0.0,0.0,0.0,3.0
634924543,10.0,3,11,0.0,0.0,1.0,3.0
489081781,15.0,27,9,0.0,0.0,0.0,3.0
972603126,10.0,5,11,0.0,0.0,0.0,3.0
714805408,10.0,5,11,0.0,0.0,0.0,4.0
893839911,10.0,5,11,0.0,0.0,0.0,3.0
74749060,10.0,5,11,100.0,0.0,0.0,4.0
569311652,10.0,5,11,0.0,0.0,0.0,3.0
938735146,10.0,5,11,0.0,0.0,0.0,3.0
280380005,10.0,3,11,1000.0,0.0,0.0,3.0
747551895,10.0,17,9,0.0,0.0,0.0,3.0
950477262,10.0,1,11,2000.0,0.0,0.0,3.0
104687734,10.0,43,11,0.0,0.0,0.0,0.0
1067030732,10.0,5,11,10.0,0.0,0.0,3.0
352833104,10.0,3,11,0.0,0.0,0.0,3.0
694935190,10.0,3,11,0.0,0.0,0.0,3.0
874434067,10.0,5,11,10.0,0.0,0.0,4.0
814750034,10.0,3,11,1000.0,0.0,0.0,3.0
705054375,10.0,5,11,0.0,0.0,0.0,3.0
39148641,10.0,3,11,0.0,0.0,0.0,3.0
213159696,10.0,5,11,0.0,0.0,0.0,3.0
670991159,10.0,3,11,3.0,0.0,0.0,3.0
952315954,10.0,5,9,10.0,0.0,0.0,3.0
462279813,10.0,5,11,0.0,0.0,0.0,3.0
1127446955,10.0,3,11,0.0,0.0,1.0,3.0
781920232,10.0,5,11,0.0,0.0,0.0,3.0
893764247,10.0,3,11,3.0,0.0,0.0,3.0
307832564,10.0,5,11,0.0,0.0,0.0,3.0
864229628,10.0,5,11,0.0,0.0,0.0,3.0
1233722231,10.0,17,11,0.0,0.0,0.0,3.0
773026940,10.0,5,11,0.0,0.0,0.0,3.0
57508129,10.0,3,11,100.0,0.0,0.0,3.0
226791803,10.0,5,9,10.0,0.0,0.0,3.0
722657309,10.0,5,11,20.0,0.0,0.0,3.0
385324331,10.0,3,11,10.0,0.0,0.0,3.0
363413732,10.0,5,11,0.0,0.0,0.0,3.0
536607799,10.0,3,11,0.0,0.0,0.0,3.0
77287261,10.0,5,11,0.0,0.0,0.0,3.0
48139721,10.0,3,11,100.0,0.0,0.0,0.0
906331616,10.0,3,11,0.0,0.0,0.0,4.0
217405006,10.0,5,11,0.0,0.0,0.0,4.0
540725588,10.0,5,9,10.0,0.0,0.0,3.0
997864454,10.0,5,11,10.0,0.0,0.0,3.0
420128370,10.0,5,11,10.0,0.0,0.0,3.0
212936139,10.0,5,11,0.0,0.0,0.0,4.0
1107494464,10.0,3,11,3.0,0.0,0.0,3.0
217269397,10.0,5,11,50.0,0.0,0.0,3.0
120016698,10.0,5,9,0.0,0.0,0.0,3.0
925193355,10.0,5,11,0.0,0.0,0.0,0.0
682636,10.0,5,11,0.0,0.0,0.0,3.0
889215358,10.0,3,11,3.0,0.0,0.0,3.0
915691115,10.0,17,11,0.0,0.0,0.0,3.0
1026610675,10.0,17,11,0.0,0.0,0.0,3.0
708296085,10.0,5,11,0.0,0.0,0.0,3.0
494655806,10.0,17,11,0.0,0.0,0.0,3.0
198645614,15.0,3,11,66.0,0.0,0.0,3.0
1082685891,10.0,5,11,0.0,0.0,0.0,3.0
1042476978,10.0,17,10,0.0,0.0,0.0,3.0
836262811,10.0,3,11,3.0,0.0,0.0,3.0
1093842360,10.0,5,11,0.0,0.0,0.0,3.0
1010521891,10.0,5,11,0.0,0.0,0.0,4.0
899638937,10.0,5,11,0.0,0.0,0.0,3.0
795779742,10.0,3,11,3.0,0.0,0.0,0.0
1132229515,10.0,5,10,0.0,0.0,1.0,3.0
663195445,10.0,3,11,0.0,0.0,0.0,3.0
173608654,10.0,17,9,0.0,0.0,0.0,3.0
1117215786,10.0,5,11,0.0,0.0,0.0,3.0
