entid,honor_num,illegad_num,yea_sub,web_dum,ENTTYPE,INDUSTRYPHY,REGCAP,REGCAPCUR,RECCAP,PARNUM,LIMPARNUM,PARFORM,EXENUM,brand_num,cancel_dum,certificate_num,tax_dum
334660907,,,,1,28,9,0.0,,0.0,,,,0.0,,0,,0
348703566,,,,0,27,9,0.0,156.0,0.0,,,,,,1,1.0,0
482244002,,,,0,3,5,500.0,156.0,500.0,,,,,,0,,0
102673201,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0
693676134,,,,0,33,9,,,0.0,,,,,,0,1.0,0
516212728,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
252045506,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
1007251516,,,,1,7,11,39998.4,156.0,21998.4,,,,,,0,,0
341104627,,,,0,3,11,5000.0,156.0,3000.0,,,,0.0,,0,,0
220448783,,,,0,3,11,5000.0,156.0,0.0,,,,,,0,,0
516820430,,,,0,3,11,8423.0,156.0,8423.0,,,,,,0,,0
211101804,,,,0,3,8,110.0,156.0,110.0,,,,,,1,,0
547440553,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
740244329,,1.0,,0,3,11,110.0,156.0,110.0,,,,,,0,,0
691454697,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0
1112373491,,,,0,28,9,0.0,,0.0,,,,,,0,1.0,0
971092189,,,,0,27,9,0.0,,0.0,,,,0.0,,0,1.0,0
969723121,,,,0,3,11,3000.0,156.0,0.0,,,,,,0,,0
232565764,,,,0,33,8,0.0,,0.0,,,,0.0,,0,1.0,0
1174402087,,,,0,33,9,,,0.0,,,,,,0,,0
25283915,,,,0,39,9,5.0,156.0,0.0,,,,,,0,,0
219381665,,,,0,3,11,1000.0,156.0,0.0,,,,,,0,,0
575004686,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0
36393553,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0
64662931,,,,0,28,9,,,0.0,,,,0.0,,0,,0
1201305728,,,,0,35,9,8.0,156.0,8.0,,,,,,1,,0
423078773,,,,0,39,2,6.0,156.0,6.0,,,,,,0,,0
166396479,,,,0,3,14,3000.0,156.0,3000.0,,,,,,0,1.0,0
549310412,,,,0,27,9,0.0,,0.0,,,,0.0,,0,1.0,0
533954281,,,,0,5,11,50.0,156.0,50.0,,,,0.0,,0,,0
790901023,,,,0,22,9,,,0.0,,,,,,0,,0
439588592,,,,0,3,11,3000.0,156.0,3000.0,,,,0.0,,0,,0
819159156,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0
1095411854,,,,0,8,11,1000.0,156.0,1000.0,,,,,,0,,0
774143406,,,,0,3,11,1000.0,156.0,200.0,,,,0.0,,0,,0
643995819,,,,0,45,5,30.0,156.0,30.0,,,,,,0,2.0,0
312112730,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0
221711104,,,,0,3,11,6000.0,156.0,6000.0,,0.0,9,,,0,,0
858710610,,,,0,3,11,11800.0,156.0,,,,,,,0,,0
989495682,,,,0,3,11,1500.0,156.0,,,,,,,0,,0
24295028,,,,0,1,11,50000.0,156.0,10000.0,,,,,,0,,0
532580930,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
276103663,,,,0,3,11,3000.0,156.0,3000.0,,,,,,0,,0
100724777,,,,0,5,9,3000.0,156.0,3000.0,,,,,,0,1.0,0
1113909111,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0
185127097,,,,0,45,7,1.0,156.0,0.0,,,,,,0,2.0,0
916447957,,,,0,3,11,15000.0,156.0,15000.0,,,,,,0,,0
1027568465,,,,0,44,11,27.4,156.0,550.0,,,,,,0,,0
748718009,,,,0,3,9,30000.0,156.0,0.0,,,,,,0,,0
982196289,,,,0,3,11,125.0,156.0,50.0,,,,,,0,,0
86389424,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0
210167448,,,,0,44,11,4600.0,156.0,0.0,,,,,,0,,0
955997658,,,,0,5,11,5000.0,156.0,0.0,,,,,,0,,0
332305361,,,,0,3,11,300.0,156.0,300.0,,,,,,0,,0
1001226199,,,,0,5,11,1000.0,156.0,0.0,,,,,,0,,0
1190925362,,,,0,44,11,10.0,156.0,0.0,,,,,,0,,0
581046359,,,,0,44,11,10.0,156.0,0.0,,,,,,0,,0
1034982777,,,,0,3,12,1000.0,156.0,1000.0,,,,,,0,,0
909295164,,,,0,7,9,200.0,156.0,200.0,,,,,,0,1.0,0
887911034,,,,0,3,11,12500.0,156.0,0.0,,,,,,0,,0
896254795,,,,0,3,11,10000.0,156.0,10000.0,,,,,,0,,0
1103426680,,,,1,3,9,100.0,156.0,0.0,,,,,,1,,0
1079431533,,,,0,27,9,0.0,156.0,0.0,,,,,,0,1.0,0
387113835,,,,0,47,9,210.0,840.0,210.0,,,,,,0,11.0,0
127746,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
65683190,,,,0,1,11,6000.0,156.0,6000.0,,,,,,0,,0
411188025,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0
632694374,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0
920939603,,,,0,3,11,1.0,156.0,,,,,,,0,,0
594662985,,,,0,5,11,5000.0,156.0,5000.0,,,,,,0,,0
1004937136,,,,0,36,9,0.0,156.0,0.0,0.0,0.0,,0.0,,0,1.0,0
1223495456,,,,0,3,11,2000.0,156.0,2000.0,,,,,,0,,0
982108430,,,,0,17,11,,,0.0,,,,0.0,,0,,0
786901755,,,,0,3,11,100.0,156.0,20.0,,,,,,0,,0
890691479,,,,0,3,11,20.0,156.0,20.0,,,,0.0,,0,,0
252988494,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0
944659388,,,,0,3,11,2000.0,156.0,2000.0,,,,,,0,,0
1212253508,,,,0,7,11,2000.0,156.0,2000.0,0.0,0.0,,0.0,,0,,0
1190939067,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0
190939668,,,,0,5,11,200.0,156.0,0.0,,,,,,0,,0
662876209,,,,0,3,11,10.0,156.0,0.0,,,,0.0,,0,,0
487814001,,,,0,3,11,2000.0,156.0,0.0,,,,0.0,,0,,0
1151638109,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0
896252612,,,,0,5,16,2000.0,156.0,0.0,,,,,,0,,0
189295442,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0
922667663,,,,0,5,11,1000.0,156.0,0.0,,,,0.0,,0,,0
219277588,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0
722415296,,,,0,3,11,3000.0,156.0,0.0,,,,0.0,,0,,0
47765794,,,,0,3,11,2000.0,156.0,2000.0,,,,,,0,,0
1074939474,,,,0,3,11,2000.0,156.0,2000.0,,,,,,0,,0
1085075577,,,,0,17,9,0.0,,0.0,,,,0.0,,0,,0
661542888,,,,0,5,11,10000.0,156.0,0.0,,,,0.0,,0,,0
615010244,,,,0,3,9,100.0,156.0,0.0,,,,0.0,,0,,0
601440257,,,,0,3,11,1000.0,156.0,1000.0,0.0,0.0,,0.0,,0,,0
98897555,,,,0,3,9,10000.0,156.0,0.0,,,,0.0,,0,,0
359148977,,,,0,5,11,5000.0,156.0,0.0,,,,,,0,,0
773782695,,,,0,5,11,50.0,156.0,0.0,,,,,,0,,0
777755253,,,,0,27,9,0.0,156.0,0.0,,,,,,0,1.0,0
934595872,,,,0,3,11,3239.0,156.0,3239.0,0.0,0.0,,0.0,,0,,0
966961259,,,,0,24,9,0.0,156.0,0.0,0.0,0.0,,0.0,,0,1.0,0
315181301,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0
701756227,,,,0,51,9,0.0,840.0,0.0,,,,,,0,1.0,0
364364966,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0
604201658,,,,0,28,9,0.0,,0.0,,,,0.0,,0,1.0,0
1100869661,,,,0,3,12,50.0,156.0,10.0,,,,0.0,,0,,0
930458766,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0
73384809,,,,0,5,9,20.0,156.0,20.0,,,,0.0,,0,,0
1102534779,,,,0,3,11,2000.0,156.0,2000.0,,,,,,0,,0
1180550222,,,,0,8,11,500.0,156.0,500.0,,,,,,0,,0
148194467,,,,0,3,11,300.0,156.0,300.0,,,,0.0,,0,,0
176043597,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,,0
75481607,,,,0,5,11,100.0,156.0,0.0,,,,0.0,,0,,0
138665184,,,,0,3,11,11000.0,156.0,0.0,,,,,,0,,0
224078802,,,,0,16,11,0.0,,0.0,,,,,,0,,0
82117723,,,,0,5,11,5.0,156.0,0.0,,,,0.0,,0,,0
1041614706,,,,0,51,9,0.0,840.0,0.0,,,,,,0,1.0,0
651350596,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0
1037276358,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0
813963206,,,,0,17,11,0.0,,0.0,,,,0.0,,0,,0
1160047562,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,1,,0
108551665,,,,0,27,9,0.0,156.0,0.0,,,,,,0,1.0,0
277248694,,,,0,14,11,23000.0,156.0,30000.0,0.0,0.0,,0.0,,0,,0
1132818427,,,,0,3,11,10000.0,156.0,10000.0,,,,0.0,,0,,0
1116063280,,,,0,5,11,500.0,156.0,500.0,,,,,,0,,0
15678213,,,,0,12,11,5000.0,156.0,0.0,,,,0.0,,0,,0
1220196703,,,,0,3,9,100.0,156.0,0.0,,,,0.0,,0,,0
640968401,,,,0,6,11,700.0,156.0,6000.0,,,,,,0,,0
256615940,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0
1066230471,,,,0,3,0,3080.0,156.0,3080.0,,,,,,0,,0
785979544,,,,1,3,11,2000.0,156.0,2000.0,0.0,0.0,,0.0,,0,,0
472401174,,,,0,7,11,10000.0,156.0,0.0,,,,0.0,,0,,0
985924084,,,,0,3,11,1000.0,156.0,0.0,,,,,,0,,0
754806435,,,,0,13,11,20.0,156.0,0.0,,,,,,0,,0
193764953,,,,0,5,11,5000.0,156.0,0.0,,,,,,0,,0
137887832,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0
563543209,,,,0,3,11,1000.0,156.0,200.0,,,,,,0,,0
320133386,,,,1,27,9,0.0,,0.0,,,,,,0,1.0,0
167537706,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0
608621770,,,,0,3,11,800.0,156.0,500.0,,,,0.0,,0,,0
957798659,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0
932639370,,,,0,3,10,3.0,156.0,3.0,,,,0.0,,0,,0
87460021,,,,0,3,11,1000.0,156.0,0.0,,,,0.0,,0,,0
1049675770,,,,0,16,9,0.0,,0.0,,,,0.0,,0,,0
216862463,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
98705427,,,,0,3,11,3000.0,156.0,0.0,,,,0.0,,0,,0
972256210,,,,0,5,11,2000.0,156.0,0.0,,,,,,0,,0
542928036,,,,0,3,11,1000.0,156.0,0.0,,,,0.0,,0,,0
118080722,,,,0,3,11,1500.0,156.0,1500.0,,,,0.0,,0,,0
470090013,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0
848068003,,,,0,5,11,10.0,156.0,10.0,0.0,0.0,,0.0,,0,,0
777389681,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0
1083867584,,,,0,44,9,100.0,156.0,0.0,,,,,,0,,0
728197693,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0
213804497,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0
1090257579,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0
134161471,,,,0,3,11,3000.0,156.0,3000.0,,,,,,0,,0
109252429,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0
1010536331,,,,0,3,11,500.0,156.0,500.0,,,,,,0,,0
1183612658,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
871120598,,,,0,3,11,500.0,156.0,0.0,,,,,,0,,0
869389017,,,,0,5,11,500.0,156.0,500.0,,,,,,0,,0
758012511,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
1151486512,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0
901159650,,,,0,5,9,500.0,156.0,0.0,,,,,,0,,0
55745086,,,,0,3,11,1150.0,156.0,1150.0,,,,,,0,,0
763566074,,,,0,3,11,50.0,156.0,50.0,,,,,,0,1.0,0
1133313391,,,,0,5,9,10.0,156.0,10.0,,,,0.0,,0,,0
867987605,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
1145631240,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0
272730092,,,,1,8,11,50000.0,156.0,50000.0,,,,,,0,,0
996937902,,,,0,3,11,450.0,156.0,450.0,,,,,,0,1.0,0
115339998,,,,0,3,5,50.0,156.0,50.0,,,,,,0,1.0,0
897522411,,,,0,3,11,50.0,156.0,10.0,,,,,,0,,0
493833765,,,,0,5,11,480.0,156.0,480.0,,,,,,0,1.0,0
493673299,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0
215297274,,,,0,17,11,,156.0,0.0,,,,0.0,,0,,0
477609768,,,,0,17,11,0.0,,0.0,,,,,,0,,0
181520887,,,,0,27,9,0.0,,0.0,,,,0.0,,0,1.0,0
1201326906,,,,0,5,11,500.0,156.0,0.0,,,,,,0,,0
214259216,,,,0,5,11,5000.0,156.0,0.0,,,,,,0,,0
1088282626,,,,0,3,11,2000.0,156.0,0.0,,,,0.0,,0,,0
109197793,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0
677486778,,,,0,16,11,,156.0,0.0,,,,0.0,,0,,0
842321361,,,,0,3,11,10.0,156.0,10.0,,,,,,0,1.0,0
195013822,,,,0,5,11,100.0,156.0,100.0,0.0,0.0,,0.0,,0,,0
758105004,,,,0,3,11,5000.0,156.0,0.0,,,,,,0,,0
769345668,,,,0,5,11,20.0,156.0,0.0,,,,0.0,,0,,0
304078443,,,,0,3,11,10.0,156.0,10.0,,,,0.0,,0,1.0,0
379616714,,,,0,3,11,3.0,156.0,3.0,,,,,,0,1.0,0
672691887,,,,0,3,11,20.0,156.0,20.0,,,,,,0,1.0,0
689807604,,,,0,3,11,50.0,156.0,50.0,,,,,,0,1.0,0
70168830,,,,0,3,11,5.0,156.0,5.0,,,,,,0,1.0,0
327183771,,,,0,3,11,100.0,156.0,100.0,,,,,,0,1.0,0
225865950,,,,0,3,11,50.0,156.0,50.0,,,,,,0,1.0,0
560635202,,,,0,3,9,3.0,156.0,0.0,,,,0.0,,0,,0
85625020,,,,0,17,11,0.0,156.0,0.0,,,,,,0,1.0,0
332412177,,,,0,3,11,50.0,156.0,50.0,,,,,,0,1.0,0
950964030,,,,0,5,11,10000000.0,156.0,30.0,,,,0.0,,0,,0
351807698,,,,0,5,11,100.0,156.0,100.0,,,,,,0,1.0,0
122220175,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0
1164000197,,,,0,3,11,3.0,156.0,3.0,,,,,,0,1.0,0
1138896658,,,,0,3,9,50.0,156.0,10.0,,,,0.0,,0,,0
749517298,,,,0,3,11,100.0,156.0,100.0,,,,0.0,,0,1.0,0
392624698,,,,0,17,11,0.0,156.0,0.0,,,,,,0,1.0,0
29156211,,,,0,3,11,3000.0,156.0,490.0,,,,,,0,1.0,0
1201058246,,,,0,3,11,600.0,156.0,600.0,,,,,,0,,0
275122329,,,,0,3,14,20.0,156.0,20.0,,,,,,0,1.0,0
337452976,,,,0,5,9,2000.0,156.0,0.0,,,,0.0,,0,,0
21702078,,,,0,3,11,100.0,156.0,0.0,,,,0.0,,0,,0
763126220,,,,0,21,11,0.0,,0.0,,,,0.0,,0,,0
521978266,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
530658986,,,,0,5,11,100.0,156.0,0.0,,,,,,0,,0
19612741,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0
667001484,,,,0,8,11,100.0,156.0,0.0,,,,,,0,,0
907519372,,,,0,3,11,1000.0,156.0,300.0,,,,,,0,,0
808713634,,,,0,8,11,30.0,156.0,30.0,,,,,,0,,0
1047933852,,,,0,5,11,3.0,156.0,3.0,,,,,,0,,0
747756688,,,,0,23,9,0.0,156.0,0.0,0.0,0.0,,0.0,,0,1.0,0
150872418,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0
534061844,,,,1,16,9,0.0,156.0,0.0,,,,,,0,1.0,0
541611389,,,,0,51,9,0.0,840.0,0.0,,,,,,0,1.0,0
16370806,,,,0,3,11,50.0,156.0,50.0,,,,0.0,,0,1.0,0
163955432,,,,0,3,11,5.0,156.0,0.0,,,,0.0,,0,,0
267064445,,,,0,7,11,6000.0,156.0,6000.0,,,,0.0,,0,,0
753544918,,,,0,7,11,2000.0,156.0,2000.0,,,,0.0,,0,,0
779872233,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0
613690678,,,,0,17,11,0.0,156.0,0.0,,,,,,0,,0
35566715,,,,0,57,11,0.0,156.0,0.0,,,,0.0,,0,,0
137040147,,,,0,3,9,100.0,156.0,0.0,,,,,,0,,0
462629255,,,,0,21,11,0.0,,0.0,,,,0.0,,0,,0
1036107901,,,,0,8,11,1000.0,156.0,0.0,,,,0.0,,0,,0
370924930,,,,0,5,11,200.0,156.0,0.0,,,,,,0,,0
473603328,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0
1126948899,,,,0,3,11,50.0,156.0,50.0,,,,0.0,,0,,0
1094770755,,,,0,3,11,100.0,156.0,100.0,,,,,,0,1.0,0
334445840,,,,0,32,9,0.0,156.0,0.0,,,,0.0,,0,,0
849377837,,,,0,3,11,2000.0,156.0,2000.0,,,,,,0,,0
779853295,,,,0,8,11,5000.0,156.0,5000.0,,,,0.0,,0,,0
1074043626,,,,0,3,11,2000.0,156.0,2000.0,,,,0.0,,0,,0
661278803,,,,0,3,11,1100.0,156.0,1100.0,,,,,,0,,0
605679896,,,,0,3,11,4000.0,156.0,800.0,,,,,,0,,0
579589393,,,,0,8,11,100.0,156.0,0.0,,,,0.0,,0,,0
12797847,,,,0,17,11,0.0,156.0,0.0,,,,,,0,,0
636191915,,,,0,3,11,20.0,156.0,20.0,,,,,,0,,0
371360255,,,,0,5,11,20.0,156.0,20.0,,,,,,0,,0
113560248,,,,0,5,9,800.0,156.0,0.0,,,,,,0,,0
288764239,,,,0,5,11,10.0,156.0,10.0,,,,0.0,,0,,0
334658801,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0
967660196,,,,0,3,11,1000.0,156.0,0.0,,,,0.0,,0,,0
380623635,,,,0,3,11,1000.0,156.0,0.0,,,,,,0,,0
889468478,,,,0,3,11,10.0,156.0,10.0,,,,,,0,1.0,0
398431409,,,,0,3,5,3.0,156.0,3.0,,,,,,0,1.0,0
625243944,,,,0,3,11,1000.0,156.0,1000.0,,,,0.0,,0,,0
980472682,,,,0,17,9,0.0,,0.0,,,,0.0,,0,,0
1203938154,,,,0,3,9,200.0,156.0,200.0,,,,,,0,2.0,0
691834047,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0
1179998601,,,,0,3,11,10000.0,156.0,490.0,,,,,,0,,0
1222676313,,,,0,3,11,5.0,156.0,5.0,,,,,,0,1.0,0
740640299,,,,0,3,11,500.0,156.0,500.0,,,,0.0,,0,1.0,0
576223938,,,,0,5,11,50.0,156.0,50.0,,,,0.0,,0,,0
580309977,,,,0,5,11,50.0,156.0,50.0,,,,,,0,1.0,0
1021133736,,,,0,3,11,100.0,156.0,100.0,,,,,,0,1.0,0
566709980,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0
1087388731,,,,0,3,11,100.0,156.0,100.0,,,,,,0,,0
300801599,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0
305088290,,,,0,3,11,10.0,156.0,10.0,,,,,,0,1.0,0
1163686299,,,,0,5,11,10.0,156.0,10.0,,,,,,0,1.0,0
1063012839,,,,0,3,11,30.0,156.0,30.0,,,,,,0,,0
98881159,,,,0,3,9,100.0,156.0,0.0,,,,,,0,,0
632218956,,,,0,5,11,5.0,156.0,0.0,,,,,,0,1.0,0
471073634,,,,0,3,11,10.0,156.0,0.0,,,,0.0,,0,1.0,0
204164781,,,,0,3,11,100.0,156.0,100.0,,,,,,0,1.0,0
361556788,,,,0,3,11,10.0,156.0,10.0,,,,,,0,1.0,0
225802790,,,,0,3,11,100.0,156.0,100.0,,,,,,0,1.0,0
974430232,,,,0,3,11,50.0,156.0,50.0,,,,,,0,1.0,0
1222959861,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0
925143437,,,,0,3,9,500.0,156.0,0.0,,,,,,0,,0
188029906,,,,0,1,11,5000.0,156.0,5000.0,,,,0.0,,0,,0
453016831,,,,0,3,11,10.0,156.0,0.0,,,,,,0,1.0,0
353843619,,,,0,3,11,490.0,156.0,490.0,,,,,,0,1.0,0
519239830,,,,0,17,11,0.0,156.0,0.0,,,,,,0,1.0,0
1153663696,,,,0,22,5,0.0,156.0,0.0,,,,0.0,,0,1.0,0
85055244,,,,0,3,11,88.0,156.0,88.0,,,,,,0,1.0,0
140294893,,,,0,27,9,0.0,156.0,0.0,,,,,,0,1.0,0
838865206,,,,0,3,11,1000.0,156.0,0.0,,,,,,0,,0
489434433,,,,0,5,11,300.0,156.0,0.0,,,,0.0,,0,,0
1063798897,,,,0,5,11,500.0,156.0,0.0,,,,0.0,,0,,0
1187619116,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0
58165557,,,,0,3,11,1000.0,156.0,200.0,,,,,,0,,0
1211146226,,,,0,3,11,500.0,156.0,0.0,,,,,,0,,0
766781991,,,,0,3,11,40.0,156.0,40.0,,,,0.0,,1,,0
1011668876,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0
926499809,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0
176707190,,,,0,17,9,0.0,,0.0,,,,,,0,,0
729123262,,,,0,5,11,50.0,156.0,0.0,,,,0.0,,0,,0
275908927,,,,0,3,11,20.0,156.0,20.0,,,,,,0,,0
8821659,,,,0,3,11,50.0,156.0,50.0,,,,,,0,,0
1005484133,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0
731471307,,,,0,3,11,50.0,156.0,0.0,,,,,,0,,0
1078131219,,,,0,5,11,20.0,156.0,0.0,,,,,,0,,0
1018218035,,,,0,5,11,10.0,156.0,0.0,,,,,,0,,0
486942015,,,,0,3,11,500.0,156.0,0.0,,,,0.0,,0,,0
865589621,,,,0,5,11,10.0,156.0,10.0,,,,,,0,,0
6661687,,,,0,3,11,5.0,156.0,0.0,,,,0.0,,0,,0
514427770,,,,0,5,11,490.0,156.0,490.0,,,,,,0,,0
687207095,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0
138410002,,,,0,19,11,0.0,156.0,0.0,,,,,,0,,0
1163008218,,,,0,3,11,3.0,156.0,3.0,,,,,,0,,0
802576866,,,,0,3,11,1000.0,156.0,200.0,,,,,,0,,0
887502847,,,,0,3,11,1000.0,156.0,0.0,,,,,,0,,0
133746071,,,,0,3,11,10.0,156.0,10.0,,,,,,0,,0
1152039403,,,,0,3,11,10000.0,156.0,0.0,,,,,,0,,0
77539620,,,,0,3,11,5000.0,156.0,5000.0,,,,,,0,,0
943655309,,,,0,5,11,100.0,156.0,100.0,,,,,,0,,0
1179650368,,,,0,3,11,5000.0,156.0,0.0,,,,0.0,,0,,0
825085781,,,,0,3,11,1000.0,156.0,1000.0,,,,,,0,,0
1005387686,,,,0,5,11,10.0,156.0,0.0,,,,0.0,,0,,0
716838666,,,,0,3,11,100.0,156.0,0.0,,,,,,0,,0
1191254660,,,,0,5,11,50.0,156.0,50.0,,,,,,0,,0
497196864,,,,0,5,11,380.0,156.0,0.0,,,,0.0,,0,,0
690111956,,,,0,5,11,5.0,156.0,0.0,,,,,,0,,0
