entid,NAME,indate,outdate
1160047562,1600,201711.0,201711.0
108551665,1204,201802.0,201802.0
108551665,1497,201802.0,201802.0
108551665,1497,201711.0,201711.0
277248694,666,,
1132818427,1486,201607.0,201706.0
1116063280,1115,201711.0,201711.0
640968401,1555,201801.0,201801.0
640968401,822,201801.0,201801.0
640968401,1985,201801.0,201801.0
1066230471,190,200611.0,
1066230471,1577,200611.0,
1066230471,282,200611.0,
1066230471,2127,201005.0,
1066230471,1443,201612.0,201612.0
1066230471,1810,201009.0,
1066230471,2047,201607.0,201609.0
1066230471,2047,201612.0,201612.0
785979544,1000,201711.0,201711.0
137887832,1677,201711.0,201711.0
137887832,1571,201711.0,201711.0
563543209,2293,,
563543209,2293,201711.0,201711.0
320133386,171,201307.0,
320133386,650,,
320133386,1534,201307.0,
957798659,195,201711.0,201711.0
87460021,934,,
1049675770,1488,201607.0,201607.0
216862463,1682,201711.0,201711.0
216862463,1939,,
98705427,2020,201711.0,201711.0
972256210,2464,201711.0,201711.0
118080722,1414,201711.0,201711.0
470090013,2397,201711.0,201711.0
777389681,2076,201711.0,201711.0
777389681,2034,201711.0,201711.0
728197693,44,201711.0,201711.0
213804497,1387,201711.0,201711.0
1090257579,2374,201112.0,
134161471,2207,201711.0,201711.0
134161471,2207,,
109252429,460,201711.0,201711.0
109252429,460,,
1010536331,493,201612.0,201612.0
1183612658,280,201711.0,201711.0
871120598,1223,201711.0,201711.0
869389017,698,201711.0,201711.0
869389017,318,201607.0,201612.0
758012511,529,201711.0,201711.0
758012511,529,,
1151486512,1869,201709.0,201709.0
55745086,536,201711.0,201711.0
763566074,2310,201711.0,201711.0
763566074,2310,201612.0,201612.0
1133313391,983,201711.0,201711.0
867987605,18,201711.0,201711.0
1145631240,1153,,
1145631240,1153,201607.0,201708.0
996937902,855,201711.0,201711.0
115339998,840,201711.0,201711.0
897522411,1179,201711.0,201711.0
493833765,1876,201711.0,201711.0
493673299,1888,201711.0,201711.0
181520887,533,201711.0,201711.0
181520887,2265,200901.0,
842321361,2317,201711.0,201711.0
304078443,2074,201711.0,201711.0
379616714,599,201711.0,201711.0
672691887,186,201711.0,201711.0
689807604,1099,201711.0,201711.0
70168830,1214,201711.0,201711.0
327183771,2273,201711.0,201711.0
327183771,1441,201709.0,201709.0
225865950,2340,201711.0,201711.0
332412177,740,201607.0,201612.0
351807698,2327,201711.0,201711.0
1164000197,1406,201711.0,201711.0
1138896658,369,201711.0,201711.0
749517298,534,201711.0,201711.0
29156211,286,201607.0,201705.0
1201058246,1707,201711.0,201711.0
1201058246,1776,201711.0,201711.0
1201058246,1970,201711.0,201711.0
1201058246,2284,201711.0,201711.0
1201058246,1193,201711.0,201711.0
1201058246,2266,201711.0,201711.0
1201058246,2316,201711.0,201711.0
1201058246,1776,,
275122329,579,201711.0,201711.0
21702078,889,201607.0,201607.0
521978266,426,201612.0,201612.0
530658986,1082,201711.0,201711.0
19612741,728,201711.0,201711.0
1047933852,836,201711.0,201711.0
747756688,2503,201005.0,
534061844,1089,,
541611389,2287,201712.0,201712.0
541611389,563,,
16370806,1608,,
16370806,1370,201607.0,201612.0
16370806,1608,201702.0,201702.0
163955432,298,201711.0,201711.0
779872233,1423,201711.0,201711.0
35566715,1386,201711.0,201711.0
462629255,1435,201711.0,201711.0
1036107901,748,201607.0,201702.0
1036107901,748,201801.0,201801.0
1036107901,1999,,
370924930,1454,201708.0,201708.0
370924930,302,201607.0,201708.0
473603328,399,201711.0,201711.0
1126948899,816,201612.0,201612.0
334445840,448,,
849377837,276,201711.0,201711.0
779853295,437,201709.0,201709.0
779853295,827,201709.0,201709.0
1074043626,539,201711.0,201711.0
661278803,595,201711.0,201711.0
661278803,595,,
605679896,2349,201711.0,201711.0
636191915,145,201711.0,201711.0
371360255,1812,201711.0,201711.0
334658801,244,201711.0,201711.0
967660196,2498,201711.0,201711.0
380623635,1456,201711.0,201711.0
380623635,1457,,
889468478,2385,201711.0,201711.0
889468478,1941,201607.0,201612.0
398431409,1159,201711.0,201711.0
1203938154,389,201711.0,201711.0
691834047,1300,201711.0,201711.0
1179998601,1590,201711.0,201711.0
1222676313,1886,201711.0,201711.0
740640299,2415,201711.0,201711.0
580309977,304,201711.0,201711.0
1021133736,1943,201711.0,201711.0
566709980,817,201711.0,201711.0
1087388731,1336,201711.0,201711.0
300801599,290,201711.0,201711.0
305088290,391,201711.0,201711.0
1163686299,656,201711.0,201711.0
1063012839,779,201711.0,201711.0
632218956,232,201711.0,201711.0
471073634,588,201711.0,201711.0
204164781,250,201711.0,201711.0
225802790,566,201711.0,201711.0
974430232,1474,201711.0,201711.0
188029906,1405,201607.0,201609.0
188029906,1405,201612.0,201612.0
188029906,976,201607.0,201702.0
188029906,887,201607.0,201702.0
188029906,561,201607.0,201702.0
188029906,2503,201205.0,
188029906,724,,
188029906,750,201607.0,201702.0
188029906,1095,201205.0,
188029906,124,201607.0,201609.0
188029906,368,201607.0,201702.0
188029906,124,201612.0,201612.0
453016831,497,201711.0,201711.0
353843619,151,201711.0,201711.0
140294893,879,201607.0,201607.0
140294893,1173,201711.0,201711.0
140294893,2503,201302.0,
1187619116,274,201711.0,201711.0
58165557,584,201711.0,201711.0
766781991,1367,201711.0,201711.0
766781991,1003,201711.0,201711.0
1011668876,1083,201607.0,201607.0
1011668876,1063,201711.0,201711.0
926499809,2030,201711.0,201711.0
176707190,1238,201711.0,201711.0
275908927,792,201711.0,201711.0
8821659,1104,201711.0,201711.0
1005484133,180,201711.0,201711.0
731471307,1780,201711.0,201711.0
1078131219,1227,201711.0,201711.0
1018218035,1110,201711.0,201711.0
865589621,1987,201711.0,201711.0
514427770,932,,
1163008218,2278,201711.0,201711.0
802576866,1635,201711.0,201711.0
802576866,1635,,
887502847,867,201711.0,201711.0
133746071,511,201711.0,201711.0
825085781,551,201612.0,201612.0
716838666,1920,201711.0,201711.0
1191254660,1411,201711.0,201711.0
690111956,1867,201711.0,201711.0
532386625,2393,,
532386625,2283,201711.0,201711.0
1058552500,333,201711.0,201711.0
1094485325,1938,201711.0,201711.0
635706789,1376,201711.0,201711.0
6752179,444,201711.0,201711.0
6752179,444,,
1064971831,1072,201711.0,201711.0
1155942293,2421,201607.0,201702.0
297840921,1374,201711.0,201711.0
135026013,1487,201711.0,201711.0
507433114,589,201306.0,
507433114,1633,201801.0,201801.0
507433114,311,201607.0,201702.0
507433114,15,,
471931044,1219,201711.0,201711.0
752953932,565,201711.0,201711.0
424007840,880,201711.0,201711.0
683842638,1440,201711.0,201711.0
1057417896,2124,201711.0,201711.0
1165654536,1523,201112.0,
1165654536,1626,201108.0,
1165654536,947,201112.0,
1165654536,1172,201108.0,
1165654536,552,201112.0,
1165654536,175,201112.0,
172705492,440,201711.0,201711.0
1003786822,496,201711.0,201711.0
1218459383,846,201711.0,201711.0
1162881188,1001,201711.0,201711.0
464489452,41,201711.0,201711.0
146477661,558,201711.0,201711.0
146477661,2503,201308.0,
1151926621,674,201711.0,201711.0
1149932031,1636,201711.0,201711.0
384974106,1949,201711.0,201711.0
207370900,476,201711.0,201711.0
207370900,40,201711.0,201711.0
812482882,206,201312.0,
812482882,2503,201312.0,
812482882,320,201711.0,201711.0
388851900,1525,201711.0,201711.0
634924543,2452,201711.0,201711.0
489081781,1012,201607.0,201607.0
489081781,1293,200904.0,
972603126,2114,201711.0,201711.0
74749060,2331,201711.0,201711.0
280380005,1422,201711.0,201711.0
747551895,154,,
950477262,63,201007.0,
950477262,1506,201007.0,
950477262,1972,201007.0,
950477262,400,201007.0,
950477262,1322,201007.0,
950477262,1786,201007.0,
950477262,1851,201007.0,
950477262,660,201007.0,
1067030732,2103,201711.0,201711.0
1067030732,2103,,
352833104,1827,201711.0,201711.0
874434067,334,201711.0,201711.0
814750034,874,201711.0,201711.0
705054375,209,201711.0,201711.0
39148641,673,201711.0,201711.0
213159696,547,201711.0,201711.0
670991159,1489,201711.0,201711.0
952315954,1749,201711.0,201711.0
462279813,1645,201607.0,201702.0
462279813,133,201711.0,201711.0
1127446955,1231,201711.0,201711.0
781920232,1842,201711.0,201711.0
893764247,2135,201711.0,201711.0
893764247,2135,,
307832564,1069,201711.0,201711.0
57508129,134,201711.0,201711.0
226791803,1061,201711.0,201711.0
722657309,1530,201711.0,201711.0
217405006,1438,201711.0,201711.0
540725588,2051,201711.0,201711.0
997864454,293,201711.0,201711.0
420128370,1751,201711.0,201711.0
212936139,1323,,
120016698,1215,201711.0,201711.0
889215358,1048,201711.0,201711.0
708296085,803,201711.0,201711.0
494655806,2132,201712.0,201712.0
1082685891,1947,201711.0,201711.0
1042476978,2376,201711.0,201711.0
836262811,1669,,
1010521891,1986,201711.0,201711.0
663195445,395,201711.0,201711.0
434369652,1221,201711.0,201711.0
770023067,2095,201711.0,201711.0
1020595851,2301,201711.0,201711.0
923259323,1479,201711.0,201711.0
450806114,2282,201711.0,201711.0
710072547,1540,201711.0,201711.0
710072547,2356,201207.0,
710072547,2160,201207.0,
710072547,149,201207.0,
720509517,217,201711.0,201711.0
720509517,2001,201711.0,201711.0
32451397,2414,201711.0,201711.0
75056894,1452,201612.0,201612.0
75056894,1452,201708.0,201708.0
208602029,1599,201711.0,201711.0
208602029,895,201711.0,201711.0
379192079,1333,201711.0,201711.0
379192079,93,201711.0,201711.0
379192079,1334,201711.0,201711.0
100233421,1289,201711.0,201711.0
286859787,1061,201711.0,201711.0
932526009,515,201711.0,201711.0
237634336,711,201711.0,201711.0
959080401,2295,201711.0,201711.0
170330044,2357,201711.0,201711.0
919169251,1953,201711.0,201711.0
742400980,421,201711.0,201711.0
856005278,1721,201711.0,201711.0
142676695,172,201711.0,201711.0
142676695,2503,201306.0,
255617404,55,201711.0,201711.0
744113346,2401,201711.0,201711.0
744113346,799,201607.0,201612.0
997431433,825,201711.0,201711.0
332785190,500,201711.0,201711.0
1030735457,785,201711.0,201711.0
1065599506,1517,201711.0,201711.0
676421585,2391,201711.0,201711.0
967318809,8,201711.0,201711.0
967318809,2315,201711.0,201711.0
224125503,717,201711.0,201711.0
799568105,802,201607.0,201612.0
922231918,396,201607.0,201607.0
922231918,933,201709.0,201709.0
647570801,985,201712.0,201712.0
647570801,985,201712.0,201712.0
647570801,155,201712.0,201712.0
647570801,155,201712.0,201712.0
647570801,985,201709.0,201709.0
647570801,155,201709.0,201709.0
417928253,2503,201105.0,
417928253,538,,
190741069,862,201711.0,201711.0
715876606,778,200712.0,
715876606,1016,200712.0,
1051752215,772,201711.0,201711.0
69864218,2395,201711.0,201711.0
1018494927,2330,201711.0,201711.0
136649949,1478,200806.0,
136649949,174,201711.0,201711.0
619642009,1928,200809.0,
619642009,118,201711.0,201711.0
619642009,118,,
619642009,1369,,
586195456,1146,201607.0,201702.0
915092028,239,201711.0,201711.0
289406577,1666,201711.0,201711.0
1028027711,996,201711.0,201711.0
210383067,1472,201711.0,201711.0
1151359164,1892,201711.0,201711.0
38245912,398,201711.0,201711.0
254014915,709,201711.0,201711.0
254014915,782,201711.0,201711.0
527302025,671,201711.0,201711.0
1085726638,2319,201612.0,201612.0
1085726638,1377,201711.0,201711.0
948822707,2497,201711.0,201711.0
620591783,2387,201711.0,201711.0
1005435467,1632,201711.0,201711.0
460199986,1335,201711.0,201711.0
5025536,518,201711.0,201711.0
1185979689,1207,,
1185979689,1556,201711.0,201711.0
1185979689,1556,,
49593012,413,201711.0,201711.0
1085932784,2285,201711.0,201711.0
327447823,2503,201311.0,
327447823,161,201311.0,
327447823,1962,201311.0,
327447823,256,201311.0,
327447823,490,201311.0,
327447823,1484,201311.0,
327447823,562,201311.0,
327447823,1758,201711.0,201711.0
327447823,2156,201311.0,
327447823,600,201711.0,201711.0
327447823,363,201711.0,201711.0
327447823,2084,201711.0,201711.0
327447823,275,201711.0,201711.0
327447823,596,201711.0,201711.0
327447823,1496,201711.0,201711.0
565113965,1446,201711.0,201711.0
194970450,348,201711.0,201711.0
194970450,349,201711.0,201711.0
590790420,607,201711.0,201711.0
709705445,2198,201711.0,201711.0
1188467492,2146,201711.0,201711.0
1188467492,5,201711.0,201711.0
27666724,2384,201612.0,201612.0
27666724,615,201612.0,201612.0
901185712,1951,201711.0,201711.0
407546436,30,201711.0,201711.0
380197125,857,201711.0,201711.0
862518655,578,,
170154605,800,201711.0,201711.0
11578219,2098,201710.0,201710.0
1106791339,1073,201711.0,201711.0
103538899,629,201711.0,201711.0
94136991,564,201711.0,201711.0
1077119028,916,201709.0,201709.0
1077119028,1151,201607.0,201607.0
1077119028,916,201712.0,201712.0
1077119028,1050,201712.0,201712.0
1077119028,1151,201712.0,201712.0
1077119028,916,201712.0,201712.0
1077119028,1050,201712.0,201712.0
1077119028,1151,201712.0,201712.0
1077119028,1050,201709.0,201709.0
695526356,1266,201711.0,201711.0
695526356,1266,,
700384826,574,201711.0,201711.0
700384826,1656,201612.0,201612.0
700384826,181,201711.0,201711.0
700384826,1656,201711.0,201711.0
140640476,498,201711.0,201711.0
725175640,53,201711.0,201711.0
1066891061,664,201711.0,201711.0
483084153,764,201305.0,
483084153,10,201711.0,201711.0
931883693,2052,201711.0,201711.0
931883693,1819,201211.0,
996030320,1051,201711.0,201711.0
208523205,3,201711.0,201711.0
698364185,1802,201711.0,201711.0
327107238,1610,201212.0,
1018107647,797,201711.0,201711.0
1094467953,2006,201711.0,201711.0
52854757,998,201607.0,201702.0
52854757,1654,,
1162220290,2028,201305.0,
1201794855,1021,201711.0,201711.0
829845947,2322,201711.0,201711.0
158248251,208,201711.0,201711.0
1018069886,330,201607.0,201702.0
760576075,1755,201709.0,201709.0
876006391,327,201711.0,201711.0
1215821485,1569,201607.0,201705.0
1229741895,2369,201711.0,201711.0
1229741895,1553,201711.0,201711.0
1229741895,1143,201708.0,201708.0
672327129,2503,201309.0,
672327129,300,201711.0,201711.0
755138139,2503,201004.0,
755138139,806,201607.0,201708.0
1092343558,689,201607.0,201706.0
1092343558,1127,201607.0,201609.0
1092343558,1531,201607.0,201609.0
1092343558,1127,201612.0,201612.0
1092343558,1129,201607.0,201609.0
1092343558,1531,201612.0,201612.0
1092343558,1128,201607.0,201609.0
1092343558,1129,201612.0,201612.0
1092343558,1128,201612.0,201612.0
716930547,2291,201711.0,201711.0
76278720,316,,
76278720,1929,201607.0,201612.0
76278720,2346,201607.0,201612.0
76278720,1642,201612.0,201612.0
76278720,1996,201607.0,201607.0
76278720,2503,201309.0,
76278720,1324,201607.0,201708.0
553787562,1533,201711.0,201711.0
553787562,294,201711.0,201711.0
279005699,1991,201711.0,201711.0
432161556,2306,201711.0,201711.0
720719528,1954,,
720719528,706,,
720719528,706,201711.0,201711.0
1113555915,1770,201612.0,201612.0
1113555915,2383,201711.0,201711.0
221080726,2407,201711.0,201711.0
643346326,2412,201711.0,201711.0
653184071,1748,,
518601962,1566,201612.0,201612.0
629648204,1639,201711.0,201711.0
1188349896,1552,201607.0,201705.0
1188349896,2382,201607.0,201705.0
1188349896,2503,201303.0,
809284296,2304,201711.0,201711.0
844589179,793,201711.0,201711.0
625732720,2503,201201.0,
1082243975,1587,201711.0,201711.0
146510672,1948,201711.0,201711.0
1179072556,763,200708.0,
1179072556,1558,201801.0,201801.0
1179072556,2503,201107.0,
1117127933,1263,201711.0,201711.0
261482098,2,201711.0,201711.0
375798270,1801,201711.0,201711.0
659288071,204,,
978827451,315,201710.0,201710.0
718426174,2019,201711.0,201711.0
593631230,619,201612.0,201612.0
593631230,1960,201711.0,201711.0
316092570,1992,201711.0,201711.0
836910852,2392,201711.0,201711.0
155522038,651,,
649788003,46,,
378554813,2125,201711.0,201711.0
1230336904,1973,201711.0,201711.0
775583569,156,201710.0,201710.0
407207628,2247,201712.0,201712.0
200142270,262,201711.0,201711.0
1189743165,1582,201208.0,
968037697,1989,201711.0,201711.0
1052219378,2010,201612.0,201612.0
1052219378,2009,201612.0,201612.0
1107414197,2054,201711.0,201711.0
263127758,309,,
817668212,978,201711.0,201711.0
574226120,1893,201711.0,201711.0
315057141,662,201711.0,201711.0
1203317006,707,201607.0,201706.0
353970327,991,201712.0,201712.0
459791316,1769,201208.0,
1050159128,441,201711.0,201711.0
648864066,619,201612.0,201612.0
648864066,2119,201711.0,201711.0
209522538,1590,201711.0,201711.0
248264924,777,201711.0,201711.0
734758428,883,201607.0,201702.0
715868012,135,201711.0,201711.0
593995034,569,201711.0,201711.0
225803089,506,201711.0,201711.0
1230510896,94,201711.0,201711.0
73993940,1032,201711.0,201711.0
647313960,641,201711.0,201711.0
328074928,1612,201711.0,201711.0
876474681,1655,201711.0,201711.0
389178900,804,201711.0,201711.0
1028369045,1923,201711.0,201711.0
558787191,586,201607.0,201612.0
1207030622,2170,201607.0,201612.0
1207030622,2252,201607.0,201612.0
1207030622,2072,201607.0,201612.0
1207030622,131,201607.0,201612.0
1207030622,2118,201702.0,201706.0
898306591,296,201711.0,201711.0
310206872,601,,
310206872,601,201612.0,201612.0
1024186033,89,201607.0,201702.0
234404727,2035,201309.0,
1128281818,1295,201711.0,201711.0
251810305,1615,201711.0,201711.0
488925926,473,201711.0,201711.0
384775553,1543,201711.0,201711.0
998671920,1927,201711.0,201711.0
846319954,532,201711.0,201711.0
846319954,1171,201711.0,201711.0
603865048,264,201711.0,201711.0
445220130,277,201609.0,201609.0
1152309238,1592,201711.0,201711.0
667545069,224,201702.0,201702.0
667545069,1737,201711.0,201711.0
667545069,905,201607.0,201607.0
425173736,989,201711.0,201711.0
425173736,2347,201711.0,201711.0
618517231,1963,201711.0,201711.0
1128682595,164,201711.0,201711.0
831677751,1513,201711.0,201711.0
831677751,626,201711.0,201711.0
867564755,1767,201801.0,201801.0
867564755,822,201607.0,201612.0
867564755,45,,
867564755,45,201801.0,201801.0
356856567,822,201607.0,201612.0
356856567,45,201801.0,201801.0
356856567,1767,201801.0,201801.0
356856567,45,,
1107560411,1391,,
1107560411,307,,
1189382204,241,201711.0,201711.0
1189382204,241,,
524853474,2193,201711.0,201711.0
583114121,715,201712.0,201712.0
583114121,715,201712.0,201712.0
583114121,56,201607.0,201612.0
198740367,1002,201711.0,201711.0
209639730,1752,201711.0,201711.0
802540167,1524,201711.0,201711.0
446274146,993,201711.0,201711.0
612621778,235,201711.0,201711.0
694459494,1077,201711.0,201711.0
325265909,1952,201711.0,201711.0
325265909,1551,201607.0,201702.0
627653926,1064,201711.0,201711.0
174838085,513,201711.0,201711.0
911243271,2454,201711.0,201711.0
794653722,1031,201711.0,201711.0
1037965169,1919,201711.0,201711.0
450904367,1228,201711.0,201711.0
991811367,1094,201711.0,201711.0
700450176,1950,,
700450176,1684,,
793828820,2335,201711.0,201711.0
112231894,1564,201711.0,201711.0
306996078,1417,201711.0,201711.0
968150919,975,201711.0,201711.0
742120449,1004,201711.0,201711.0
720945377,242,201711.0,201711.0
464408693,896,201711.0,201711.0
254160203,225,201711.0,201711.0
407904122,1913,201711.0,201711.0
544510971,1829,201711.0,201711.0
218786648,837,201711.0,201711.0
218786648,1329,201711.0,201711.0
218786648,1895,,
218786648,837,,
254587405,447,201711.0,201711.0
564619951,1627,201711.0,201711.0
750718972,810,201711.0,201711.0
676267292,2026,201711.0,201711.0
945933571,2004,201711.0,201711.0
945933571,31,201607.0,201702.0
517353431,1010,201801.0,201801.0
1164908871,1201,201711.0,201711.0
114179367,138,,
114179367,1337,201607.0,201612.0
114179367,24,201607.0,201612.0
61794653,2418,,
61794653,1074,,
61794653,643,,
390647688,137,201711.0,201711.0
40753836,2198,201711.0,201711.0
1092084658,986,201711.0,201711.0
920614612,910,201711.0,201711.0
914057908,708,201612.0,201612.0
914057908,1926,201711.0,201711.0
388483646,2277,201711.0,201711.0
426526636,1807,201607.0,201702.0
723684721,2055,201711.0,201711.0
1005206680,355,201711.0,201711.0
1005206680,355,201612.0,201612.0
184290262,1415,,
737157260,2419,,
737157260,2419,201711.0,201711.0
603286004,1037,201711.0,201711.0
606811381,475,201711.0,201711.0
452175371,2406,201711.0,201711.0
748711858,52,201711.0,201711.0
748711858,1286,201711.0,201711.0
748711858,328,201607.0,201705.0
277254951,1637,201711.0,201711.0
569324456,1801,201711.0,201711.0
748545376,2150,201711.0,201711.0
135542534,631,201710.0,201710.0
1228052139,1814,201711.0,201711.0
284778927,1554,201711.0,201711.0
587710733,972,201607.0,201609.0
214295629,478,201711.0,201711.0
173528591,725,201711.0,201711.0
1031707379,1990,201711.0,201711.0
463935137,1058,201711.0,201711.0
105575276,1716,201711.0,201711.0
466789539,192,201711.0,201711.0
19355525,1432,201711.0,201711.0
1003813239,1304,201711.0,201711.0
428159673,2503,201006.0,
225394176,2503,201108.0,
225394176,2503,201108.0,
225394176,1426,200905.0,
94198675,2088,201711.0,201711.0
94198675,1132,201711.0,201711.0
1054467519,943,201711.0,201711.0
1044226112,150,201612.0,201612.0
1083257511,2362,201711.0,201711.0
784543149,140,201711.0,201711.0
784543149,452,201711.0,201711.0
784543149,1969,201711.0,201711.0
784543149,2183,201711.0,201711.0
393355112,621,201711.0,201711.0
674442998,233,201711.0,201711.0
1082490942,218,201711.0,201711.0
1082490942,1061,,
856131192,2366,201711.0,201711.0
1156237838,141,201607.0,201702.0
173425626,365,,
1233351534,1510,201712.0,201712.0
1233351534,367,201712.0,201712.0
1233351534,367,201712.0,201712.0
966456960,1061,201711.0,201711.0
550882120,922,201711.0,201711.0
1099012275,542,201711.0,201711.0
131885746,503,201711.0,201711.0
859047825,1046,201711.0,201711.0
827852465,723,201711.0,201711.0
71374755,1170,201711.0,201711.0
170689014,2503,201011.0,
170689014,2367,,
170689014,2503,201011.0,
170689014,1976,201211.0,
300866435,278,201607.0,201702.0
300866435,278,201712.0,201712.0
300866435,278,201712.0,201712.0
957335499,981,201711.0,201711.0
957335499,252,200910.0,
957335499,710,200705.0,
957335499,981,,
909677876,525,201612.0,201612.0
909677876,281,201711.0,201711.0
909677876,281,201612.0,201612.0
909677876,1413,201711.0,201711.0
909677876,366,201612.0,201612.0
909677876,525,201711.0,201711.0
909677876,366,201711.0,201711.0
909677876,1981,201109.0,
909677876,350,201711.0,201711.0
163836302,1187,201612.0,201612.0
163836302,74,201612.0,201612.0
163836302,1141,201612.0,201612.0
163836302,301,201612.0,201612.0
177233633,1087,201711.0,201711.0
612973161,510,201711.0,201711.0
232878265,869,201711.0,201711.0
614998892,2402,201711.0,201711.0
134796652,2417,201711.0,201711.0
715299087,826,201607.0,201705.0
615178523,931,201711.0,201711.0
615178523,931,201612.0,201612.0
615178523,1936,201711.0,201711.0
615178523,1934,200703.0,
615178523,637,201711.0,201711.0
835862955,431,201711.0,201711.0
706925528,488,201612.0,201612.0
706925528,488,,
706925528,841,201612.0,201612.0
794337401,2053,201612.0,201612.0
663498072,451,201612.0,201612.0
1139812428,926,201712.0,201712.0
1139812428,926,201712.0,201712.0
705310922,2333,201612.0,201612.0
1075680007,541,201712.0,201712.0
1075680007,541,201712.0,201712.0
1187165635,188,201612.0,201612.0
165029844,1790,201612.0,201612.0
506589439,73,201709.0,201709.0
760232610,1245,201710.0,201710.0
760232610,1653,201710.0,201710.0
760232610,1274,201710.0,201710.0
760232610,2206,201710.0,201710.0
760232610,732,201710.0,201710.0
760232610,2438,201710.0,201710.0
760232610,1280,201710.0,201710.0
760232610,1899,201710.0,201710.0
