entid,ispublic,ANCHEYEAR,so1,so2,so3,so4,so5,totalWagesSo1,totalWagesSo2,totalWagesSo3,totalWagesSo5,totalPaymentSo1,totalPaymentSo2,totalPaymentSo3,totalPaymentSo4,totalPaymentSo5,unPaidSocialInsSo1,unPaidSocialInsSo2,unPaidSocialInsSo3,unPaidSocialInsSo4,unPaidSocialInsSo5,honor_num,illegad_num,yea_sub,web_dum,ENTTYPE,INDUSTRYPHY,REGCAP,REGCAPCUR,RECCAP,PARNUM,LIMPARNUM,PARFORM,EXENUM,brand_num,cancel_dum,certificate_num,tax_dum
1134127066,1,2017,0.147229544,-1.194413177,-0.775523343,1.412619729,1.2596666,1.535180224,1.784595373,-0.659407529,1.925608944,-1.072297496,-1.892419141,0.780156203,0.327892492,-0.594273401,0.401347248,0.909363472,0.518554278,1.013332963,-0.983610324,,,,,,,,,,,,,,,,,
73384809,1,2016,0.265815097,0.790962016,-0.217567821,0.580475833,-0.951531862,0.176069419,0.428366646,-0.497464012,1.77810875,-1.203945786,0.43441561,1.029669275,-1.798991217,-0.604623566,0.524856973,1.415112926,-0.519427491,-0.388802145,0.670422323,,,,,,,,,,,,,,,,,
690781913,1,2017,2.785964928,0.875953094,-0.130501876,-0.575643404,0.724284216,-0.299748037,-2.047311742,0.75209876,0.977906056,0.496425569,0.550645643,0.703353979,-0.092468146,0.209962215,1.1605369,0.475485448,-2.478592443,0.208435372,1.175419311,,,,,,,,,,,,,,,,,
1041614706,1,2017,3.759763226,2.365662838,0.137808666,1.024001288,3.488660571,0.963354472,1.122282882,1.157527236,1.261756702,-2.064026178,0.515657225,0.365913289,1.94630433,0.053591981,0.031418374,-0.294655896,-0.123754002,-1.251828202,-1.656032646,,,,,,,,,,,,,,,,,
1041614706,1,2016,2.315006182,3.512480585,2.72159153,2.1320414,1.888739342,5179.730932,6424.019035,9733.429521,5840.40372,1450.068087,98.79429516,935.1981171,11.89967646,34.40866579,-1.299067564,0.03504913,-0.857868808,2.088202936,-0.603440107,,,,,,,,,,,,,,,,,
140245352,1,2016,-0.088801283,-0.703196976,-0.216568706,-0.142360477,-1.578071452,1.850975864,2.402713527,-0.159343629,0.087370222,1.099198347,0.941234435,0.976369816,-0.414625606,-1.192037998,0.065810533,1.069488271,0.795358028,-1.442296868,-0.387774173,,,,,,,,,,,,,,,,,
769345668,1,2016,-0.768427059,0.241053005,-0.372722086,0.643964906,0.022629515,1.168330811,0.495285282,0.375455588,-1.04899925,0.992715216,-1.189130813,0.011666286,-1.370327138,-0.699515829,-0.645099744,-0.623221241,-0.096399987,1.241487979,0.14304588,,,,,,,,,,,,,,,,,
1018107647,1,2016,0.768516963,-0.377440556,0.908769873,-0.099096521,0.31786613,1.196566102,-0.302279754,0.976572981,-0.976812483,-0.99722155,-2.897614317,-0.502929415,1.38041652,1.331005486,-0.480734625,0.465984426,1.140915669,-0.258597434,0.252625955,,,,,,,,,,,,,,,,,
541611389,1,2017,4.550180467,3.635379882,4.781979556,4.034183255,6.02595751,1.890834153,2.065102084,2.380278738,0.479159154,1.402264146,-0.085004163,-0.265916162,-1.514225651,-0.118292819,0.446191939,-1.21635817,0.09776841,0.196779996,-2.119480397,,,,,,,,,,,,,,,,,
541611389,1,2016,4.531774062,4.214184197,5.774903002,4.185970326,5.455338407,2.388904382,1.434728435,0.834256226,0.848718062,5.005770245,0.412960697,2.573678908,1.14196051,-0.593082767,0.602538245,-0.322138145,-1.010437421,0.770578384,-1.511688674,,,,,,,,,,,,,,,,,
1080671378,1,2017,8.72821921,7.742763142,8.656325895,8.630067298,7.929382609,0.754240853,1.216662103,1.063736461,-0.229457206,-0.089353022,0.718180125,-1.186159939,0.547492525,-0.532178054,0.526808328,2.606865556,1.317162201,0.985256232,0.099608859,,,,,,,,,,,,,,,,,
1080671378,1,2016,6.526780282,7.602401903,7.427459832,7.204949167,7.594864986,-0.128928294,-0.37691688,-0.622107792,-0.167524835,1.248651797,-0.110619,-0.763731546,-1.153826679,-0.071813194,0.562900353,-0.527871513,-1.896779435,0.772380676,-0.647457938,,,,,,,,,,,,,,,,,
739577462,1,2016,0.312327267,-0.758675364,0.806568293,0.133274682,-1.19693944,0.701753963,-0.366051538,0.217658299,0.090395018,-1.085767433,0.9179941,0.197837861,-1.231857916,0.422164105,-0.322355741,0.734290739,-1.200806264,1.441560152,-2.449667237,,,,,,,,,,,,,,,,,
958908459,1,2017,0.942319731,-0.044602072,2.044294074,-0.498031517,-0.413051575,-1.358111532,-0.144635221,-0.275044279,2.234245913,-0.218638394,0.314306691,-0.367298063,-0.204676282,-0.546777158,-0.854628471,0.555181392,1.128082831,0.223259899,0.058372124,,,,,,,,,,,,,,,,,
553787562,1,2016,-0.123230547,0.938916437,-1.754778977,-2.906711193,1.178514673,0.100308577,1.095565332,0.131276306,0.291515778,0.383167316,-1.10920242,0.239587421,-0.272961942,0.343137822,-0.917259734,0.119682872,2.359410711,-0.109941679,1.312501643,,,,,,,,,,,,,,,,,
94628547,1,2016,-1.851242845,1.419123387,0.073315995,-0.341507052,0.676598193,1.304139425,0.632868019,1.1704953,-1.38590025,-1.279158178,-1.555727419,0.58052954,0.807264792,-0.746600474,-0.117298969,-0.748465238,0.102866265,1.285153625,0.857859298,,,,,,,,,,,,,,,,,
649788003,1,2017,-0.454661616,-0.981933214,-0.969313364,-1.205994116,0.617542928,1.796668878,-0.099957529,-0.446961569,-1.388754225,-1.960195497,1.158393594,1.606212526,1.017363301,0.448317203,-0.87882609,1.443865328,-0.916161154,-0.326175549,-0.619058474,,,,,,,,,,,,,,,,,
978425250,1,2016,-1.368350493,-2.078564295,0.285972446,0.89751991,-0.320551812,-0.226081153,-0.804459848,0.182972478,-1.789855682,1.676770948,0.602716759,0.953684181,0.235897535,-0.273823041,1.411166812,0.653804654,2.035701413,0.843382046,1.720880891,,,,,,,,,,,,,,,,,
487814001,1,2016,-0.213278825,-0.327364673,0.390918738,0.496430819,0.530314341,-0.002659846,-1.503652723,-1.1105689,-0.888332394,-0.47667889,-0.215625,1.461608654,-0.491668259,-0.138138007,-1.331087989,-0.769026577,-0.097736942,-0.04595443,-0.329955553,,,,,,,,,,,,,,,,,
109349946,1,2017,-0.157483241,1.270465695,0.098781669,-0.188312452,-0.130514411,-0.317493981,-0.591404049,-0.381197314,1.915568245,-0.03056649,0.513481239,1.732443806,1.992372681,-1.04000613,-0.890737992,-0.196714044,-0.4590989,-1.134902186,-1.756173811,,,,,,,,,,,,,,,,,
380336498,1,2017,-0.113915152,-0.529631628,0.022281078,-0.118255421,-0.766104498,-1.759830933,2.269174244,0.156728806,1.335501495,-0.173869876,0.758360897,-0.635919435,-0.919326635,-0.800120386,-1.366665162,0.09529716,0.110627405,1.443692647,-0.527284166,,,,,,,,,,,,,,,,,
170154605,1,2016,0.775400642,0.784191901,-1.594066907,-0.364016242,0.093818663,-0.377749648,0.892633141,-0.37210268,0.960548856,1.491586598,0.595236018,0.125986528,-0.513602509,0.1782947,0.559229868,0.582743963,0.329036036,-0.112340898,2.090076096,,,,,,,,,,,,,,,,,
1051752215,1,2017,0.304145453,0.140847614,-0.981040475,-0.501073402,-1.496056349,-1.14282116,-0.671189941,-1.468345859,-0.26749831,-1.024734952,-0.705747617,-0.421818948,-0.023682992,0.314423897,-1.237218618,2.232050588,0.571024081,-0.306959854,0.249801804,,,,,,,,,,,,,,,,,
1051752215,1,2016,0.720647335,0.298049892,-0.90022146,-0.475010749,-0.201005252,1.159850352,-0.638286722,-1.053794491,1.130582091,-2.284462681,-0.601634582,1.730468013,-0.409040428,-1.372530163,-0.849714423,0.547682964,0.266619618,0.697068921,0.560758941,,,,,,,,,,,,,,,,,
177845150,1,2016,0.00964218,-0.126590144,-2.002516174,0.975949874,-0.863705941,-0.143873157,2.086549252,1.063509977,-0.599989763,-0.260653933,0.610615293,0.461806028,0.842891514,-0.712560539,-0.930506579,0.871977153,0.318401406,1.013043588,0.499305441,,,,,,,,,,,,,,,,,
897511444,1,2017,1.099065332,1.369717426,-0.228799373,0.415902715,0.400612823,1.282489846,0.163154127,0.288355996,1.984659389,-0.950580131,-1.277719393,-0.502550755,-1.910677755,1.617126713,0.67151859,0.018863063,-0.766972354,0.670371086,0.352776919,,,,,,,,,,,,,,,,,
897511444,1,2016,-1.460277587,-0.758824661,0.60379666,0.105745067,1.255698404,0.952973132,-0.901294321,0.639029884,-0.566061228,1.408173094,0.831074119,0.536177399,-0.206650998,-1.094682074,-0.860620799,1.001622115,-1.460296335,0.909474194,-2.093433161,,,,,,,,,,,,,,,,,
32025878,1,2017,-0.017828793,0.462843925,-0.122303951,1.288683903,-0.114623138,0.859575056,-1.587571814,-0.594072879,0.511091544,0.581566959,-0.161009354,1.013955071,-1.381374567,-0.160260499,0.410773979,1.171338999,0.12797005,-0.88204069,1.347980545,,,,,,,,,,,,,,,,,
173608654,1,2017,-1.164139628,0.5950147,-0.043110423,0.524284367,1.559802074,-1.348236667,0.236553203,0.91513274,-0.063902853,-0.854884269,-1.444288105,-0.516658902,1.424499618,0.158242555,1.912465199,0.081236251,-0.967828761,-0.268182899,-0.940501852,,,,,,,,,,,,,,,,,
842409546,1,2016,-0.361788805,-1.090868805,1.553666278,-0.632875034,-0.639075581,-1.092035161,-0.570725745,-0.282467548,-1.429266104,-1.273745124,0.730130844,1.355747277,-0.265414814,-1.047602036,1.703286081,0.715168162,-0.040803631,0.444595804,-0.194807958,,,,,,,,,,,,,,,,,
586195456,1,2017,2.174645401,-0.761360167,3.166838912,4.16671295,3.76344745,1.180178155,-0.35344814,2.886590982,0.33158054,-0.624520603,-0.510146283,-0.477907686,-1.42456464,1.269003143,-0.471372209,0.01799164,-0.367807736,0.076303665,0.214288084,,,,,,,,,,,,,,,,,
586195456,1,2016,4.654915973,4.330833815,3.972945437,5.003633804,3.816090784,0.042180354,0.248861828,3.584550197,2.034375264,1.737030249,-0.960932663,0.057483113,0.121626753,0.091545013,2.035573793,-2.855519195,0.29582572,-0.979130783,1.506003344,,,,,,,,,,,,,,,,,
421635817,1,2016,5.139540987,3.652901011,5.205197646,3.016290119,3.8025437,1.276202036,0.30876118,-0.89796102,1.281212323,10.33218744,1.833765696,5.47780018,0.663298426,-1.164291356,8.431112028,0.677664719,4.917715075,1.063090966,0.385991776,,,,,,,,,,,,,,,,,
334660907,1,2016,1.028961803,3.324417549,2.886438366,1.961537502,2.203267163,19.63808941,19.75047102,18.70734746,19.67048149,5.812620099,1.277316399,-0.062214685,0.078634396,2.965404303,-0.924103688,-1.529771493,-0.222357539,0.301621146,-0.348081769,,,,,,,,,,,,,,,,,
1174402087,1,2017,5.079857489,6.324474299,4.75688078,6.31724855,1.573799984,3.065587645,3.525676724,3.41475958,0.152296992,9.236603108,-0.40195001,2.524781839,-1.103490559,-0.678605646,0.376953923,0.426611883,0.172374186,-1.321696354,0.108612754,,,,,,,,,,,,,,,,,
1120577622,1,2016,9.697411645,9.37511619,10.65575053,9.873024302,10.91788707,2.145254916,4.231402908,3.224034219,2.613820473,2.368511005,-1.953970216,-0.284700048,-1.308081658,0.405441245,0.773682638,-0.60775097,2.581515166,-0.620685493,-0.248152016,,,,,,,,,,,,,,,,,
582674865,1,2016,-0.592757833,0.725176191,-0.499126556,0.09781497,0.865508682,-1.965055735,-1.545984986,,0.565560801,-0.327237516,1.852192312,-1.547220125,0.975782514,-1.167299757,,,,,,,,,,,,,,,,,,,,,,
850424865,1,2016,1.046132104,0.903797178,-1.057250475,0.653287237,0.88357253,0.165801197,-0.293671302,-1.443795799,-1.369403449,-0.831944243,-0.824426136,0.839589123,-1.893560688,2.355041696,1.395319155,0.018812706,1.585607605,-0.892138995,1.008422884,,,,,,,,,,,,,,,,,
950966820,1,2016,1.091566856,-0.27085045,-1.792546979,0.090781238,-0.301946228,0.543309628,-0.008322471,-1.665012956,2.535387443,-0.553118139,1.270561531,-0.36984651,-0.575187887,-1.162472854,-0.234386332,2.563421903,-0.303720116,0.132834517,-0.352092632,,,,,,,,,,,,,,,,,
862518655,1,2017,1.259638292,-1.322720586,-0.738005974,-0.794984307,-0.372377171,0.635194599,-0.938112942,-2.055382038,-0.547946466,0.923632091,-1.019159779,-1.083034588,1.31800987,0.043652662,0.289550559,1.618669272,0.417807518,-0.764643606,1.11257643,,,,,,,,,,,,,,,,,
297840921,1,2017,8.270103859,8.751556322,8.128163665,10.36152625,8.365956926,-2.584287769,0.933441918,1.134086891,1.489204015,-0.827318985,-0.852702492,-0.339402127,-0.373828684,0.423349864,1.323819617,-1.212291612,0.555381055,0.362774275,0.132850699,,,,,,,,,,,,,,,,,
1183612658,1,2017,0.305936125,0.992326833,-0.230654969,0.272446011,0.534629357,0.059241987,1.499197235,-0.052650209,-0.743567297,-0.212565416,-0.33544023,-0.935711698,-0.990067552,0.522867757,0.426381883,0.660755377,1.810212084,0.02904682,0.849103396,,,,,,,,,,,,,,,,,
1183612658,1,2016,-1.821579311,0.671640422,-1.100317598,1.278433493,-0.864532249,1.128124982,-0.281527192,-2.306115446,0.104725827,-0.505629237,-0.099180918,0.159158452,0.301794575,1.259188142,-1.715432168,-0.883479613,-0.520238227,1.114039068,0.428308012,,,,,,,,,,,,,,,,,
167537706,1,2016,-0.092921498,-2.157282357,-0.477701345,1.826417211,-0.296040028,0.338402796,1.390848599,-1.117699834,-0.476372309,-0.385195514,-1.147087589,1.19344976,1.660849757,0.798175226,0.828550316,0.854738402,0.209481141,0.211941091,-1.623134405,,,,,,,,,,,,,,,,,
1065763127,1,2017,1.018451991,-1.543914511,-0.846471156,-0.316701176,0.006700686,-0.762540371,2.159474437,0.371120454,-1.595154718,-0.957717139,0.535213011,-0.749559133,-0.245058655,-1.6097405,-0.686559371,1.249924693,-0.435761236,-0.91087685,0.300613809,,,,,,,,,,,,,,,,,
992237603,1,2017,0.512035154,1.316064796,-1.90836283,0.448752748,-1.41047373,0.44787503,-0.297513314,0.187352974,2.229971392,-0.748194242,1.786110987,0.227537768,-0.533626566,0.680860536,-0.296300612,-1.167330959,-0.88662382,-1.191691792,1.316031302,,,,,,,,,,,,,,,,,
992237603,1,2016,-0.715397375,0.604049969,-1.31892304,0.310174508,0.915716566,0.926181559,0.777498643,-1.40888933,0.707261829,-0.656723629,0.342282299,1.220942765,0.327811876,1.482289475,1.446939075,-3.099071556,-0.624982904,-0.133973981,-1.390277589,,,,,,,,,,,,,,,,,
1070182067,1,2017,1.645978258,2.449645433,-0.630314934,-1.182443484,0.098537639,-0.146687081,0.49324278,-0.581278896,0.975102394,-0.130032045,1.520485528,1.193494516,1.920659574,-0.102690126,0.038435563,-1.645471486,-1.665142379,-0.625081367,-2.431063391,,,,,,,,,,,,,,,,,
1070182067,1,2016,-1.431062321,0.981050224,-0.009379329,0.104662783,0.915095867,0.160483969,-1.953941352,0.788060452,1.19467129,-1.360127356,0.175932145,-0.465961485,-0.53927728,-0.813428024,0.523259394,2.152405811,1.969055839,-1.151664579,-1.693252766,,,,,,,,,,,,,,,,,
852094752,1,2017,-1.36497063,0.301776824,0.62143063,0.580289533,-1.081829689,-0.054493005,-0.311867957,1.037017025,-0.168952867,-0.538426624,-0.93538757,0.503821481,-0.257934764,-1.008064829,0.189322471,0.68615978,0.272039219,0.622469141,-1.363900742,,,,,,,,,,,,,,,,,
852094752,1,2016,0.485011041,1.388482484,0.07761611,-0.312709858,-0.210280701,0.341993924,0.047750028,0.608506674,0.289491594,-0.604134583,-1.28823076,0.563755735,-0.29893666,1.022776258,0.410690558,-1.523720599,-1.005020641,-1.29382655,0.935599989,,,,,,,,,,,,,,,,,
794816216,1,2017,0.186082342,-0.202445894,-0.606245502,0.566717226,0.380905688,1.02465674,-0.484073606,-1.351589398,0.421676433,-0.100563144,-0.089502287,0.42621608,-0.590735157,0.866346388,-1.507414293,0.029312353,0.217086856,-0.397442341,-1.050286071,,,,,,,,,,,,,,,,,
794816216,1,2016,-0.243850315,-1.257154583,-1.243076593,-0.885748276,0.667991446,-2.083137961,-0.037140683,1.741138773,0.003772278,0.263977414,-1.090093082,-0.624738302,-0.0547225,0.795387946,-0.050257915,1.304321908,-0.483191936,-0.95682807,-1.091475748,,,,,,,,,,,,,,,,,
212936139,1,2016,0.297170423,-1.642466306,1.658809282,0.826504452,1.04572353,-0.16430299,-0.602152742,0.021669656,0.052847882,0.62453154,-0.16646224,0.858718702,-0.093142477,-0.930413796,-0.760430321,0.778785227,-0.694569395,0.647859075,-0.741222636,,,,,,,,,,,,,,,,,
1145631240,1,2017,1.277804423,-0.692100371,-1.827596983,-1.528196259,0.396525119,0.697813432,-0.499526791,-0.402904899,0.048426637,-0.479777067,0.604402026,0.930392486,-1.640250187,1.039679917,-0.655447397,0.430034797,0.697590725,-0.639929992,1.22906015,,,,,,,,,,,,,,,,,
760576075,1,2017,-0.630495143,-1.604418922,0.269609714,-1.488511558,-0.102179298,0.685053017,-0.397813307,-0.731773368,2.636606254,-1.439485037,0.405914168,-1.65812361,-0.59761272,0.236551686,-0.099862159,0.161873544,1.16491929,0.982059129,-1.254303033,,,,,,,,,,,,,,,,,
527302025,1,2017,0.383561441,-1.363427401,-0.021701096,0.313479633,-1.671159646,-0.450990965,1.406355648,-0.578105073,-0.136640548,1.072513528,1.532455934,0.255380293,0.140865536,-0.558985884,0.839023767,-0.81150352,-1.244637534,0.098958878,0.151358847,,,,,,,,,,,,,,,,,
899638937,1,2017,-1.603215501,-0.970362992,1.173073995,-1.344742535,-0.660082044,-0.947577359,-1.089221228,1.022201973,0.061897433,-1.618023834,0.468588323,0.461871408,1.112662286,-1.012226821,0.175757809,0.167099306,0.67040311,1.890929859,0.014953195,,,,,,,,,,,,,,,,,
899638937,1,2016,-1.029612545,1.51493372,-0.759705765,0.662125016,0.204169093,0.354541704,-0.978712883,1.082708063,2.412683872,-1.262574756,1.69343988,0.094373422,2.415063524,0.908023959,-2.434433812,1.253638685,0.949737802,-0.076400139,-0.777932096,,,,,,,,,,,,,,,,,
470548263,1,2016,0.019080182,1.526817692,-2.099614545,0.061612497,-0.384924743,-0.889127798,-0.799664719,-1.042785387,-0.308691355,0.055442269,0.681535352,0.967490993,-2.372464805,0.08775109,-2.090980217,-0.346748542,-0.84721062,-0.616677483,0.277194843,,,,,,,,,,,,,,,,,
919821609,1,2016,2.641746853,-0.935406425,-0.542898329,0.140775721,1.365761642,0.068274365,-1.190908245,-0.504501805,-0.747272509,0.023257026,0.26683663,0.229087632,-2.19883171,0.167522691,0.829019824,1.703842729,0.171541799,-0.581187717,-1.193013307,,,,,,,,,,,,,,,,,
545175795,1,2017,0.184111138,1.443548379,-0.23779816,-0.727419464,0.38045916,-1.5906594,0.579311015,-2.108358712,-0.913823074,-0.479792588,-0.717678274,0.951218396,-1.881780844,1.146005781,1.504714688,-0.68066481,-1.036639335,-0.726001696,-0.111099112,,,,,,,,,,,,,,,,,
134796652,1,2017,1.531939017,1.556352361,1.965921374,1.598556449,2.19370529,-0.412261286,1.280262092,1.872236353,1.628893856,-0.48860872,-1.04310152,0.038067403,-0.532329895,0.965856327,0.500301682,-0.356861266,0.358881006,-0.744980108,1.183183669,,,,,,,,,,,,,,,,,
134796652,1,2016,1.84850762,2.858986696,1.851796308,1.194811432,2.621246993,1.478654051,0.871416901,0.781485365,0.792592574,4.422213802,-0.139513283,1.82701289,-0.24803718,0.563860073,0.683403352,0.488695397,-0.760439257,0.844780243,0.245973235,,,,,,,,,,,,,,,,,
1228052139,1,2016,2.121174479,0.399992046,-0.357117846,-0.401118717,0.971241859,0.823318734,-1.046894249,1.182134916,0.197672424,-0.176195988,0.776986119,1.246488642,-0.651888353,-0.987250596,1.159534955,1.627303707,1.958040423,0.10332008,1.42848427,,,,,,,,,,,,,,,,,
1116658045,1,2017,-0.481302313,0.395298666,-0.254562508,-0.445389015,-0.248555418,0.888964311,0.173982552,0.002481414,2.677265971,0.520176932,0.59986966,0.315093824,-1.248046518,-0.624284742,-0.255114447,1.021006537,-2.28292363,0.568787267,-0.840616189,,,,,,,,,,,,,,,,,
187884675,1,2016,-0.036044201,2.015618443,-0.001366788,0.816460953,-0.347267897,-0.651817893,0.423534621,0.597959301,0.802485407,-1.158299817,0.905105938,-1.08035392,2.217592289,0.607846635,-0.777667072,1.867514819,0.383548693,0.677005863,0.266906218,,,,,,,,,,,,,,,,,
737157260,1,2017,4.322174067,5.067696257,5.190402062,2.919289605,2.181127627,0.362516644,-0.330941138,-0.905697852,0.085026672,-0.671590058,-0.364342449,-0.958805991,-0.561228536,1.434016026,-0.887227506,-0.188414982,-0.123688457,1.579755967,0.577327079,,,,,,,,,,,,,,,,,
737157260,1,2016,4.611719858,2.881454857,4.948384084,5.254833047,2.165849531,0.050346499,-0.141679834,1.311840153,1.758840719,-0.148076792,0.863111102,-0.014665213,-1.655438945,0.292857192,0.355716393,1.184748732,-0.649274576,-1.796974707,-0.006740077,,,,,,,,,,,,,,,,,
507043244,1,2017,2.301267467,0.827035466,-0.082876178,1.168926397,-1.458126416,-0.153161142,-1.817438603,1.859674538,-0.36837475,1.277344138,0.854750074,-1.51470515,1.376023928,0.474538917,-1.833940492,1.034745293,-0.42643072,1.929723612,-0.82978465,,,,,,,,,,,,,,,,,
507043244,1,2016,1.326834774,0.864336132,-0.737815779,-0.054156653,-1.495775265,0.940497299,0.532824215,0.428380213,0.502572536,-1.277351066,-0.959434202,-0.280328117,0.868901297,-0.482124146,-1.029670008,-0.392869974,-1.816832715,1.059212063,0.066503613,,,,,,,,,,,,,,,,,
970738170,1,2017,0.220691969,0.78059178,-3.530194407,-1.145799219,-0.918115106,0.517549974,0.582233592,0.484226815,0.849667583,-2.05369656,-0.043622623,-1.167832464,-1.060195962,-0.449502247,-0.215210309,0.394181837,-0.663806267,-0.667078022,0.267598879,,,,,,,,,,,,,,,,,
1099432112,1,2017,-0.681896215,0.677105976,-0.603391605,0.116735718,-1.831430159,-0.479368674,-1.964362688,-0.840863949,-1.306006439,0.90298501,-1.809280611,-1.72850952,1.123791322,-1.000281498,-0.802810007,0.004646194,0.091110724,-1.389474818,-0.565496133,,,,,,,,,,,,,,,,,
262483415,1,2016,1.664479047,-0.286978293,0.317661614,0.082914045,0.790297667,2.224675727,0.187130777,0.710276995,0.605184215,2.303987906,1.310850855,0.674752832,-0.204127543,1.39082606,0.563629039,0.558776587,1.291886453,1.244700007,1.789548461,,,,,,,,,,,,,,,,,
516297044,1,2016,-2.363806528,-0.399100574,-0.482159379,1.420436507,1.95258071,0.032821548,-0.21081111,-0.429570002,0.05387952,-0.321149094,0.448356534,0.428786177,0.47057435,1.345549336,0.70867046,-0.013970939,-0.105808048,-1.059076154,0.121552771,,,,,,,,,,,,,,,,,
379903178,1,2016,-0.010119327,0.393841604,0.12526611,-0.286430899,1.017892459,0.819010008,-0.280458473,0.337543768,0.569413317,-0.997330779,-1.678870117,-0.196184653,1.573156083,0.441627469,-0.088671623,0.019497776,-0.741546532,-0.690618389,1.168594696,,,,,,,,,,,,,,,,,
938735146,1,2017,1.557475251,1.527884183,0.656306004,0.849411886,2.019780509,-0.713086265,0.139542578,1.346866217,-1.068367755,,,,,,,,,,,,,,,,,,,,,,,,,,,
306578626,1,2016,-2.138782749,0.1769756,-0.511000553,1.483773412,-0.7456381,-0.700360603,-0.813757378,-0.579049911,-1.413662139,2.168598909,0.064878047,0.180474202,-1.378877996,-0.018775513,1.052243674,-0.077568116,2.084093388,0.022306788,-0.60852284,,,,,,,,,,,,,,,,,
530342741,1,2017,-1.096657138,1.259210552,0.040198674,-0.623767349,-0.764973149,-0.721263066,0.853119303,-1.175730768,-1.306105978,-0.040803225,-0.39095875,1.76208723,-0.39443644,0.319553465,-0.406021162,-3.124775115,-0.557705765,-0.266661463,0.563636205,,,,,,,,,,,,,,,,,
530342741,1,2016,-0.379352558,1.549245919,1.011934172,1.727949753,1.377136756,-0.600789816,-0.088032274,0.120196368,0.998026761,-1.149269853,0.234549388,-0.132451032,0.180465513,0.666962703,1.808569231,0.786788331,0.520033486,0.36020984,0.17348157,,,,,,,,,,,,,,,,,
