entid,ANCHEYEAR,ispublic,ASSGRO,LIAGRO,VENDINC,MAIBUSINC,PROGRO,NETINC,RATGRO,TOTEQU
150680780,2014,1,100.2963179,0.573087751,-0.721635576,-0.369651955,0.390734978,0.47669099,1.817132609,100.2265333
1124148664,2014,1,-0.355955566,0.475958344,0.600662586,0.249617683,-0.314725027,1.868886775,1.580789618,-1.475825317
909295164,2013,1,201.2384189,0.442826024,154.22602,155.2448686,1.455243656,-0.555908282,7.635655943,202.714
417928253,2013,1,1000.306357,,,,,,,999.4454788
163836302,2013,1,1109.011833,1.211529895,-0.260000328,-0.784469437,-4.624428068,-3.634263345,0.0298512,1110.065802
87460021,2014,1,9679.999448,10000.07324,-0.961894351,-0.041155965,-319.1096687,-318.4105953,-1.339333563,-0.298970261
417928253,2014,1,999.4262199,,,,,,,1000.243734
163836302,2014,1,1103.825806,-0.619732835,-0.601115705,-0.578426245,-8.354834299,-7.843943335,0.597284651,1104.613215
1160047562,2014,1,0.308348291,-1.63597378,0.166079768,0.47676087,-1.153082336,-1.181652116,-0.25993369,-1.433490742
276842037,2015,1,99.51153586,0.861595098,0.450555921,-0.737324651,-0.340821531,0.09325996,-1.602319666,98.04644666
36314847,2013,1,5000.267556,,,,,,,
6217287,2013,1,1000.613864,0.346638368,-1.466624882,-1.176403303,-0.935873885,0.880816536,-0.348168587,1000.706497
36314847,2014,1,4999.948205,,,,,,,
1156613538,2014,1,9.79318674,9.665274263,0.647990129,-0.196614179,0.093820154,-1.497828614,1.364707423,0.668916841
589095801,2014,1,501.8814188,-0.843908238,-0.169331986,-0.899541588,0.132710102,1.235805618,1.207122308,499.9208695
352833104,2014,1,98.09515513,-0.070841687,-0.160483688,-0.82556506,-2.869989372,-0.563902381,0.460721116,97.63876472
370924930,2014,1,5.413042199,0.399474768,-1.108943919,2.785547709,-2.108125142,-1.127373906,-0.207715912,5.253991889
353587921,2015,1,,,,49.59323168,,11.00137995,2.323920707,
451366452,2013,1,198.9315068,201.0525067,0.417594179,1.909105195,-1.326960341,0.950754774,-0.460689578,199.3961636
349722036,2013,1,999.2453663,1.065937761,-0.512872418,0.158408759,-1.225134161,0.223219375,-1.845957793,998.4182017
182951228,2013,1,2447299.547,1798699.649,124428.2056,124430.134,-228630.237,-228628.9583,-0.248036505,648596.5557
1170654823,2013,1,997.6591169,45.23199869,-0.262754358,2.494393658,-4.316537902,-1.552906061,0.427782183,999.9581261
706992684,2013,1,9139349.756,20175.17129,-0.6603258,-0.275013188,-137288.5811,-137290.2478,-1.546227201,9119179.475
346671211,2013,1,2087.419885,1347.158921,-0.527059232,-0.722701952,-5.372029654,-4.269169883,0.466449273,739.4000717
1222880377,2014,1,13236.83591,,,,,,,
773620016,2015,1,6200.832016,,,,,,267562.4846,
1170654823,2014,1,999.6061594,49.55719694,0.688169458,0.491967958,-0.549619288,-1.230295805,-1.290185787,950.3305033
1121800093,2014,1,2298.938519,19034.99218,1264.08515,1042.61854,-445.5241542,-446.8333616,131.5674264,3936.419145
349722036,2014,1,999.7030292,2.699951104,-0.186770286,2.356271501,-0.554079632,-1.257826133,-0.935612019,0.99919969
451366452,2014,1,200.127582,199.3968074,-0.417558777,-0.890317279,-1.392534508,0.967507368,0.525500659,198.4557757
182951228,2014,1,221.8878659,167.5615636,-0.97582268,1.876642658,-10.92678507,-10.42386285,0.073662198,53.02922359
547440553,2014,1,1103290.348,24951.98539,,-0.65209261,-21438.06999,-21522.63247,0.28711023,-21664.94789
252045506,2014,1,1882.655369,882.8217741,,29.53195543,-0.732304129,0.458139775,0.709438603,997.9341749
233666490,2014,1,999.5639026,-1.083489929,0.082313859,-0.854357423,0.654660161,-1.546697971,-0.26665276,999.1551286
1197260202,2014,1,14762.87131,3790.799501,984.7639652,619.875487,512.8963386,386.9486493,283.892587,10972.14245
889838085,2013,1,22.37183758,16.55589333,4.969087343,5.991275542,0.013579318,0.330785496,1.414697756,6.086104979
889838085,2014,1,16.66831617,13.07921027,6.354718967,5.337827159,-0.386410889,-0.744588786,1.411404888,5.010510174
215007081,2013,1,101.8370604,100.5226126,-0.394053376,1.034126696,-0.240339597,-0.351702468,0.373872596,100.0487024
427194656,2013,1,9826570.551,9826570.374,22670.47938,22670.21989,-150758.8242,-150757.934,1271.231249,9849239.089
28115559,2013,1,1999.8576,3.370727387,1.561202507,-0.235218824,-0.047502431,-1.010677616,-0.309066714,1997.645558
427194656,2014,1,996.8689789,998.2355091,11.58103206,9.376467276,-2.02374562,-0.497289798,0.720507947,996.5653079
215007081,2014,1,116.1254911,110.8374739,52.27333896,50.61568173,-3.615865711,-3.028349315,1.918389691,3.988157878
664043828,2014,1,0.589751262,1.237015651,-0.556372492,-0.575141199,-0.734027141,0.620725403,0.088896934,0.163682121
616014124,2014,1,1001.393381,-0.98431539,1.392310918,1.132259177,2.215817322,-1.44831867,1.037667438,-0.377418729
28115559,2014,1,1999.49487,0.165579097,1.216724044,-1.247868643,-0.275568845,-0.340335988,0.214558024,1998.049248
1223495456,2013,1,1995.797555,0.455518668,1.163923048,1.694711695,-3.856373665,-5.46414581,1.317483005,1995.927978
65683190,2013,1,35399.32981,,,,,,,4506.240548
59866292,2013,1,27.08785403,15.46804984,1.452018068,-0.719327306,-7.323773435,-5.532311826,0.997092363,12.05064522
59866292,2014,1,12.56970585,0.54275532,2.926325667,2.264574888,-12.33323037,-11.65003576,2.022329488,-16.3417034
1223495456,2014,1,1995.360144,0.476912666,0.579189734,0.084055035,-3.587906501,-3.369330334,0.292632866,1994.990885
463935137,2015,1,2.076759926,-0.26298988,0.777789866,0.185319526,-1.798704647,-0.575240159,-0.781479615,1.868350037
530796948,2013,1,4886.443964,-0.224643349,0.20346632,0.84289797,,,,
34521917,2013,1,589.0696108,283.9229723,1159.613281,1152.573578,92.60220287,60.03979709,6.369827525,310.0211968
771224914,2013,1,14244.37133,81.03857894,0.549245464,-0.317937883,-2.864594684,1.59178842,0.987807007,14164.54427
1134589556,2013,1,979.649348,1.377154391,0.360461103,-0.578417768,-4.402186631,-3.036954554,0.115878889,978.7767795
1151352690,2013,1,57.29222399,0.074164052,0.347691392,-0.047548777,-3.391636522,1.935865759,0.345100977,57.63988323
771224914,2014,1,26247.97663,13677.75314,-0.28054139,-0.141455141,-1591.861225,-1591.034512,-1.620885051,12570.63162
1134589556,2014,1,975.9209494,-0.596903086,1.56733434,-0.355323307,-3.820523358,-3.257331512,1.041166427,977.0365077
332704751,2013,1,491.9475407,0.182049447,1.004265373,0.943003222,-5.509039416,-8.528001652,-0.164358264,493.5122627
332704751,2014,1,3934.687209,3539.21686,42.33264365,38.78074295,-102.7380918,-102.1263881,1.339929513,396.4008229
182638287,2014,1,49.75117121,0.113402526,11.16995665,10.07434411,4.272932606,4.501995516,0.626772158,31.43112985
695526356,2013,1,556.7001039,54.84758943,22.75806944,22.34217029,4.523917196,4.117868962,0.921766944,505.6148477
785979544,2014,1,20000000.47,0.277689498,0.334091355,0.220678643,-0.810200387,-0.003580412,-0.089464748,19999999.98
695526356,2014,1,543.1437877,36.50110715,31.29129205,29.84888566,8.92572572,4.511259468,0.753568322,506.0344984
332704751,2015,1,48783599.3,,,,,,,
43635130,2015,1,30.59959919,1.559589262,1.094844871,1.147640235,0.252144854,1.357885192,-0.270330784,24.70665824
376483949,2013,1,2492.447838,,,,,,,
1002985609,2015,1,1169.635603,239.7944048,2.097367949,0.051679213,-0.340165004,0.421509792,0.261456158,930.7177185
786901755,2013,1,16.85851772,-0.77048075,0.880788193,-0.074969983,-4.132616207,-1.090259429,-0.560444527,17.67956337
118080722,2013,1,1500.376483,2.14397466,-2.045837686,-1.149962979,-1.766204485,1.511900466,-0.519427,1500.761586
118080722,2014,1,1500.82847,1.3192718,0.453102139,-2.097572902,-0.4231101,-0.214371157,-0.684890105,1499.798061
786901755,2014,1,18.26355315,1.046853204,-0.525881353,0.8685928,-0.665151716,-2.975229277,0.481361228,17.62230083
1145175331,2014,1,1787.883513,1489.869157,1941.810999,1940.409572,1.188254364,-2.16601337,5.270035416,298.6933086
569311652,2014,1,299.7600664,-1.261384701,-0.700879209,2.116415741,0.378483801,1.484568589,-2.089078844,299.8364643
60501171,2013,1,28135.75462,10869.2259,,,,,9.768593169,17264.14535
60501171,2014,1,25917.027,9401.388756,,,,,42.20417341,16514.12337
126395312,2014,1,103277.1366,52691.71844,9705.487869,9703.618045,1069.084501,845.7158097,156.2467814,50586.20398
861969081,2013,1,4328.615,2465.852678,0.436165622,-0.641833719,-139.470629,-138.2486795,-1.662992952,1859.433918
353945399,2014,1,141811.5434,131831.7061,9524.101121,9469.897435,1464.338965,1164.357951,685.3562607,9978.826915
126395312,2015,1,98884.13124,46245.97773,,,,,,
132799368,2013,1,4.884408738,-0.631024285,1.484417755,-0.556798342,-0.114813757,0.537737317,1.172291048,-0.003027994
353945399,2015,1,170825.6968,155830.2401,10233.31361,8039.410419,2330.335879,1797.483071,897.5254743,14993.51051
861969081,2014,1,5842.523555,3832.311246,5410.379711,5410.720837,9.323805586,9.460397962,19.62750567,2010.971478
132799368,2014,1,4.693303839,1.390523234,0.345857971,-0.927171176,-1.168594242,1.070582823,0.041260812,-1.62832184
851397728,2013,1,51.33869335,,,,,,,48.86394847
220448783,2015,1,3.244175803,24.43536435,-1.454200088,-1.277871926,-33.79179983,-32.62140478,-0.527709132,-23.66809866
407350190,2015,1,11331.38081,1.384710166,-0.902798073,0.5317508,2589.304624,2589.692821,-0.513268837,11332.002
494104735,2013,1,970.6256263,0.675635931,1.441613726,0.373393659,-4.301239702,-4.815631225,0.774379114,972.475197
31485576,2013,1,1000.448814,0.845102034,0.312737856,0.373644289,0.58802426,-1.412386814,1.110119613,1000.169732
316088181,2013,1,1365.206525,1361.917863,1.205515685,-0.557454224,-2.428951837,-1.557421506,-0.097444663,1217.811191
72751747,2013,1,125.9080305,1.92547244,-0.187880089,0.860905691,-75.41138587,-73.20811522,-1.908650129,126.7120117
1156804547,2013,1,1023.371016,42.59448114,0.66876198,-0.52111237,-18.16212068,-15.73996422,2.062730629,981.5047111
72751747,2014,1,127.372302,2.688634686,-0.220572161,0.123603197,-0.72351697,0.884719866,-0.768573238,124.9760554
316088181,2014,1,1363.881189,1364.203026,1.896527267,0.826514342,-1.155856443,-1.193199198,0.392394908,1218.613915
31485576,2014,1,1000.054722,-0.25675128,-1.24602625,0.096791984,0.330195411,1.380317783,0.340919541,998.4402576
1156804547,2014,1,1020.608189,41.14492395,0.217902255,-0.064470297,-3.269898124,-3.211891517,-1.598512835,978.894458
1156804547,2015,1,1017.161911,0.208073556,-1.215275285,0.750767904,-2.594237009,-1.767243741,-2.82413605,976.3424612
109252429,2013,1,499.9350894,-1.091228674,0.726108616,-1.119202779,-0.037901185,-2.657239119,1.716296645,499.0662012
898306591,2014,1,526.8791053,420.9879063,2204.704272,2202.894507,-195.2628116,-195.3256634,15.64165646,105.6312977
109252429,2014,1,499.0980865,-1.026824817,-0.416275529,0.738661708,-0.34128646,-1.044693642,-0.386741037,499.8031664
594662985,2014,1,5273.235311,416.9706279,-0.452358228,-0.163703983,1.312887797,-0.878183672,2.560943564,4857.867056
635792996,2013,1,499.5293956,,-1.667476222,-1.733206375,,,,500.9329944
635792996,2014,1,497.2935907,,35.54939383,35.18613887,,,,495.9804698
20119804,2013,1,505.8544758,-1.520706826,18.35826572,18.43284985,3.409688844,0.999732206,2.049731224,503.9039671
206555162,2013,1,17.01327651,0.12994043,0.863441578,0.671176026,-1.494556525,-1.682065048,-0.186714138,14.63335262
20119804,2014,1,507.2039588,-0.39334499,14.80001557,14.87454929,0.283766986,0.397145263,0.118321615,507.3973885
1026706366,2013,1,1996.63335,0.050182832,-1.76238649,0.710171382,-0.703961424,0.803356745,-0.47189028,2001.237526
20119804,2015,1,500.9369351,-1.429540669,0.376626748,-0.71818271,-6.199132485,-6.911134265,-0.824270497,501.7633997
206555162,2014,1,18.51573088,3.623570213,-0.103884489,-0.092857553,0.615089866,-2.281518883,-0.809771866,13.24691355
1026706366,2014,1,2003.220188,-1.884528986,-1.43800062,-0.729284776,-0.706654798,-0.67075579,-0.24662381,1999.10949
1026706366,2015,1,2000.61405,0.83671645,0.394100177,0.186182582,-3.469524591,0.445717938,1.5364602,2000.308954
950964030,2014,1,999999.0048,-0.694808384,0.651469767,0.40362307,-1.752363381,-0.82510384,1.027625253,999999.4872
950964030,2013,1,30.09361398,-2.553077074,0.488759882,0.204407523,-0.068059211,1.12555457,-0.40491064,30.79753168
654589853,2014,1,5000.069702,,,,,,,4999.096706
867143776,2013,1,1069.870108,68.19636427,7.132323022,8.870732891,-0.545878619,0.239281457,0.363812494,1002.638234
219488280,2013,1,,,0.377683186,,,-243.9739676,1.467146579,
867143776,2014,1,1100.890482,90.83443534,50.91546188,49.75329017,5.879135433,7.948835639,-1.068819932,1010.341781
219488280,2014,1,,,1.288140075,,,-276.0217271,1.202661538,
867143776,2015,1,1260.008697,249.544899,35.35428282,34.80207786,2.110652728,0.030997776,0.569403406,1008.563799
638607427,2013,1,98.50520681,-0.901558349,0.906100635,-2.043454704,-0.642105106,0.763086897,-0.232574349,96.8128179
1134988699,2013,1,1149.792362,0.198827227,-0.319155345,-1.127752045,-0.24724614,-0.916404907,0.844995843,1150.92032
572538608,2013,1,1002.783792,1.59311135,-0.18408509,-1.4493201,1.940778262,0.602081824,2.388963012,1003.142795
543890956,2013,1,109.6233724,8.419241815,0.863299647,0.500591814,-0.610855663,-1.731193961,-0.445128346,99.69444313
635603736,2014,1,,,0.96291561,-0.359307315,,-539695.2298,-0.07334832,
920321812,2014,1,0.702132105,0.883212789,-0.920993096,0.628554605,0.223149873,-0.128681171,1.732557746,0.618585519
86791918,2014,1,999.5918983,0.605710445,1.512801506,0.163252777,-2.309887703,1.713779821,1.001181946,0.26199477
638607427,2014,1,99.08126904,-1.37899896,0.403737483,1.608041111,0.387473238,1.340174359,-0.28641236,99.38930079
572538608,2014,1,1003.149836,2.785015849,-0.159961933,1.746842663,-0.440239975,0.107805457,-0.930781207,998.9086322
1134988699,2014,1,1149.454206,-0.586855925,1.102126543,-0.289466659,120.6997803,-125.6333783,1.47842416,1150.235114
741587520,2014,1,200.3195072,,,,,,,
543890956,2014,1,108.9816339,109.2047734,0.554211598,-2.500444108,-1.975174904,0.078055025,0.082216436,100.1689016
1187619116,2013,1,49.89458242,-0.308613833,-1.021632367,-1.830182136,-0.284689664,-0.770965069,-1.234530869,49.35945852
619642009,2013,1,,,47689.80718,,,7872.429634,712.538495,
1187619116,2014,1,51.26188107,1.468334165,0.104371265,-1.028917474,-0.520598711,-0.979661122,-0.397208461,49.76434472
619642009,2014,1,,,48895.33559,,,5496.816064,1496.252449,
1138749469,2014,1,10.41194369,,,,,,,
59556051,2013,1,1000.050795,,,,,,,
59556051,2014,1,1000.677484,,,,,,,
100425290,2013,1,973.1547865,5.778310057,0.053358819,0.112427973,-2.272533666,-1.561488074,0.055424534,968.9900925
217670802,2015,1,1.123641159,1.937739456,-0.908234326,-0.58430787,0.240150764,-1.977774512,-1.789025213,-0.31179719
36393553,2013,1,922301.0846,922301.207,0.373773063,-1.726211751,-4438.335082,-4437.113365,-0.61768028,922301.5056
36393553,2014,1,847227.6715,847226.5345,0.291415362,1.243725242,-3963.064959,-0.120728773,-0.569260531,847227.8164
272730092,2014,1,703105.8088,496216.5569,369.1830838,368.9230721,-14672.03795,-14671.76522,47601.42405,206887.7155
181379840,2014,1,498.7476511,1.492275115,1.054771718,-0.130267014,0.226539715,-0.456332947,0.84263371,501.7533721
715876606,2013,1,2184.49831,-1.827469863,1.913839983,2.900256408,-14.01160881,-13.72470169,-1.992932776,2182.960103
668158638,2014,1,-0.858367308,-0.139884478,-0.339091402,1.935971834,-0.088809767,0.029014254,0.78938764,-1.967574653
715876606,2014,1,2172.733199,-0.593209656,-1.451271556,-0.276039423,-10.55990953,-13.30283052,0.597084759,2172.252882
213392980,2013,1,2782.1656,166.3020908,288.1670774,286.9915844,145.5625388,135.3795861,22.63548988,2614.784862
1090847978,2015,1,,,,59374.32807,,26264.21379,8932.784016,
998553068,2014,1,21.15745517,21.93053892,0.551937329,-0.508517407,-3.973052258,-3.289656434,0.201034952,-2.112276248
153076721,2013,1,7890.182363,7331.933977,-1.179731334,-1.00313209,-38.72136161,-36.94928448,-0.132315551,554.9531147
999053299,2013,1,38882.49261,39121.03546,20234.62072,20233.58277,-413.8444468,-412.6822216,690.6942358,-240.6717417
236203073,2013,1,1000.969198,-0.418218028,0.027142135,1.785824481,-0.197340562,0.335401445,1.287427552,999.0149046
687434437,2013,1,999.627272,-1.216217421,0.841672082,-0.07119574,0.759880335,0.184314119,-0.676262084,999.5221478
260906368,2013,1,164.995947,150.5742831,-2.572194897,0.570487142,-4.285882795,-5.621956595,0.163076291,16.00754891
980065366,2013,1,4993.023921,-0.207034594,-0.378707531,-1.325336648,-9.848482751,-7.640457395,2.689868639,4992.464925
260906368,2014,1,207.2064525,197.0269982,0.791298689,0.115675023,5.78625475,5.853128087,-1.563439161,10.72599981
1133220134,2015,1,999.7708672,0.355854639,-1.364913662,0.720014846,0.681195785,-1.053719471,1.162673903,1001.642487
559790998,2014,1,386991.4328,423428.2444,-0.41270576,-1.007080479,-8164.570796,-8168.315694,0.696302049,-36437.27859
100724777,2013,1,2957.342844,-0.991625027,16.91336538,17.26540315,-3.450089388,-1.169399781,-1.213242018,2955.554627
625732720,2013,1,,,5504.833236,,,-1740.385223,0.486818454,
1134259656,2013,1,488.4480661,329.6579588,29.24777266,29.33662761,3.000871896,0.99624073,3.9597041,159.9156808
922021901,2013,1,,,139.5518291,,,,,
1134259656,2014,1,496.7223127,329.2353815,35.40238413,33.10077907,0.565385026,-0.205907254,1.815663736,165.7287275
696234642,2013,1,3019.738894,3019.292636,-0.198650671,0.343600296,-1.618816469,-2.341645855,0.240192344,1984.523077
69059803,2013,1,2130.874023,0.136642846,-1.513305965,0.916440009,0.48091923,-0.545978538,-0.149578186,2133.440741
161207280,2013,1,227.7929363,1.525767573,-0.925469181,-0.101040655,-0.286503882,1.378500306,-0.842888357,227.0134073
787246286,2013,1,10069.23334,35.18161388,1.112509896,-1.03727211,35.22342652,23.73822377,10.90449642,10033.3939
696234642,2014,1,3018.725437,3020.245953,0.758776694,-1.038084016,-0.768125643,0.444323432,-0.361790352,1984.211502
69059803,2014,1,2130.247754,0.428972584,-0.851553457,1.351358989,-1.379499571,-1.305713076,0.08545762,2131.806706
787246286,2014,1,10032.52238,46.62405984,0.288991452,-0.202004618,-46.19510112,-47.94885776,0.707385776,9986.251431
161207280,2014,1,228.6169082,2.064509322,0.883134791,-0.961546254,-3.534948793,-3.305434187,-1.446284486,223.3607932
982196289,2013,1,47.81823291,,,,,,,
1087388731,2013,1,100.133994,0.625639053,0.865656448,-0.309597194,-1.832713723,0.432099696,0.383422759,99.58242568
57286554,2014,1,2.310151404,1.544765062,-0.009530828,0.290658037,1.285866438,-0.934300942,0.3127157,0.11336078
1087388731,2014,1,101.8071622,0.959859605,0.62118497,-0.047847639,1.798496401,-0.52383338,-2.269003615,99.56357533
651350596,2014,1,555.6774074,506.111452,401.9147166,404.3640201,0.089209872,-1.417987583,3.337140161,48.83109906
45418644,2014,1,16143.55095,5.630010588,8.05894032,-0.395446696,7575.285961,7574.214465,0.456761914,16136.01707
786961077,2013,1,8378679.52,153599.098,-1.442416703,0.470157247,-515525.0692,-515526.8149,3121.386904,8225079.075
786961077,2014,1,8321809.719,353360.7104,-2.406341245,-0.748275532,-256626.7182,-256628.9276,242.4392254,7968449.794
752577853,2013,1,-249.3560341,54.74453606,0.328127848,0.497733001,-0.320812106,0.021916639,-1.448661515,192.7580888
310561131,2013,1,2048.814474,293.9534679,-0.633955007,-1.213512524,-246.5813154,-244.2905433,1.026423042,1753.317115
886830685,2013,1,999.7516027,-0.274048695,0.289623897,1.610437774,0.718760561,1.274966546,-1.146296403,1000.815571
702255789,2014,1,2.004321056,1.947786525,0.415756448,-1.347192874,-0.615626645,-0.969595739,-0.095004547,-2.726030305
752577853,2014,1,248.2941111,55.93661446,0.892015458,0.949415092,-0.730874281,1.369635868,0.224427768,194.0641468
886830685,2014,1,1000.119889,-0.308927575,-0.174833601,1.337395778,-0.453769454,0.032717847,-0.544288117,1000.878331
153076721,2016,1,101096.1433,71274.05489,8.496616932,-1.747470257,-41.30248316,-43.5345197,1.295233086,29823.46953
263550169,2016,1,7597.860701,1318.653431,-0.141064493,-0.610817959,-1.048171907,-1.887980365,-0.753051784,6278.851465
321583165,2016,1,1000.020665,1002.595441,0.525782753,-0.804045174,0.562129723,-1.201994555,1.26968867,998.9601704
918361308,2016,1,52.80395874,-0.901769916,47.34940571,46.62798903,-14.17360273,-14.4819085,1.866910618,51.09030724
194980333,2016,1,-0.173922293,1.002802818,-0.739360743,0.491594079,-0.541596218,0.599236879,-0.967644718,-1.175943147
272347642,2016,1,20885.57968,164933.228,0.538736252,-0.793146271,-0.860745061,-2.142129439,0.740488298,-144047.7759
354991442,2016,1,28712901.38,19159899.71,809883.9532,809880.3974,117120.3439,117113.5203,3535.663463,9552980.452
726133866,2016,1,687.8073359,200.1963086,0.433564678,0.835711765,-1.506525892,1.010112478,0.162227199,486.0416521
1002985609,2016,1,1171.157679,237.9743519,2.141407911,0.720705767,0.055948624,-0.508394019,0.377382958,933.578405
475255424,2016,1,2832.42537,713.8060724,0.583137477,-0.16748793,-6.264497871,-5.577068085,3.070926491,2118.987732
1139378624,2016,1,6231.008902,296.5069485,112.3497657,113.3234203,-52.48986733,-53.49017766,7.614621666,5932.867716
