entid,entid_inv,CONAM_before,CONAM_after,CONPROP_before,CONPROP_after,ttype,ATDATE
102673201,0,2499.860706698315,,50.20879396607668,-1.3149175061368572,4.0,2016-08-08
102673201,0,750.5706443224223,,15.784682314721586,-0.902679621572146,4.0,2016-03-08
516212728,0,685.5876147118109,685.6156201023733,68.83865903037989,,2.0,
516212728,0,161.0967230069762,159.65635425443566,16.923634945597687,,2.0,
516212728,0,100.46470165863336,101.07214357255054,9.1182896025169,,2.0,
516212728,0,16.312523252692298,16.922034769189736,0.8626595501390053,,2.0,
516212728,0,8.67346535575775,10.86768258835974,-0.2422287428510336,,2.0,
516212728,0,8.402285217670327,8.275312191061882,1.7587082114286314,,2.0,
516212728,0,8.684550538955357,8.71523250372076,0.9673554533598788,,2.0,
516212728,0,2.9658184598279718,4.53734190990389,-0.9793189039772204,,2.0,
516212728,0,1.704053836140067,2.059565519891996,-0.8985495652711626,,2.0,
516212728,0,2.3387075017573213,0.7908231833049872,-1.797995393282642,,2.0,
516212728,0,1.6118529366183134,1.7946881027245307,1.0836006305399857,,2.0,
516212728,0,1.989009370962053,1.0956329691950586,0.50041543046885,,2.0,
1007251516,4395086,8001.118719342585,,30.47266931665518,-0.9396983186210834,4.0,2016-06-29
1007251516,3972009,,8001.154460331671,-0.3874515745064351,31.71604830047749,3.0,2016-11-29
1007251516,4198619,26000.2414447754,26002.175976113675,100.3692327803291,,2.0,
341104627,0,2999.244245038529,2998.843047230962,59.88128537937572,,2.0,
516820430,0,4299.807485785484,4299.483631128783,51.81708502691606,,2.0,
547440553,0,,12.068052420738471,-1.9653361386201165,-1.4070088596616117,3.0,2017-07-13
547440553,0,,990.1236570599558,0.2128894119939257,0.1365624836071618,3.0,2017-06-13
691454697,0,92.0893271890462,90.28735505459387,91.67090100883632,,2.0,
533954281,0,49.91865098542057,50.5882575941722,98.68935023414669,,2.0,
1095411854,4121817,510.3729424988367,508.8721338631609,51.473732302963,,2.0,
1095411854,4363961,416.7695937040514,,41.52853713124392,,4.0,
1095411854,0,415.7277005281153,,40.50413635674607,,4.0,
221711104,0,5398.682334209004,5401.363551266445,91.79274603339516,,2.0,
221711104,0,5399.006893101038,5399.326594361094,89.27706975396106,,2.0,
221711104,0,599.375318311078,601.9844307863164,8.805038115600047,,2.0,
858710610,0,1179.5072606602805,1182.1853186822664,11.85518106512427,,2.0,
858710610,0,10620.97140222774,10620.816327567583,89.15459032701374,,2.0,
532580930,0,49.294653449986285,50.08602847441367,4.498916368808929,,2.0,
532580930,0,950.4812130975096,950.850798527952,93.64452814926204,,2.0,
916447957,6850477,14701.677602076674,14700.730479068705,98.45398286059188,,2.0,
916447957,0,298.73961376771854,300.61856524521465,1.7060013052884455,,2.0,
1027568465,0,-0.0717776644682113,2.1569355562726646,-0.3764511459822332,,2.0,
1027568465,0,11.44397431388081,9.2498597436216,33.88250905836561,,2.0,
1027568465,0,9.173113975000357,10.01030296896878,31.32823808743433,,2.0,
1027568465,0,8.89586066755208,6.906031050824556,32.75726833356774,,2.0,
1027568465,0,0.1582077869783859,-0.7747403450937885,0.3830115537586877,,2.0,
748718009,0,499.9360006951293,499.7795852893077,1.9947742970653235,,2.0,
748718009,0,29498.59063278657,29499.836685241684,98.3676960630536,,2.0,
748718009,0,29500.71951027068,29499.22617076455,96.90634242470504,,2.0,
982196289,0,101.64939845819896,100.5255895022504,81.24570747893262,,2.0,
982196289,0,22.76999429959964,24.97700110703321,19.93592688189027,,2.0,
210167448,0,,98.41703669658384,1.522970279157223,-2.6462581090695894,3.0,2018-12-02
210167448,0,,99.1778615064096,-2.1935708939636065,0.5395062242089849,3.0,2018-09-02
210167448,0,,200.96917461104368,1.6090972097318423,-1.2560942089742548,3.0,2018-09-02
210167448,0,,100.1668957238516,0.0740978574092128,-0.9402767719084052,3.0,2018-07-02
210167448,0,201.9265234983108,199.60519094586184,1.7329322794040651,,2.0,
210167448,0,100.56349171019806,98.1292907688146,2.2798384282852866,,2.0,
210167448,0,100.81875251297194,99.59388702120825,1.7848483029841162,,2.0,
210167448,0,99.48080244688816,98.20176537507857,2.971686547097192,,2.0,
210167448,0,,299.8901820851946,2.0756968442970707,-1.6223649641053826,3.0,2018-02-02
210167448,0,,101.43582840497486,2.1101402110725163,0.5291243459003604,3.0,2018-08-02
210167448,0,,98.2028877422614,-0.3269360190573302,-1.5667127984713651,3.0,2018-09-02
210167448,0,,99.6282566989302,-2.870509550861881,0.3762301708934233,3.0,2018-11-02
210167448,5517173,9899.563515038431,1999.691066709771,97.67188668441328,100.73466748088764,2.0,2018-04-02
210167448,0,198.84992810964889,200.50429239363632,4.919908530782644,,2.0,
210167448,0,101.0604321977567,98.42478558384194,2.7146479363216898,,2.0,
210167448,0,99.28905788949317,98.99696150570514,0.9507162350908224,,2.0,
210167448,0,,99.62895721362824,-1.236063579090145,-0.5274067204545762,3.0,2018-12-02
210167448,0,,99.631681134521,-0.9060781923604636,0.2010728425303412,3.0,2018-05-02
210167448,0,,103.30212909361325,-1.503936330175785,1.128624660049087,3.0,2018-09-02
210167448,0,99.55761330158568,99.80999980648906,1.9314286708124075,,2.0,
210167448,0,101.4900432586456,100.05070628282732,1.7001017721482858,,2.0,
210167448,0,99.82320002972438,100.0040662568093,1.060094453167332,,2.0,
210167448,0,98.24321888689772,100.53249696066058,0.0503609774016329,,2.0,
210167448,0,,100.85572958986478,-2.171726582322133,0.5813289394910636,3.0,2018-02-02
210167448,0,,199.3322464671304,0.7311461344411913,-2.3743211696678066,3.0,2018-12-02
210167448,0,,99.1808115048351,2.0526150439727524,0.2102470401346542,3.0,2018-05-02
210167448,0,100.78672640379818,101.76677740596467,2.1215990194896195,,2.0,
210167448,0,100.08822912435936,100.57627769529158,2.4336090600567566,,2.0,
210167448,0,100.8661644651548,98.37485857214972,3.1479446504000705,,2.0,
210167448,0,,100.02372571964904,1.2702002661837108,0.5887314072278036,3.0,2018-05-02
210167448,0,,100.62755526763333,-0.2681775431442154,-0.9890958619321628,3.0,2018-11-02
210167448,0,,99.94759240762968,-0.6602239922474816,-0.1402663757056945,3.0,2018-11-02
210167448,5517173,1998.908541546793,1997.948926731316,42.96725845308329,,2.0,
210167448,0,101.62097782529932,97.22111196179068,3.355802403190338,,2.0,
210167448,0,99.47839068141232,101.29966175763616,0.6283640131276955,,2.0,
210167448,0,99.4666522432764,98.00761057481454,2.0124331233548256,,2.0,
210167448,0,,99.042474887449,0.3790125927479635,0.8924850088539017,3.0,2018-05-02
210167448,0,,99.910029115916,0.8922402315841886,-0.0763399684796921,3.0,2018-11-02
210167448,0,,101.3733871767561,1.1706449966356698,-0.6018623845835659,3.0,2018-11-02
210167448,0,,102.56317777739584,0.1708663582235594,-1.4116706917671813,3.0,2018-03-02
210167448,0,299.22780931642546,301.3266680551321,5.8016660686226125,,2.0,
210167448,0,98.11417208027002,99.21803993196198,2.4820577250599496,,2.0,
210167448,0,99.24084485751902,100.48925898553593,2.503760867517172,,2.0,
210167448,0,101.31917448055331,100.69493888573362,0.8518453081071256,,2.0,
1001226199,0,999.608636650332,1000.0419645321324,100.90376806457073,,2.0,
1001226199,0,999.167297828724,1000.546167925722,98.41792396468404,,2.0,
909295164,0,78.04668808222696,,39.69323191219634,-0.3113216414295132,4.0,2017-08-11
909295164,0,199.892175661502,,100.96838913865588,0.9472326870538388,4.0,2018-01-06
909295164,54162932,201.10845020484504,200.3783343780092,100.26992189455228,,2.0,
909295164,0,41.98898680177398,,20.480741681680243,1.1066067827179764,4.0,2017-02-11
909295164,0,,199.15885353682995,0.1294640126766639,99.25841943839188,3.0,2017-11-11
909295164,0,80.35693875003328,,40.37183590442043,0.4261501198662389,4.0,2017-12-11
909295164,54162932,,199.96708106213995,-0.6059008970403513,100.8652624833461,3.0,2018-05-06
887911034,0,2499.674627551825,2500.198606250015,20.672018452320625,,2.0,
887911034,0,7499.609042936335,7500.121968062463,58.77635047372563,,2.0,
887911034,0,2499.4159907592893,2500.444135017744,18.89288563314849,,2.0,
896254795,0,4000.8185910897546,4000.0316181767744,40.42144788083228,,2.0,
896254795,0,5998.490184282981,6000.032990564934,60.2428565991403,,2.0,
65683190,0,6000.486514333036,6000.144634740578,99.20416707727976,,2.0,
411188025,0,2.195660294542214,0.7942889621830597,32.68987338155488,,2.0,
411188025,0,2.700296902198793,1.2634114397650462,67.84922830535149,,2.0,
920939603,0,0.0838647462314754,-0.5547504091769326,50.208733958214566,,2.0,
920939603,0,0.8298940340314735,0.1942102487754135,49.66108344917352,,2.0,
594662985,0,,,,,4.0,2006-04-23
594662985,0,4999.608151173438,5001.33656283811,101.33664613395392,,2.0,
890691479,0,10.09964174794786,10.559522015194185,49.72661559129664,,2.0,
944659388,0,1.025991114464432,-0.8785957399214012,0.0377161179618738,,2.0,
190939668,0,200.6126730608418,197.71601419975315,99.50704216246432,100.1722713241322,,
47765794,0,999.1912488394242,1000.323690830686,49.82150983556625,,2.0,
98897555,0,-0.1969194831963415,-0.2000291073902106,0.703681473261038,0.0157469003523755,2.0,
934595872,0,1945.361742980192,2590.884917022072,60.65828433774912,79.60934126871753,1.0,2018-09-11
934595872,0,648.661840762052,,19.771110365329672,-0.1930383589724287,4.0,2018-07-11
277248694,8291527,9999.563906176892,,43.67111169291226,,4.0,
277248694,8244350,2001.6095315394984,,9.020450485143034,,4.0,
277248694,8291527,9997.888006566132,,30.537168996091506,,4.0,
640968401,8256329,700.6037235386456,699.2958611665755,99.62299674090455,,2.0,
985924084,0,251.8408826676417,251.09642852514523,26.11245266101341,23.298769309536457,,
754806435,0,15.77627029762096,13.345483784561662,74.53436254179267,,2.0,
754806435,0,12.303271315448654,16.39996643870815,74.9485066714163,,2.0,
754806435,0,20.17371660916066,20.37034399099448,100.31918789547235,,2.0,
754806435,0,19.796343692179928,20.79103086190821,100.9138356836488,,2.0,
193764953,0,5000.1412882815575,5000.58750534802,100.64612109077213,,2.0,
957798659,0,400.1124136103952,,77.70698120813259,,4.0,
932639370,0,-0.016071966089611,-1.4018072975368654,-1.796562181808411,0.4420123318035335,2.0,
216862463,0,949.5602763066228,950.129724142526,95.82341537863604,,2.0,
728197693,0,126.30408358894752,,24.098410654113533,,4.0,
1145631240,0,101.48148793287751,,98.86102830149107,,4.0,
272730092,8640471,35000.06239256434,35001.21813533729,68.24101443758049,,2.0,
272730092,8640471,34998.63882567341,,70.54073681935684,,4.0,
272730092,8640471,35000.11377534514,35000.080298780485,69.34546999654287,,2.0,
272730092,9137027,15000.30329103977,15001.278398428372,29.09502590906919,,2.0,
1201326906,0,499.150582046542,499.37055762095,99.21281806722304,,2.0,
327183771,0,78.1327770548913,80.61685240777854,79.14128456456773,,2.0,
327183771,0,18.900625192273797,20.86739650715613,19.499896898197893,,2.0,
351807698,0,99.36275386981322,99.60743903698268,99.7764786726546,,2.0,
29156211,0,2711.118692943095,2709.4419886961628,91.64760417717412,,2.0,
29156211,0,200.85035569701805,2709.2347861768376,40.66854880426811,42.58177459508396,1.0,2017-07-01
779853295,0,,4250.514503757543,-0.3818183780297167,83.96767167706393,3.0,2017-09-15
779853295,0,,748.7902063552596,-0.7170168796406949,13.97887824385806,3.0,2017-02-15
1074043626,0,1400.2684890815174,,40.067252466945625,,4.0,
380623635,0,1.3189281961407198,,1.183122540975517,,4.0,
1203938154,0,159.1118876602915,159.21882000589184,80.27052685749801,,2.0,
1203938154,0,38.66544650971795,40.2186252839365,20.07424712114514,,2.0,
1163686299,0,10.306881963298084,9.227030148152153,102.20996283815433,,2.0,
1163686299,0,9.349407413304522,10.16841731288209,100.05401918748036,,2.0,
58165557,0,489.13222417616873,490.4044372558057,50.74779998992734,,2.0,
58165557,0,510.2483652939807,511.1953540297253,51.20656740583149,,2.0,
275908927,0,-1.6505320839463888,0.8733309215566085,-1.5394804828086923,,2.0,
1078131219,0,21.17524634207612,18.71168180492317,98.6495326038159,,2.0,
1018218035,0,10.805841368818117,10.903930438479865,100.6353982848108,,2.0,
865589621,0,8.759519619899258,10.82646812153715,100.73739608755008,,2.0,
6661687,0,2.5836357182683702,1.4159579867183454,20.955666677607542,18.959609624194957,,
1152039403,0,-2.3708884592474506,0.1234454202559326,-0.8024687415761684,,2.0,
1152039403,7911614,0.2679482177975415,0.9108058263611634,-0.3211751867792278,,2.0,
1152039403,0,0.5950323554378295,-0.5822819144823094,1.2687276763283086,,2.0,
943655309,0,100.9451215956534,100.9206141517412,99.77882173169182,,2.0,
943655309,0,101.032157094675,98.80937252832643,98.98340599456884,,2.0,
532386625,0,16.586246899675423,,78.83519241081264,,4.0,
532386625,0,4.929438633157584,,18.368222330935016,,4.0,
147272407,0,102.65067903239094,401.90041229082215,51.95946952253068,50.254566052852105,1.0,2017-03-30
1057417896,0,0.849864714406295,-1.605642940612748,0.8268178103241557,,2.0,
1003786822,0,11.085899563091298,8.173037332256904,99.30302878198118,,2.0,
274537741,0,1.3636486562692325,-1.4768532065893367,1.3083629439509046,,2.0,
388851900,0,28.55482931797715,30.454182116754037,59.09623785457366,,2.0,
388851900,0,20.623802379778287,19.347791139294177,39.73809672978876,,2.0,
972603126,0,299.4971666672828,298.8913381130646,98.83480851946987,,2.0,
705054375,0,4998.85347862015,4999.554266091843,99.64383025969208,,2.0,
39148641,0,0.7220104544796078,0.4395851628319352,0.7507279117722654,0.2642758886207109,2.0,
77287261,0,1001.3434646198252,998.8878803484848,98.67618418287928,,2.0,
212936139,0,8.72330516378614,,99.982176676161,,4.0,
663195445,0,-0.9588707448128184,-0.9517218162627044,-0.0449251625674679,1.165108029436698,2.0,
923259323,0,8000.288996481851,7999.507609867107,99.58354752411816,,2.0,
450806114,0,10.62792225583069,11.451627135172664,100.7820823225024,,2.0,
75056894,0,-0.8495748886646556,-0.531245293029171,0.9873155495535256,,2.0,
169464023,0,5000.675702132852,5000.948309340957,99.9223738063462,,2.0,
169464023,0,5001.08255427546,4999.217246380741,98.78674760353124,,2.0,
237634336,0,20.72494632309992,20.320581623344303,40.11594233045805,,2.0,
237634336,0,28.828070819567436,29.98600809492655,59.85991707737159,,2.0,
919169251,0,9.545432332710508,9.808868033786624,99.36700606899127,,2.0,
1030735457,0,18.86780733908785,20.283829008708302,99.94152259642117,,2.0,
704862560,7919772,0.6692726403000098,,-0.094614546040709,,4.0,
704862560,8086026,0.9260232771857108,,0.563038811304351,,4.0,
704862560,8245546,-0.916954543430333,,-0.3559944539533471,,4.0,
704862560,8342496,-0.4356673228603664,,-0.2612208038492827,,4.0,
715876606,0,1880.5064842128263,1881.050360864873,94.36575750957806,,2.0,
715876606,0,120.10584764674826,118.18464742234758,5.893687867463279,,2.0,
715876606,0,1880.954012387581,1880.2379689758084,93.58138757085644,,2.0,
527302025,0,20.256405597173742,19.796770814528497,100.54492294878182,,2.0,
140245352,0,100.52374574666293,99.631644617636,99.97460549843773,,2.0,
5025536,0,2.6173581825388155,2.460521952199146,60.13284413534925,,2.0,
565113965,0,50.00756858293223,50.05284753321375,99.47518732220168,,2.0,
590790420,0,9.075810969207886,9.885963958616934,100.81026970976976,,2.0,
27666724,742595,99.20530516375884,,20.33952979369864,,4.0,
27666724,948957,401.4334269739299,397.7860576206615,79.66723659518664,,2.0,
829845947,0,10.59032223210256,10.81041646182053,98.0497325604154,,2.0,
876006391,0,0.6918614751529522,-0.6203536102315427,0.2540477320749313,,2.0,
876006391,0,-0.4960044582159422,1.1928839015276629,1.0821372576713817,,2.0,
60048059,0,0.4127578957282822,,-0.4987664932935468,,4.0,
1229741895,0,-1.744742478354033,-0.2181343839454196,0.9297076476909218,-0.7502840909439932,2.0,
372210897,166759,1998.902005858968,2000.182915503894,101.94206365377536,,2.0,
372210897,166759,2000.2979456227797,,100.51825342648158,,4.0,
76278720,0,144.39161623273282,146.27104352953822,27.53694759038662,,2.0,
76278720,0,,,,,4.0,2013-07-27
432161556,0,30.63495204564657,32.477312257499655,100.59948155362234,,2.0,
720719528,0,1.013951098480263,1.8444581687826656,18.41600822777115,,2.0,
720719528,0,6.383472934270872,4.450870849392572,49.69949021323884,,2.0,
720719528,0,1.4527921532386574,2.5807437302472955,29.59348342791837,,2.0,
653184071,0,0.4021649379465771,,-0.3308272571490636,,4.0,
516297044,0,-1.1754867742501194,1.089509219546648,100.81587938875248,,2.0,
794019868,0,-0.9621660577229544,0.0470224585877551,-0.1550592208481242,,2.0,
1188349896,0,497.94284845846175,,100.70569823262731,1.7836561401510818,4.0,2017-05-17
15412559,8142074,4999.91179521336,5000.378651470753,50.27470576507385,,2.0,
15412559,21323380,4500.31133023056,,45.938692038679015,,4.0,
15412559,8142074,4999.783347368458,,49.234279212060464,,4.0,
332704751,0,251.4263382088172,250.58584665137045,49.8868696851049,,2.0,
332704751,0,251.7667153813697,250.93100508342536,50.239008803289856,,2.0,
332704751,0,251.37801155283688,250.1036142582506,50.59964825614072,,,
332704751,0,250.76840605803645,251.0334130593752,49.84841359558055,,,
1212162643,0,99.9138842173831,99.06771110256138,98.14554334851616,,2.0,
333853715,0,5.347331006686074,4.386399796671458,61.31592239195542,,2.0,
350902767,0,9598.73276718209,9599.981610175486,95.2436467136224,,2.0,
350902767,0,9599.918416796068,9600.446953631348,95.70508824450089,,2.0,
350902767,0,199.3970412589074,198.92255536690672,2.5710623850527683,,2.0,
350902767,0,200.4548555736636,200.00304494968188,0.5155904999956211,,2.0,
739391471,0,-1.1768274847609526,-0.1641740275305989,-0.9894590032125964,,2.0,
739391471,0,0.4345156817820443,-0.7444871824003346,0.4419590884235305,,2.0,
649788003,0,299.0105719074672,,101.55906681660724,,4.0,
407207628,0,,1000.6741581720894,1.387920743678836,99.81681043145488,3.0,2018-02-28
407207628,0,999.1884182069796,,99.42615388066208,-1.116384476513799,4.0,2018-07-30
909985325,0,-2.294581663435481,-0.7412670286979489,-1.461214395475236,,2.0,
953672999,0,2.500079976715323,3.729870785662088,25.08790339434085,,2.0,
953672999,0,4.236608585785977,2.53413703384544,24.10924021693241,,2.0,
953672999,0,5.1759542622551376,4.4146585435724575,49.29599495886298,,2.0,
19850270,0,260.4472623824086,261.58043577293574,51.232214785226994,,2.0,
626617037,0,999.1585483350144,999.3154728628786,98.20464684724806,,2.0,
574226120,0,48.75857836107238,49.73017102653586,49.56227560210047,49.90106243771928,,
734758428,0,,700.1427656033004,0.806840147188628,-1.28263050172778,3.0,2017-06-20
1230510896,0,100.7761035035444,101.3035439943358,98.1261853223386,,2.0,
470548263,0,49.95726759009312,49.86716876962756,100.19686753681874,,2.0,
1118845943,0,0.3610289074212414,-1.0906301494196105,-0.9956501009541208,,2.0,
919821609,0,500.3710981418488,498.35516459461246,97.84296235096534,99.63949359389932,,
1207030622,55217175,,5998.888179592173,-0.2596565617720326,101.0996333263308,3.0,2017-07-06
1024186033,8197049,2000.7044355533808,,5.764102808105814,,4.0,
1024186033,0,2000.080057817897,1999.120451764115,4.708343718224131,,2.0,
345337235,0,999.4015905825232,999.8849376995856,101.0344012587758,,2.0,
671030964,0,-0.6055565708365706,160.79221149406888,-0.5551852190770664,78.73698963393296,3.0,2016-05-01
671030964,0,40.535157922982265,1.4939642532219768,20.038042630013365,-0.5547689245085053,4.0,2016-10-01
671030964,0,159.9516053268483,-1.1558375160282983,77.818005248569,0.297929432917969,4.0,2016-05-01
671030964,0,-1.052671847421169,37.58487825408103,-1.498341571844513,21.804182177354317,3.0,2016-04-01
667545069,0,,49.08223934584066,0.7899365303692608,101.03696101640828,3.0,2016-04-05
867564755,7782420,12100.62312484084,12100.741406678546,99.64681687935372,,2.0,
867564755,7782420,12101.932369916844,12101.563432168896,100.49659180959684,,2.0,
615293348,0,-0.2622532262429606,0.4340632513456935,0.9223131080545468,,2.0,
325265909,0,1.0007212669608472,1.4466612720713106,-1.1632107717985651,,3.0,2017-01-20
325265909,0,1.9467443482137503,0.8081375562142711,50.674326307444126,,2.0,
530384310,7951341,1961.4488165359369,1959.871172045632,50.45568923420587,,2.0,
530384310,8315832,2039.3973522999863,2040.1526383663904,49.62131734719876,,2.0,
530384310,8315832,2041.7427634278365,2039.401998266399,49.55002683927127,,2.0,
254587405,0,8.011969073334559,8.695842989163555,102.51368729623842,,2.0,
750718972,0,,50.93207823941286,-1.0590634210212613,0.2050468714355186,3.0,2017-08-22
1098183164,8124796,101.24034773459007,98.60275800538498,50.78492286125225,,2.0,
1098183164,0,50.57093219065384,50.25222324489263,24.012413683806415,,2.0,
1098183164,0,25.62230918914084,26.530024478816923,11.066867845997916,,2.0,
1098183164,0,25.779224517304318,26.5317491044742,12.171830370505909,,2.0,
1164908871,0,4.255945321504753,3.5831094925975275,39.98782965007828,,2.0,
1164908871,0,4.3312206721183255,5.640029731559464,59.30397475798214,,2.0,
114179367,0,99.7553031251716,100.51965042061208,99.21568047038232,,2.0,
114179367,0,100.08312025606848,,101.24455015916072,,4.0,
61794653,7915600,29.20447148060325,30.43909981600131,58.92778054589076,61.13486624667543,,
748545376,0,1.0907391629261467,-0.6072597987057948,0.4198764095406871,,2.0,
748545376,0,0.2377247674404816,-1.2373301587394332,0.6134572999013258,,2.0,
635226615,0,2.145690018510719,,100.5117379956117,,4.0,
1015275963,0,,1.395365235815245,-0.349211244296729,0.228829458513439,3.0,2017-11-27
214295629,0,101.2520723947243,100.487338601781,100.76223434713604,,2.0,
173528591,0,1.0807455333469742,2.803667827395912,66.64008081023721,,2.0,
173528591,0,0.4074685038537904,1.8469375064199272,33.497959335719166,,2.0,
466789539,0,500.9642213105361,500.65248572223214,101.1282882612079,,2.0,
784543149,1512128,1001.5515060948608,998.1703833616004,101.17325553437126,,2.0,
173425626,0,501.9463499306278,500.6252042765021,101.49025026206374,,2.0,
156179224,0,-0.0466906463196093,0.0036138000108193,1.6566219821591697,,2.0,
177233633,0,-0.4255798688945638,0.5489730362531361,-0.0944225841843112,,2.0,
177233633,0,-0.0192914360856825,0.0378368965890989,-0.0678964558486102,,2.0,
177233633,0,0.2433561134550953,-0.641225423548969,0.3851319269663203,,2.0,
794337401,0,597.7693306983049,601.4534656403156,2.0825566518957244,,2.0,
794337401,0,11398.682095542948,11399.453313817094,37.72337844529204,,2.0,
794337401,0,199.932763837742,601.0847712661329,3.8956663942654712,1.847705849714058,1.0,2016-03-21
794337401,0,3799.933238453876,11399.638094643044,38.70890321920472,38.024988695516086,1.0,2016-04-21
794337401,0,17999.324215882767,17999.461822918252,60.75029167641229,,2.0,
794337401,0,6001.400176942474,18000.325314211525,59.36795843717869,60.34659818508429,1.0,2016-11-21
794337401,0,17999.414589256397,18001.377948914636,59.59955001931579,,2.0,
794337401,0,18000.37338450352,17999.18093475131,60.77877297464466,,,
794337401,0,11400.958844572891,11400.87165659073,39.46044672686568,,,
794337401,0,599.2366485098399,599.3518238489276,3.4144510708837794,,,
1022501713,0,269.86547156213106,269.4454187635339,9.855937195104437,,2.0,
165029844,9136237,7000.066454351226,6997.898492992298,67.82335267942285,,2.0,
151413858,0,3999.702068776956,,37.06277494558973,-0.3568102832112199,4.0,2016-02-09
151413858,0,1498.8214750464915,,13.801956941729465,0.2257017072896174,4.0,2016-09-09
151413858,0,999.2357447182212,,9.028806903938436,0.9164016587595238,4.0,2016-03-09
151413858,0,7999.212812760747,8001.964166229294,71.51834987271101,,2.0,
151413858,0,8000.662074867935,8000.285857701991,73.925907460988,,2.0,
151413858,0,1000.414363783279,,9.529053920290592,-0.0005582812742822,4.0,2016-11-09
151413858,0,,1998.9773910968136,0.629525183648836,19.334111379474106,3.0,2016-02-09
151413858,0,1999.2396885686069,1999.222345660752,18.34232404479458,,2.0,
151413858,0,500.195014257536,,4.435727842694042,-0.4858505362471246,4.0,2016-10-09
151413858,14789273,1002.1257328227384,998.042938446504,8.746718475900376,,2.0,
151413858,0,998.356769321865,8000.570884987575,8.09734603821495,72.4816021668421,1.0,2016-11-09
151413858,0,1000.1490515986642,,8.259624950201921,0.4667070005296532,4.0,2016-09-09
