entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,CaseType,ANCHEYEAR,ANCHEDATE,BUSST
889838085,10.0,5,14,10.0,0.0,0.0,,2014.0,2015/4/11,0.0
327183771,10.0,3,11,100.0,0.0,0.0,,,,
950966820,10.0,5,11,0.0,0.0,0.0,,2014.0,,11.0
950966820,10.0,5,11,0.0,0.0,0.0,,2015.0,,11.0
950966820,10.0,5,11,0.0,0.0,0.0,,2016.0,,11.0
488028099,10.0,29,9,0.0,0.0,0.0,,2017.0,,18.0
488028099,10.0,29,9,0.0,0.0,0.0,,2015.0,,11.0
488028099,10.0,29,9,0.0,0.0,0.0,,2016.0,,18.0
488028099,10.0,29,9,0.0,0.0,0.0,,2014.0,2015/2/23,0.0
488028099,10.0,29,9,0.0,0.0,0.0,,2018.0,2019/6/5,11.0
612621778,10.0,5,11,10.0,0.0,0.0,,,,
690756846,10.0,3,11,500.0,0.4,0.0,,2013.0,2015/10/5,0.0
690756846,10.0,3,11,500.0,0.4,0.0,,2014.0,2015/9/5,0.0
559790998,10.0,6,9,1000.0,0.0,0.0,,2015.0,2016/1/14,0.0
559790998,10.0,6,9,1000.0,0.0,0.0,,2017.0,2018/10/3,11.0
559790998,10.0,6,9,1000.0,0.0,0.0,,2014.0,2015/2/22,0.0
559790998,10.0,6,9,1000.0,0.0,0.0,,2013.0,2014/4/14,0.0
559790998,10.0,6,9,1000.0,0.0,0.0,,2016.0,2017/3/16,11.0
559790998,10.0,6,9,1000.0,0.0,0.0,,2018.0,2019/3/16,11.0
568861818,10.0,3,11,0.0,0.0,0.0,,,,
182638287,10.0,3,11,0.0,0.0,0.0,,2015.0,2017/11/13,11.0
182638287,10.0,3,11,0.0,0.0,0.0,,2014.0,2015/2/20,0.0
182638287,10.0,3,11,0.0,0.0,0.0,,2016.0,2017/12/13,11.0
828356001,10.0,3,11,200.0,0.0,0.0,,2013.0,2015/7/22,0.0
828356001,10.0,3,11,200.0,0.0,0.0,,2017.0,2018/6/13,11.0
828356001,10.0,3,11,200.0,0.0,0.0,,2015.0,2016/11/14,0.0
828356001,10.0,3,11,200.0,0.0,0.0,,2016.0,2017/2/16,11.0
828356001,10.0,3,11,200.0,0.0,0.0,,2014.0,2015/10/15,0.0
828356001,10.0,3,11,200.0,0.0,0.0,,2018.0,2019/2/8,13.0
214259216,10.0,5,11,0.0,0.0,0.0,,2014.0,2015/6/21,0.0
815767942,10.0,5,11,10.0,0.0,0.0,,,,
118080722,10.0,3,11,1500.0,0.0,0.0,,2013.0,2015/1/10,0.0
118080722,10.0,3,11,1500.0,0.0,0.0,,2014.0,2015/12/10,0.0
923590000,10.0,3,11,3.0,0.0,0.0,,2017.0,2018/5/25,9.0
923590000,10.0,3,11,3.0,0.0,0.0,,2016.0,2018/3/23,9.0
923590000,10.0,3,11,3.0,0.0,0.0,,2014.0,2015/5/27,0.0
923590000,10.0,3,11,3.0,0.0,0.0,,2015.0,2018/10/23,11.0
622144768,10.0,3,11,0.0,0.0,0.0,,,,
752953932,10.0,3,11,0.0,0.0,0.0,,,,
3549545,10.0,3,11,0.0,0.4,0.0,,,,
613316044,10.0,3,10,0.0,0.0,0.0,,2016.0,2017/8/18,11.0
613316044,10.0,3,10,0.0,0.0,0.0,,2015.0,2017/11/18,11.0
613316044,10.0,3,10,0.0,0.0,0.0,,2017.0,2018/2/25,11.0
613316044,10.0,3,10,0.0,0.0,0.0,,2014.0,2017/10/18,11.0
613316044,10.0,3,10,0.0,0.0,0.0,,2013.0,2017/5/18,11.0
613316044,10.0,3,10,0.0,0.0,0.0,,2018.0,2019/5/20,0.0
86389424,10.0,3,11,100.0,0.0,0.0,,2015.0,2016/7/2,0.0
86389424,10.0,3,11,100.0,0.0,0.0,,2016.0,2017/9/30,11.0
86389424,10.0,3,11,100.0,0.0,0.0,,2014.0,2015/5/17,0.0
86389424,10.0,3,11,100.0,0.0,0.0,,2013.0,2014/5/31,0.0
177271158,10.0,3,2,0.0,0.0,0.0,,,,
456997986,10.0,27,9,0.0,0.0,0.0,,2017.0,2018/9/28,11.0
456997986,10.0,27,9,0.0,0.0,0.0,,2016.0,2017/2/19,11.0
456997986,10.0,27,9,0.0,0.0,0.0,,2015.0,2016/7/13,0.0
456997986,10.0,27,9,0.0,0.0,0.0,,2013.0,2014/12/19,0.0
456997986,10.0,27,9,0.0,0.0,0.0,,2014.0,2015/3/21,0.0
456997986,10.0,27,9,0.0,0.0,0.0,,2018.0,2019/12/27,11.0
59866292,10.0,3,11,30.0,0.0,0.0,,2013.0,2015/2/11,0.0
59866292,10.0,3,11,30.0,0.0,0.0,,2014.0,2015/6/11,0.0
50899367,10.0,27,9,0.0,0.0,0.0,,2013.0,2015/1/21,0.0
50899367,10.0,27,9,0.0,0.0,0.0,,2016.0,2017/8/31,15.0
50899367,10.0,27,9,0.0,0.0,0.0,,2017.0,2018/5/28,15.0
50899367,10.0,27,9,0.0,0.0,0.0,,2015.0,2016/5/14,0.0
50899367,10.0,27,9,0.0,0.0,0.0,,2014.0,2015/9/21,0.0
50899367,10.0,27,9,0.0,0.0,0.0,,2018.0,2019/10/11,0.0
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2013.0,2015/7/20,0.0
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2015.0,2017/8/26,11.0
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2016.0,2017/6/26,11.0
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2014.0,2015/2/20,0.0
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2017.0,2018/11/9,11.0
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2018.0,2019/8/18,11.0
765109968,10.0,3,10,0.0,0.0,0.0,,2014.0,2015/1/25,5.0
985924084,10.0,3,11,0.0,0.0,0.0,,2017.0,2018/2/27,11.0
985924084,10.0,3,11,0.0,0.0,0.0,,2015.0,2016/3/27,13.0
985924084,10.0,3,11,0.0,0.0,0.0,,2016.0,2017/12/9,11.0
985924084,10.0,3,11,0.0,0.0,0.0,,2018.0,2019/10/17,11.0
72267142,10.0,5,11,0.0,0.0,0.0,,2017.0,,11.0
72267142,10.0,5,11,0.0,0.0,0.0,,2014.0,,11.0
72267142,10.0,5,11,0.0,0.0,0.0,,2015.0,,11.0
72267142,10.0,5,11,0.0,0.0,0.0,,2016.0,,11.0
72267142,10.0,5,11,0.0,0.0,0.0,,2018.0,2019/6/19,11.0
942974124,10.0,5,11,0.0,0.0,0.0,,,,
1069073976,10.0,18,9,0.0,0.0,0.0,,,,
975601190,10.0,3,11,10.0,0.0,0.0,,2017.0,2018/9/24,11.0
975601190,10.0,3,11,10.0,0.0,0.0,,2016.0,2017/8/18,11.0
975601190,10.0,3,11,10.0,0.0,0.0,,2014.0,2015/3/6,0.0
975601190,10.0,3,11,10.0,0.0,0.0,,2013.0,2014/12/15,0.0
975601190,10.0,3,11,10.0,0.0,0.0,,2015.0,2017/6/4,11.0
975601190,10.0,3,11,10.0,0.0,0.0,,2018.0,2019/10/12,11.0
873558779,10.0,42,9,0.0,0.0,0.0,,,,
730888062,10.0,17,11,0.0,0.0,0.0,,2015.0,,11.0
730888062,10.0,17,11,0.0,0.0,0.0,,2016.0,,18.0
730888062,10.0,17,11,0.0,0.0,0.0,,2014.0,2015/3/18,0.0
807228690,10.0,3,17,0.0,0.0,0.0,,,,
930458766,10.0,3,11,500.0,0.0,0.0,,2013.0,2015/1/29,0.0
930458766,10.0,3,11,500.0,0.0,0.0,,2014.0,2015/1/29,4.0
899568771,10.0,3,11,0.0,0.0,0.0,,2017.0,2018/3/7,11.0
899568771,10.0,3,11,0.0,0.0,0.0,,2015.0,2016/8/5,11.0
899568771,10.0,3,11,0.0,0.0,0.0,,2014.0,2015/1/24,4.0
899568771,10.0,3,11,0.0,0.0,0.0,,2016.0,2017/7/17,11.0
899568771,10.0,3,11,0.0,0.0,0.0,,2018.0,2019/2/14,11.0
899031965,10.0,3,11,0.0,0.0,0.0,,,,
698364185,10.0,5,11,0.0,0.0,0.0,,,,
876340929,10.0,3,11,0.0,0.0,0.0,,,,
138883672,10.0,22,9,0.0,0.0,0.0,,2013.0,2015/12/9,0.0
138883672,10.0,22,9,0.0,0.0,0.0,,2015.0,2016/3/24,0.0
138883672,10.0,22,9,0.0,0.0,0.0,,2016.0,,11.0
138883672,10.0,22,9,0.0,0.0,0.0,,2014.0,2015/10/26,0.0
138883672,10.0,22,9,0.0,0.0,0.0,,2017.0,,11.0
138883672,10.0,22,9,0.0,0.0,0.0,,2018.0,2019/4/27,0.0
489434433,10.0,5,11,0.0,0.0,0.0,,,,
723684721,10.0,3,11,2000.0,0.0,0.0,,2013.0,2015/11/25,0.0
723684721,10.0,3,11,2000.0,0.0,0.0,,2014.0,2015/10/25,0.0
791641607,15.0,3,11,10.0,0.0,0.0,,2016.0,2017/5/19,11.0
791641607,15.0,3,11,10.0,0.0,0.0,,2015.0,2017/9/19,11.0
791641607,15.0,3,11,10.0,0.0,0.0,,2014.0,2017/1/19,11.0
791641607,15.0,3,11,10.0,0.0,0.0,,2017.0,2018/8/28,11.0
791641607,15.0,3,11,10.0,0.0,0.0,,2018.0,2019/5/19,11.0
1142627477,10.0,5,11,0.0,0.0,0.0,,,,
1010521891,10.0,5,11,0.0,0.0,0.0,,2014.0,,11.0
1010521891,10.0,5,11,0.0,0.0,0.0,,2015.0,,11.0
1010521891,10.0,5,11,0.0,0.0,0.0,,2016.0,,11.0
453016831,10.0,3,11,0.0,0.0,0.0,,,,
156179224,10.0,44,11,0.0,0.0,0.0,,,,
70168830,10.0,3,11,5.0,0.0,0.0,,,,
671357960,10.0,5,11,100.0,0.0,0.0,,,,
147272407,10.0,3,11,200.0,0.0,0.0,,,,
337452976,10.0,5,9,0.0,0.0,0.0,,2014.0,2017/7/23,11.0
337452976,10.0,5,9,0.0,0.0,0.0,,2016.0,2017/4/23,11.0
337452976,10.0,5,9,0.0,0.0,0.0,,2017.0,2018/11/9,11.0
337452976,10.0,5,9,0.0,0.0,0.0,,2015.0,2017/3/23,11.0
337452976,10.0,5,9,0.0,0.0,0.0,,2018.0,2019/7/20,0.0
788659292,10.0,3,11,0.0,0.0,0.0,,,,
93281383,10.0,42,5,0.0,0.0,0.0,,,,
375259375,10.0,3,10,0.0,0.4,0.0,,2014.0,2015/3/29,0.0
278469566,10.0,3,11,100.0,0.0,0.0,,2013.0,2015/9/12,0.0
278469566,10.0,3,11,100.0,0.0,0.0,,2014.0,2015/3/12,0.0
714805408,10.0,5,11,0.0,0.0,0.0,,2016.0,,11.0
714805408,10.0,5,11,0.0,0.0,0.0,,2017.0,,11.0
714805408,10.0,5,11,0.0,0.0,0.0,,2015.0,,11.0
714805408,10.0,5,11,0.0,0.0,0.0,,2018.0,2019/3/25,11.0
1033647152,10.0,5,11,0.0,0.0,0.0,,2016.0,,13.0
1033647152,10.0,5,11,0.0,0.0,0.0,,2014.0,2015/8/20,0.0
1033647152,10.0,5,11,0.0,0.0,0.0,,2015.0,,11.0
1160047562,10.0,3,11,0.0,0.0,1.0,,2014.0,2015/4/9,0.0
217405006,10.0,5,11,0.0,0.0,0.0,,,,
718246223,10.0,3,17,0.0,0.0,0.0,,,,
492217406,10.0,3,11,0.0,0.0,0.0,,,,
95211015,10.0,28,9,0.0,0.0,0.0,,2013.0,,11.0
95211015,10.0,28,9,0.0,0.0,0.0,,2017.0,,11.0
95211015,10.0,28,9,0.0,0.0,0.0,,2016.0,,11.0
95211015,10.0,28,9,0.0,0.0,0.0,,2015.0,,11.0
95211015,10.0,28,9,0.0,0.0,0.0,,2014.0,,11.0
95211015,10.0,28,9,0.0,0.0,0.0,,2018.0,2019/8/15,11.0
629648204,10.0,7,11,0.0,0.0,0.0,,,,
162729196,10.0,3,10,0.0,0.6000000000000001,0.0,,,,
490006977,10.0,34,9,1000.0,0.6000000000000001,0.0,,,,
796034628,10.0,3,10,1000.0,0.0,0.0,,2016.0,2017/11/17,11.0
796034628,10.0,3,10,1000.0,0.0,0.0,,2015.0,2016/5/16,11.0
796034628,10.0,3,10,1000.0,0.0,0.0,,2014.0,2015/9/24,0.0
796034628,10.0,3,10,1000.0,0.0,0.0,,2017.0,2018/9/6,11.0
796034628,10.0,3,10,1000.0,0.0,0.0,,2013.0,2015/12/24,0.0
796034628,10.0,3,10,1000.0,0.0,0.0,,2018.0,2019/11/4,11.0
755138139,10.0,16,13,0.0,0.0,0.0,,2015.0,2016/9/14,11.0
755138139,10.0,16,13,0.0,0.0,0.0,,2017.0,2018/12/26,11.0
755138139,10.0,16,13,0.0,0.0,0.0,,2013.0,2016/3/14,11.0
755138139,10.0,16,13,0.0,0.0,0.0,,2016.0,2017/7/29,11.0
755138139,10.0,16,13,0.0,0.0,0.0,,2014.0,2016/11/14,11.0
755138139,10.0,16,13,0.0,0.0,0.0,,2018.0,2019/7/15,11.0
482174257,10.0,16,17,0.0,0.0,0.0,,2013.0,,9.0
482174257,10.0,16,17,0.0,0.0,0.0,,2014.0,,9.0
482174257,10.0,16,17,0.0,0.0,0.0,,2015.0,,9.0
482174257,10.0,16,17,0.0,0.0,0.0,,2016.0,,9.0
317159161,10.0,1,11,1000.0,0.0,1.0,,2013.0,,16.0
317159161,10.0,1,11,1000.0,0.0,1.0,,2014.0,,16.0
317159161,10.0,1,11,1000.0,0.0,1.0,,2015.0,,16.0
218786648,10.0,7,11,2000.0,0.0,0.0,,,,
709705445,10.0,17,11,0.0,0.0,0.0,,,,
284890725,10.0,5,11,50.0,0.0,0.0,,,,
275908927,10.0,3,11,20.0,0.0,0.0,,2013.0,2014/2/26,0.0
275908927,10.0,3,11,20.0,0.0,0.0,,2014.0,2015/5/16,0.0
750718972,10.0,5,9,0.0,0.0,0.0,,2014.0,,11.0
750718972,10.0,5,9,0.0,0.0,0.0,,2015.0,,11.0
750718972,10.0,5,9,0.0,0.0,0.0,,2016.0,,11.0
736079781,10.0,17,11,0.0,0.0,0.0,,,,
1077918882,10.0,7,11,0.0,0.0,0.0,,2015.0,2016/11/7,11.0
1077918882,10.0,7,11,0.0,0.0,0.0,,2017.0,2018/12/19,11.0
1077918882,10.0,7,11,0.0,0.0,0.0,,2016.0,2017/3/19,11.0
1077918882,10.0,7,11,0.0,0.0,0.0,,2018.0,2019/9/10,0.0
856005278,10.0,5,11,500.0,0.0,0.0,,2013.0,2015/3/26,0.0
856005278,10.0,5,11,500.0,0.0,0.0,,2014.0,2015/6/26,0.0
487150623,10.0,45,14,0.0,0.0,0.0,,,,
181379840,10.0,3,10,0.0,0.0,0.0,,2014.0,2015/5/20,0.0
181379840,10.0,3,10,0.0,0.0,0.0,,2017.0,2018/10/30,11.0
181379840,10.0,3,10,0.0,0.0,0.0,,2016.0,2017/10/28,11.0
181379840,10.0,3,10,0.0,0.0,0.0,,2015.0,2017/8/28,11.0
263550169,10.0,3,9,6000.0,0.0,0.0,,2017.0,2018/8/13,11.0
263550169,10.0,3,9,6000.0,0.0,0.0,,2015.0,2016/11/12,0.0
263550169,10.0,3,9,6000.0,0.0,0.0,,2013.0,2015/7/25,0.0
263550169,10.0,3,9,6000.0,0.0,0.0,,2016.0,2017/6/20,0.0
263550169,10.0,3,9,6000.0,0.0,0.0,,2014.0,2015/2/25,0.0
263550169,10.0,3,9,6000.0,0.0,0.0,,2018.0,2019/7/22,11.0
1233056751,10.0,5,11,0.0,0.0,0.0,,2014.0,2016/3/20,11.0
1233056751,10.0,5,11,0.0,0.0,0.0,,2016.0,2017/3/20,0.0
1233056751,10.0,5,11,0.0,0.0,0.0,,2015.0,2016/11/20,11.0
1233056751,10.0,5,11,0.0,0.0,0.0,,2017.0,2018/9/1,11.0
200674224,10.0,5,11,500.0,0.0,0.0,,,,
793061643,15.0,13,5,0.0,0.0,0.0,,2014.0,2015/6/16,0.0
793061643,15.0,13,5,0.0,0.0,0.0,,2017.0,2018/5/23,11.0
793061643,15.0,13,5,0.0,0.0,0.0,,2013.0,2014/12/24,0.0
793061643,15.0,13,5,0.0,0.0,0.0,,2015.0,2016/9/18,0.0
793061643,15.0,13,5,0.0,0.0,0.0,,2016.0,2017/10/27,11.0
793061643,15.0,13,5,0.0,0.0,0.0,,2018.0,2019/1/12,11.0
918218034,10.0,3,9,1000.0,0.0,0.0,,2014.0,2015/1/3,0.0
918218034,10.0,3,9,1000.0,0.0,0.0,,2015.0,2016/5/19,0.0
918218034,10.0,3,9,1000.0,0.0,0.0,,2017.0,2018/3/10,11.0
918218034,10.0,3,9,1000.0,0.0,0.0,,2013.0,2015/9/3,0.0
918218034,10.0,3,9,1000.0,0.0,0.0,,2016.0,2017/12/24,11.0
918218034,10.0,3,9,1000.0,0.0,0.0,,2018.0,2019/12/25,11.0
1068017385,10.0,3,11,1000.0,0.0,0.0,,,,
818326003,10.0,5,11,0.0,0.0,0.0,,2017.0,2018/7/9,11.0
818326003,10.0,5,11,0.0,0.0,0.0,,2016.0,2017/4/13,11.0
818326003,10.0,5,11,0.0,0.0,0.0,,2015.0,2017/10/13,11.0
818326003,10.0,5,11,0.0,0.0,0.0,,2018.0,2019/3/16,11.0
98705427,10.0,3,11,0.0,0.0,0.0,,2014.0,2015/12/8,0.0
842088100,10.0,3,11,0.0,0.0,0.0,,2014.0,2015/4/17,0.0
1043906744,10.0,5,11,0.0,0.0,0.0,,,,
1025718251,10.0,5,17,0.0,0.0,0.0,,,,
962472104,10.0,5,11,0.0,0.0,0.0,,2017.0,2018/5/10,11.0
962472104,10.0,5,11,0.0,0.0,0.0,,2015.0,2016/3/26,0.0
962472104,10.0,5,11,0.0,0.0,0.0,,2016.0,2017/4/20,0.0
962472104,10.0,5,11,0.0,0.0,0.0,,2018.0,2019/8/12,11.0
758076239,10.0,3,11,0.0,0.0,0.0,,2015.0,2016/7/15,11.0
758076239,10.0,3,11,0.0,0.0,0.0,,2017.0,2019/1/2,11.0
762755606,10.0,42,9,0.0,0.0,0.0,,,,
737157260,10.0,33,9,0.0,0.0,0.0,,2014.0,2015/9/17,0.0
737157260,10.0,33,9,0.0,0.0,0.0,,2017.0,,11.0
737157260,10.0,33,9,0.0,0.0,0.0,,2015.0,,11.0
737157260,10.0,33,9,0.0,0.0,0.0,,2013.0,2015/2/17,0.0
737157260,10.0,33,9,0.0,0.0,0.0,,2016.0,,18.0
737157260,10.0,33,9,0.0,0.0,0.0,,2018.0,2019/12/27,0.0
409592771,10.0,3,17,0.0,0.0,0.0,,,,
388483646,10.0,5,9,10.0,0.0,0.0,,,,
284044312,10.0,34,11,5000.0,0.6000000000000001,0.0,,,,
142707616,10.0,52,11,0.0,0.0,0.0,,,,
1182529685,10.0,3,11,1600.0,0.0,0.0,,,,
277654033,10.0,17,9,0.0,0.0,0.0,,,,
1047933852,10.0,5,11,3.0,0.0,0.0,,,,
444693606,10.0,3,11,0.0,0.0,0.0,,2014.0,,11.0
444693606,10.0,3,11,0.0,0.0,0.0,,2015.0,,11.0
187292727,10.0,5,10,0.0,0.0,0.0,,2017.0,,11.0
187292727,10.0,5,10,0.0,0.0,0.0,,2014.0,,11.0
187292727,10.0,5,10,0.0,0.0,0.0,,2015.0,,11.0
187292727,10.0,5,10,0.0,0.0,0.0,,2016.0,,11.0
187292727,10.0,5,10,0.0,0.0,0.0,,2018.0,2019/6/1,11.0
673653054,10.0,6,10,6000.0,0.0,0.0,,2017.0,2018/7/28,11.0
673653054,10.0,6,10,6000.0,0.0,0.0,,2015.0,2016/7/25,0.0
673653054,10.0,6,10,6000.0,0.0,0.0,,2013.0,2015/11/19,0.0
673653054,10.0,6,10,6000.0,0.0,0.0,,2014.0,2015/2/19,0.0
673653054,10.0,6,10,6000.0,0.0,0.0,,2016.0,2017/2/8,11.0
673653054,10.0,6,10,6000.0,0.0,0.0,,2018.0,2019/9/25,0.0
243789405,10.0,17,11,0.0,0.0,0.0,,,,
1124807415,10.0,5,11,0.0,0.0,0.0,,,,
169905874,15.0,14,9,10836.9573,0.0,0.0,,2013.0,2015/8/13,0.0
169905874,15.0,14,9,10836.9573,0.0,0.0,,2017.0,2018/8/7,11.0
169905874,15.0,14,9,10836.9573,0.0,0.0,,2014.0,2015/8/7,0.0
169905874,15.0,14,9,10836.9573,0.0,0.0,,2016.0,2017/9/7,11.0
169905874,15.0,14,9,10836.9573,0.0,0.0,,2015.0,2016/3/14,11.0
169905874,15.0,14,9,10836.9573,0.0,0.0,,2018.0,2019/1/25,0.0
1028693955,10.0,17,4,0.0,0.0,1.0,,2014.0,,13.0
1028693955,10.0,17,4,0.0,0.0,1.0,,2013.0,2016/7/4,4.0
1028693955,10.0,17,4,0.0,0.0,1.0,,2015.0,,13.0
334445840,10.0,32,9,0.0,0.0,0.0,,2015.0,2017/4/10,11.0
334445840,10.0,32,9,0.0,0.0,0.0,,2016.0,2017/4/10,11.0
334445840,10.0,32,9,0.0,0.0,0.0,,2014.0,2017/4/10,11.0
334445840,10.0,32,9,0.0,0.0,0.0,,2013.0,2017/11/30,11.0
334445840,10.0,32,9,0.0,0.0,0.0,,2018.0,,8.0
334445840,10.0,32,9,0.0,0.0,0.0,,2017.0,2018/3/12,11.0
643295247,10.0,17,11,0.0,0.0,0.0,,,,
690781913,10.0,5,12,0.0,0.0,0.0,,2017.0,,11.0
690781913,10.0,5,12,0.0,0.0,0.0,,2015.0,,11.0
690781913,10.0,5,12,0.0,0.0,0.0,,2016.0,,11.0
690781913,10.0,5,12,0.0,0.0,0.0,,2014.0,2015/4/19,0.0
690781913,10.0,5,12,0.0,0.0,0.0,,2018.0,2019/12/23,11.0
726735583,10.0,3,11,1000.0,0.6000000000000001,0.0,,2013.0,2014/11/2,0.0
726735583,10.0,3,11,1000.0,0.6000000000000001,0.0,,2014.0,2015/6/12,0.0
969723121,10.0,3,11,0.0,0.0,0.0,,2016.0,2017/1/24,13.0
969723121,10.0,3,11,0.0,0.0,0.0,,2017.0,2018/4/13,13.0
969723121,10.0,3,11,0.0,0.0,0.0,,2015.0,2016/8/13,0.0
969723121,10.0,3,11,0.0,0.0,0.0,,2014.0,2015/10/19,0.0
969723121,10.0,3,11,0.0,0.0,0.0,,2018.0,2019/10/30,13.0
50642953,10.0,5,11,10.0,0.0,0.0,,2014.0,2018/2/27,11.0
50642953,10.0,5,11,10.0,0.0,0.0,,2015.0,2018/3/27,11.0
50642953,10.0,5,11,10.0,0.0,0.0,,2016.0,2018/3/27,11.0
50642953,10.0,5,11,10.0,0.0,0.0,,2017.0,2018/7/27,11.0
50642953,10.0,5,11,10.0,0.0,0.0,,2013.0,2018/5/27,11.0
50642953,10.0,5,11,10.0,0.0,0.0,,2018.0,2019/12/6,9.0
201237158,10.0,3,11,0.0,0.0,0.0,,,,
948822707,10.0,5,11,0.0,0.0,0.0,,2014.0,,9.0
948822707,10.0,5,11,0.0,0.0,0.0,,2015.0,,9.0
948822707,10.0,5,11,0.0,0.0,0.0,,2016.0,,9.0
1109695431,10.0,5,11,10.0,0.0,0.0,,2015.0,,11.0
1109695431,10.0,5,11,10.0,0.0,0.0,,2016.0,,11.0
1109695431,10.0,5,11,10.0,0.0,0.0,,2014.0,2015/5/22,0.0
1109695431,10.0,5,11,10.0,0.0,0.0,,2013.0,2015/5/21,0.0
