entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,CaseType
791641607,15.0,3,11,10.0,0.0,0.0,
1142627477,10.0,5,11,0.0,0.0,0.0,
1010521891,10.0,5,11,0.0,0.0,0.0,
453016831,10.0,3,11,0.0,0.0,0.0,
156179224,10.0,44,11,0.0,0.0,0.0,
70168830,10.0,3,11,5.0,0.0,0.0,
671357960,10.0,5,11,100.0,0.0,0.0,
147272407,10.0,3,11,200.0,0.0,0.0,
337452976,10.0,5,9,0.0,0.0,0.0,
788659292,10.0,3,11,0.0,0.0,0.0,
93281383,10.0,42,5,0.0,0.0,0.0,
375259375,10.0,3,10,0.0,0.4,0.0,
278469566,10.0,3,11,100.0,0.0,0.0,
714805408,10.0,5,11,0.0,0.0,0.0,
1033647152,10.0,5,11,0.0,0.0,0.0,
1160047562,10.0,3,11,0.0,0.0,1.0,
217405006,10.0,5,11,0.0,0.0,0.0,
718246223,10.0,3,17,0.0,0.0,0.0,
492217406,10.0,3,11,0.0,0.0,0.0,
95211015,10.0,28,9,0.0,0.0,0.0,
629648204,10.0,7,11,0.0,0.0,0.0,
162729196,10.0,3,10,0.0,0.6000000000000001,0.0,
490006977,10.0,34,9,1000.0,0.6000000000000001,0.0,
796034628,10.0,3,10,1000.0,0.0,0.0,
755138139,10.0,16,13,0.0,0.0,0.0,
482174257,10.0,16,17,0.0,0.0,0.0,
317159161,10.0,1,11,1000.0,0.0,1.0,
218786648,10.0,7,11,2000.0,0.0,0.0,
709705445,10.0,17,11,0.0,0.0,0.0,
284890725,10.0,5,11,50.0,0.0,0.0,
275908927,10.0,3,11,20.0,0.0,0.0,
750718972,10.0,5,9,0.0,0.0,0.0,
736079781,10.0,17,11,0.0,0.0,0.0,
1077918882,10.0,7,11,0.0,0.0,0.0,
856005278,10.0,5,11,500.0,0.0,0.0,
487150623,10.0,45,14,0.0,0.0,0.0,
181379840,10.0,3,10,0.0,0.0,0.0,
263550169,10.0,3,9,6000.0,0.0,0.0,
1233056751,10.0,5,11,0.0,0.0,0.0,
200674224,10.0,5,11,500.0,0.0,0.0,
793061643,15.0,13,5,0.0,0.0,0.0,
918218034,10.0,3,9,1000.0,0.0,0.0,
1068017385,10.0,3,11,1000.0,0.0,0.0,
818326003,10.0,5,11,0.0,0.0,0.0,
98705427,10.0,3,11,0.0,0.0,0.0,
842088100,10.0,3,11,0.0,0.0,0.0,
1043906744,10.0,5,11,0.0,0.0,0.0,
1025718251,10.0,5,17,0.0,0.0,0.0,
962472104,10.0,5,11,0.0,0.0,0.0,
758076239,10.0,3,11,0.0,0.0,0.0,
762755606,10.0,42,9,0.0,0.0,0.0,
737157260,10.0,33,9,0.0,0.0,0.0,
409592771,10.0,3,17,0.0,0.0,0.0,
388483646,10.0,5,9,10.0,0.0,0.0,
284044312,10.0,34,11,5000.0,0.6000000000000001,0.0,
142707616,10.0,52,11,0.0,0.0,0.0,
1182529685,10.0,3,11,1600.0,0.0,0.0,
277654033,10.0,17,9,0.0,0.0,0.0,
1047933852,10.0,5,11,3.0,0.0,0.0,
444693606,10.0,3,11,0.0,0.0,0.0,
187292727,10.0,5,10,0.0,0.0,0.0,
673653054,10.0,6,10,6000.0,0.0,0.0,
243789405,10.0,17,11,0.0,0.0,0.0,
1124807415,10.0,5,11,0.0,0.0,0.0,
169905874,15.0,14,9,10836.9573,0.0,0.0,
1028693955,10.0,17,4,0.0,0.0,1.0,
334445840,10.0,32,9,0.0,0.0,0.0,
643295247,10.0,17,11,0.0,0.0,0.0,
690781913,10.0,5,12,0.0,0.0,0.0,
726735583,10.0,3,11,1000.0,0.6000000000000001,0.0,
969723121,10.0,3,11,0.0,0.0,0.0,
50642953,10.0,5,11,10.0,0.0,0.0,
201237158,10.0,3,11,0.0,0.0,0.0,
948822707,10.0,5,11,0.0,0.0,0.0,
1109695431,10.0,5,11,10.0,0.0,0.0,
740640299,10.0,3,11,500.0,0.0,0.0,
571576131,10.0,44,9,100.0,1.2000000000000002,0.0,
216862463,10.0,3,11,1000.0,0.0,0.0,
1174402087,10.0,33,9,0.0,0.0,0.0,
667001484,10.0,8,11,0.0,0.0,0.0,
470548263,10.0,5,11,50.0,0.0,0.0,
666503477,10.0,27,9,0.0,0.6000000000000001,0.0,
248617925,10.0,8,11,5000.0,0.0,0.0,
729123262,10.0,5,11,0.0,0.0,0.0,
1077144852,10.0,3,11,0.0,0.6000000000000001,0.0,
906331616,10.0,3,11,0.0,0.0,0.0,
1180043900,10.0,3,11,0.0,0.0,0.0,
968775415,10.0,3,11,100.0,0.6000000000000001,0.0,
1030216266,15.0,27,9,0.0,0.0,0.0,
715876606,10.0,3,11,2000.0,0.0,0.0,
952788999,10.0,32,9,0.0,0.0,1.0,
1143580840,10.0,3,11,0.0,0.4,0.0,
212936139,10.0,5,11,0.0,0.0,0.0,
544510971,10.0,3,11,10.0,0.0,0.0,
386140352,10.0,6,10,0.0,0.0,0.0,
236203073,10.0,3,5,1000.0,0.4,0.0,
817668212,10.0,3,11,0.0,0.0,0.0,
74689419,10.0,3,11,0.0,0.4,0.0,
839291918,10.0,39,9,0.0,0.0,0.0,
640980041,10.0,3,11,30.0,0.0,0.0,
880847377,10.0,8,11,50.0,0.0,0.0,
152935696,10.0,3,10,0.0,0.4,0.0,
1018218035,10.0,5,11,0.0,0.0,0.0,
620868429,10.0,8,9,10000.0,0.0,0.0,
102662428,10.0,24,17,0.0,0.0,0.0,
449465454,10.0,39,9,0.0,0.0,0.0,
152063886,10.0,42,9,0.0,0.0,0.0,
74749060,10.0,5,11,100.0,0.0,0.0,
1095411854,10.0,8,11,1000.0,0.0,0.0,
908910575,10.0,5,11,0.0,0.4,0.0,
1210056107,10.0,3,10,0.0,0.6000000000000001,0.0,
435933247,10.0,3,10,500.0,0.6000000000000001,0.0,
886830685,10.0,3,11,1000.0,0.4,0.0,
276103663,10.0,3,11,3000.0,0.0,0.0,
159157541,10.0,3,0,0.0,0.0,0.0,
1132818427,10.0,3,11,10000.0,0.0,0.0,
536386214,10.0,5,11,0.0,0.0,0.0,
384775553,10.0,5,11,10.0,0.0,0.0,
1102534779,10.0,3,11,2000.0,0.0,0.0,
925896384,10.0,3,11,0.0,0.0,0.0,
1228931478,10.0,5,11,0.0,0.0,0.0,
545110976,10.0,3,9,0.0,0.0,0.0,
729220676,10.0,3,11,0.0,0.0,0.0,
1004937136,10.0,36,9,0.0,0.0,0.0,
829845947,10.0,5,11,10.0,0.0,1.0,
509122042,10.0,17,11,0.0,0.0,0.0,
1083867584,10.0,44,9,0.0,0.0,0.0,
424989205,10.0,19,11,0.0,0.0,0.0,
739701909,10.0,23,9,0.0,0.0,0.0,
1203317006,10.0,7,11,3000.0,0.0,0.0,
32451397,10.0,3,11,0.0,0.0,0.0,
874434067,10.0,5,11,10.0,0.0,0.0,
837572377,10.0,3,10,1000.0,0.0,0.0,
114179367,10.0,5,11,100.0,0.0,0.0,
1070182067,10.0,5,11,0.0,0.0,0.0,
799080938,15.0,3,6,1050.0,0.0,0.0,
301146817,10.0,3,11,0.0,0.0,0.0,
87133628,10.0,8,4,2999.0,0.0,0.0,
763882897,10.0,3,11,100.0,0.6000000000000001,0.0,
377705656,10.0,3,11,500.0,0.0,0.0,
1205985457,10.0,22,7,0.0,0.0,0.0,
254587405,10.0,5,11,0.0,0.0,1.0,
1007760382,10.0,3,4,0.0,0.4,0.0,
40753836,10.0,17,11,0.0,0.0,0.0,
1099432112,10.0,5,11,0.0,0.0,0.0,
882446289,10.0,3,11,5000.0,0.0,0.0,
924050101,10.0,3,11,200.0,0.6000000000000001,0.0,
814663023,10.0,3,11,0.0,0.0,0.0,
115478022,10.0,3,11,500.0,0.0,0.0,
772956251,15.0,22,9,0.0,0.0,0.0,
1228745275,10.0,42,17,0.0,0.0,0.0,
733344516,10.0,3,10,0.0,0.4,0.0,
1176966297,10.0,55,11,3000.0,0.0,0.0,
1138896658,10.0,3,9,10.0,0.0,0.0,
922191501,10.0,3,0,0.0,0.0,0.0,
131885746,10.0,3,11,0.0,0.0,0.0,
926499809,10.0,3,11,3.0,0.0,0.0,
867987605,10.0,3,11,1000.0,0.0,0.0,
135542534,10.0,5,11,0.0,0.0,0.0,
99455222,10.0,3,11,0.0,0.0,0.0,
1026706366,10.0,3,11,2000.0,0.0,0.0,
615293348,10.0,3,11,0.0,0.0,0.0,
1078131219,10.0,5,11,0.0,0.0,0.0,
779928235,10.0,3,9,0.0,0.0,0.0,
1046534341,10.0,5,11,0.0,0.0,0.0,
683842638,10.0,5,11,10.0,0.0,0.0,
298294295,10.0,17,11,0.0,0.0,0.0,
791344126,10.0,3,11,0.0,0.0,0.0,
488925926,10.0,3,11,10.0,0.0,0.0,
1122041480,10.0,3,10,0.0,0.0,0.0,
685587246,10.0,3,17,0.0,0.0,0.0,
632122462,10.0,5,11,0.0,0.0,0.0,
336955243,10.0,12,9,6000.0,0.0,0.0,
1168936971,10.0,17,11,0.0,3.6,0.0,
932933173,10.0,65,2,0.0,0.0,0.0,
1053380546,10.0,5,5,500.0,0.0,0.0,
552326511,10.0,7,5,0.0,0.0,0.0,
54624162,10.0,5,5,0.0,0.0,0.0,
88519492,10.0,0,12,100.0,0.0,0.0,
329116975,10.0,5,5,0.0,0.0,0.0,
1014045804,15.0,7,5,0.0,0.0,0.0,
294283105,10.0,0,5,819.0,0.0,0.0,
999939302,10.0,5,5,200.0,0.0,0.0,
1126029228,10.0,5,5,0.0,0.0,0.0,
701118505,10.0,7,5,0.0,0.0,0.0,
1087113602,10.0,27,5,0.0,0.0,0.0,
556975203,10.0,7,2,0.0,0.0,0.0,
642642730,10.0,7,14,0.0,0.0,0.0,
840506563,10.0,5,7,10.0,0.0,0.0,
801962738,10.0,22,5,0.0,0.0,0.0,
725011215,10.0,7,7,50.0,0.0,0.0,
67987600,10.0,5,8,0.0,0.0,0.0,
1010071850,10.0,5,5,3.0,0.0,0.0,
24000885,10.0,65,17,0.0,0.0,0.0,
702259565,10.0,5,5,50.0,0.0,0.0,
421422291,10.0,5,2,50.0,0.0,0.0,
723426658,10.0,5,4,260.0,0.0,0.0,
127671566,10.0,65,0,0.0,0.0,0.0,
546058796,10.0,7,0,100.0,0.0,0.0,
710778691,10.0,5,5,0.0,0.0,0.0,
130780621,10.0,65,14,0.0,0.0,0.0,
13901574,10.0,7,12,50.0,0.0,0.0,
626399159,10.0,5,19,0.0,0.0,0.0,
412529464,10.0,7,5,501.0,0.0,0.0,
816121372,10.0,0,11,100.0,0.0,0.0,
704849176,10.0,7,11,50.0,0.0,0.0,
334434815,15.0,5,2,300.0,0.0,0.0,
90553906,10.0,5,5,100.0,0.0,0.0,
666498527,15.0,9,16,360.0,0.0,0.0,
260679067,10.0,27,6,0.0,0.0,0.0,
1079094567,10.0,0,10,50000.0,0.0,0.0,
1004589484,10.0,7,11,1000.0,0.4,0.0,
86008009,10.0,7,8,0.0,0.0,0.0,
414892599,10.0,5,2,0.0,0.0,0.0,
44606702,10.0,7,11,0.0,0.0,0.0,
729394825,10.0,8,8,0.0,0.0,0.0,
845516289,10.0,5,11,10.0,0.0,1.0,
403882252,10.0,5,5,30.0,0.0,0.0,
147676902,10.0,64,11,0.0,0.0,0.0,
328912487,10.0,7,12,0.0,0.0,0.0,
353015776,10.0,7,11,3.0,0.0,0.0,
446894656,10.0,65,12,0.0,0.0,0.0,
816057291,10.0,93,0,30.0,3.8000000000000003,0.0,
569439915,10.0,72,5,50.0,0.0,0.0,
308715183,10.0,65,5,15.0,0.0,1.0,
242948713,10.0,93,0,0.0,3.6,0.0,
211252536,10.0,5,5,0.0,3.6,0.0,
1160048160,10.0,5,2,0.0,0.0,0.0,
1056315404,10.0,5,5,100.0,0.0,0.0,
1220850302,10.0,93,0,5.0,0.0,0.0,
829331627,10.0,7,12,0.0,0.0,0.0,
100140457,10.0,7,11,5000.0,0.0,0.0,
541570912,15.0,5,0,0.0,0.0,0.0,
1120730686,10.0,5,6,120.0,0.0,0.0,
43745683,10.0,5,8,0.0,0.0,0.0,
230631274,10.0,5,4,0.0,0.0,0.0,
431774739,10.0,5,5,3.0,0.0,0.0,
1088145072,10.0,68,5,0.0,0.0,0.0,
1102991338,10.0,5,5,1000.0,0.0,0.0,
18454080,10.0,5,5,50.0,0.0,0.0,
969321346,10.0,31,10,0.0,0.0,0.0,
403124040,10.0,65,2,0.0,0.0,0.0,
409894413,15.0,5,13,2000.0,0.0,0.0,
640545141,10.0,5,12,100.0,0.0,0.0,
900470535,10.0,5,4,10.0,0.0,0.0,
189649353,10.0,72,5,0.0,0.0,0.0,
784692041,10.0,5,0,20.0,0.0,0.0,
950005101,10.0,5,11,0.0,0.0,0.0,
496543919,10.0,5,13,0.0,0.0,0.0,
715563305,10.0,5,6,50.0,0.0,0.0,
488288480,10.0,5,2,50.0,0.0,0.0,
171003960,10.0,7,11,0.0,0.0,0.0,
282661398,10.0,5,5,0.0,0.0,0.0,
458844075,10.0,47,4,200.0,0.0,0.0,
288730117,10.0,5,4,0.0,0.0,0.0,
1164434168,10.0,5,5,0.0,0.0,0.0,
935700598,15.0,5,12,1000.0,0.0,0.0,
1044447280,10.0,65,0,0.0,0.0,0.0,
1103333772,10.0,7,5,0.0,0.0,0.0,
673210675,10.0,72,12,30.0,0.0,0.0,
282787724,10.0,65,2,0.0,0.0,0.0,
334098857,10.0,7,11,0.0,0.0,0.0,
435689720,10.0,5,5,0.0,0.0,0.0,
815125618,10.0,5,5,350.0,0.0,0.0,
350850093,10.0,7,5,50.0,0.0,0.0,
593136668,10.0,65,5,0.0,0.0,0.0,
1011937826,10.0,5,5,50.0,0.0,0.0,
869219416,10.0,5,11,0.0,0.0,0.0,
516771389,10.0,7,6,0.0,0.0,0.0,
11879056,10.0,5,11,0.0,0.0,0.0,
865838745,10.0,56,6,0.0,0.0,0.0,
18574509,10.0,65,5,0.0,0.0,0.0,
619896552,10.0,6,2,2001.71,0.0,0.0,
1114869955,10.0,5,2,20.0,0.0,0.0,
1116990859,10.0,0,5,0.0,0.0,0.0,
1151956239,10.0,22,9,0.0,0.0,0.0,
645917649,10.0,22,5,0.0,0.0,0.0,
51359883,10.0,5,12,0.0,0.0,0.0,
1020191564,10.0,7,2,0.0,0.0,0.0,
156034111,10.0,5,14,0.0,0.0,0.0,
489070237,10.0,5,5,0.0,0.0,0.0,
646618607,10.0,5,2,5.0,0.0,0.0,
1101790053,10.0,7,5,0.0,0.0,0.0,
1225086718,10.0,7,5,0.0,0.0,0.0,
498652710,10.0,5,5,100.0,0.0,0.0,
26802059,10.0,0,11,0.0,0.0,0.0,
669166247,10.0,93,0,0.0,0.0,0.0,
1002894381,10.0,8,11,500.0,0.0,0.0,
585235322,10.0,5,12,0.0,3.6,0.0,
1091813570,10.0,5,5,0.0,0.0,0.0,
113051484,10.0,38,9,0.0,0.0,0.0,
913907858,10.0,97,2,800.0,0.0,0.0,
201434438,10.0,5,5,50.0,0.0,0.0,
344806569,15.0,11,11,100.0,0.0,0.0,
634459191,10.0,5,14,0.0,0.0,0.0,
8765242,10.0,5,8,10.0,0.0,0.0,
609800950,10.0,38,9,0.0,0.0,0.0,
647184748,10.0,5,5,0.0,0.0,0.0,
678415722,10.0,5,12,0.0,0.0,0.0,
683944429,10.0,7,11,100.0,0.0,0.0,
205192781,10.0,5,4,50.0,0.0,0.0,
156400462,10.0,65,5,160.0,0.0,0.0,
251301615,10.0,7,5,50.0,0.0,0.0,
318295520,10.0,5,11,0.0,0.0,0.0,
491134163,10.0,5,5,50.0,0.0,1.0,
1052434971,10.0,7,5,10.0,0.6000000000000001,0.0,
1010301006,10.0,5,10,0.0,0.0,0.0,
667474405,10.0,8,11,100.0,0.0,0.0,
950084897,15.0,90,8,0.0,0.0,0.0,
563308160,10.0,7,12,200.0,0.0,0.0,
388960500,10.0,94,0,158.0,0.0,0.0,
1206604710,10.0,11,5,0.0,0.4,0.0,
139131350,10.0,9,5,0.0,0.0,0.0,
366853992,10.0,7,10,0.0,0.0,0.0,
1157848227,10.0,5,11,0.0,0.0,0.0,
682454857,10.0,5,5,100.0,0.0,0.0,
1093038031,10.0,7,2,0.0,0.0,0.0,
592877061,10.0,5,2,0.0,0.0,0.0,
712036798,10.0,5,4,30.0,0.0,0.0,
247219966,10.0,5,11,0.0,0.0,0.0,
596799761,10.0,5,0,268.0,0.0,0.0,
864404006,10.0,65,0,0.0,0.0,0.0,
46168801,10.0,75,2,20.0,0.0,0.0,
447515653,10.0,7,12,50.0,0.0,0.0,
690795951,10.0,5,12,0.0,0.0,0.0,
569102406,10.0,5,2,50.0,0.0,0.0,
638520344,10.0,65,0,0.0,0.0,0.0,
934266109,10.0,5,8,30.0,0.0,0.0,
212693064,10.0,5,10,50.0,0.0,0.0,
916826383,15.0,7,5,0.0,0.0,0.0,
1122765323,10.0,0,12,1000.0,0.0,0.0,
344075148,10.0,5,8,100.0,3.6,0.0,
112112016,10.0,5,5,0.0,0.0,0.0,
808058276,10.0,65,5,5.0,0.0,0.0,
661301236,12.0,5,2,120.0,0.0,0.0,
817515012,10.0,56,12,100.0,0.0,0.0,
259347437,10.0,27,4,0.0,0.0,0.0,
1193234917,10.0,7,0,0.0,0.0,0.0,
928813212,15.0,7,2,50.0,0.4,0.0,
338893548,10.0,0,14,10.0,0.0,0.0,
593472123,10.0,11,11,0.0,0.0,0.0,
735053871,10.0,64,11,0.0,0.0,0.0,
497453056,10.0,7,5,0.0,0.0,0.0,
1134900267,10.0,27,5,0.0,0.0,0.0,
346431684,15.0,8,12,0.0,0.0,0.0,
537433230,10.0,65,2,60.0,0.0,0.0,
1108246963,10.0,5,2,60.0,0.0,0.0,
491636143,10.0,5,8,0.0,0.6000000000000001,0.0,
390111097,10.0,7,12,0.0,0.0,0.0,
397117831,10.0,93,0,0.0,0.0,0.0,
115976568,10.0,5,17,0.0,0.0,0.0,
1085252711,10.0,5,7,0.0,0.0,0.0,
25450567,10.0,7,5,0.0,0.0,0.0,
968571103,10.0,5,5,300.0,0.0,0.0,
947891681,10.0,18,2,1000.0,0.0,0.0,
1014850223,10.0,7,12,1000.0,0.0,0.0,
1057603484,10.0,7,4,0.0,0.0,0.0,
227662954,10.0,5,5,50.0,0.0,0.0,
745166165,10.0,5,14,0.0,0.0,0.0,
481911296,10.0,65,11,0.0,0.0,0.0,
845321546,10.0,72,12,0.0,0.0,0.0,
850188918,10.0,5,2,0.0,0.0,0.0,
189065102,10.0,5,2,18.0,0.0,0.0,
78835723,15.0,65,2,0.0,0.0,0.0,
184209669,10.0,7,11,0.0,0.0,0.0,
837383513,10.0,32,5,0.0,0.0,0.0,
1017356040,10.0,5,11,0.0,0.0,0.0,
965156203,10.0,23,6,0.0,0.0,0.0,
900553705,10.0,7,11,0.0,0.0,0.0,
615507156,15.0,45,16,0.0,0.0,0.0,
130972710,10.0,7,2,10.0,0.0,0.0,
544838698,10.0,5,11,160.0,0.0,0.0,
1091349420,10.0,43,9,0.0,0.0,0.0,
88825361,10.0,7,5,10.0,0.0,0.0,
927110660,10.0,5,5,0.0,0.0,0.0,
997784389,10.0,7,5,50.0,0.0,0.0,
1008158207,10.0,22,6,0.0,0.0,0.0,
196962704,10.0,5,5,0.0,0.0,0.0,
288572297,10.0,7,5,50.0,0.0,0.0,
57486083,10.0,65,17,0.0,0.0,0.0,
1089557291,10.0,33,9,0.0,0.0,0.0,
496879690,16.0,5,2,270.0,0.0,0.0,
1221487709,10.0,5,5,320.0,0.0,0.0,
987781075,10.0,7,11,0.0,0.0,0.0,
485790606,10.0,7,11,0.0,0.0,0.0,
553685277,16.0,5,2,100.0,3.6,0.0,
215595859,10.0,5,12,0.0,0.0,0.0,
644480631,10.0,7,5,0.0,0.0,0.0,
334124673,10.0,5,5,0.0,0.0,0.0,
677454926,10.0,63,0,0.0,0.0,0.0,
142690274,10.0,7,5,0.0,0.0,0.0,
273546124,10.0,5,2,150.0,0.0,0.0,
207111440,10.0,5,0,500.0,3.6,0.0,
1126703284,10.0,65,2,0.0,0.0,0.0,
127954430,10.0,93,0,0.0,0.0,0.0,
402194273,10.0,5,4,10.0,0.0,0.0,
341127583,10.0,18,7,0.0,0.0,0.0,
39148313,10.0,0,5,200.0,0.0,0.0,
743262012,10.0,38,9,0.0,0.0,0.0,
106391442,10.0,5,17,20.0,0.0,0.0,
547842183,10.0,7,11,0.0,0.0,0.0,
1055270508,10.0,65,8,0.0,0.0,0.0,
519026759,10.0,5,10,0.0,0.0,0.0,
767375501,10.0,43,9,0.0,0.0,0.0,
277832256,10.0,27,5,0.0,3.6,0.0,
653469865,10.0,7,17,0.0,0.0,0.0,
745790838,10.0,0,2,50.0,0.0,0.0,
503390571,10.0,5,2,50.0,3.6,1.0,
552098663,10.0,30,9,0.0,0.0,0.0,
2676966,10.0,5,11,0.0,0.0,0.0,
44485709,15.0,7,17,50.0,0.0,0.0,
541082305,10.0,7,4,0.0,0.0,0.0,
401804055,10.0,45,17,0.0,3.6,0.0,
115557824,10.0,5,5,100.0,0.0,0.0,
213480715,10.0,5,12,0.0,0.0,0.0,
736979586,10.0,65,14,0.0,0.0,0.0,
381314202,15.0,5,2,50.0,0.0,0.0,
619266132,10.0,5,2,0.0,0.4,0.0,
173728047,10.0,7,5,0.0,0.0,0.0,
752968076,10.0,7,6,0.0,0.0,0.0,
608138584,10.0,0,12,0.0,0.4,0.0,
750171129,10.0,7,5,0.0,0.0,0.0,
384648638,10.0,7,8,0.0,0.0,0.0,
951479871,10.0,5,10,5000.0,0.0,0.0,
704025503,10.0,76,12,77.0,0.0,0.0,
718850017,10.0,7,11,0.0,0.0,0.0,
405913588,10.0,7,11,0.0,0.0,0.0,
13748801,10.0,5,2,100.0,0.0,0.0,
733433080,10.0,7,5,100.0,0.0,0.0,
341861089,10.0,7,19,0.0,0.0,0.0,
1161049216,10.0,93,0,0.0,0.0,0.0,
751671258,10.0,7,17,10.0,0.0,0.0,
160269670,10.0,7,11,0.0,0.0,0.0,
289473615,10.0,7,14,0.0,0.0,0.0,
1068933732,10.0,5,5,0.0,0.0,0.0,
465425447,10.0,65,17,3.0,0.0,0.0,
501248598,10.0,27,5,0.0,0.6000000000000001,1.0,
951617316,16.0,65,19,10.0,3.6,0.0,
512192700,10.0,7,2,0.0,0.0,0.0,
97341465,10.0,7,11,0.0,0.0,0.0,
370154421,10.0,7,11,0.0,0.0,0.0,
329503003,10.0,5,11,0.0,0.0,0.0,
396267526,10.0,7,12,0.0,0.6000000000000001,0.0,
637469812,10.0,93,0,20.0,0.0,0.0,
1130731440,10.0,5,14,0.0,0.0,0.0,
279487814,10.0,7,4,50.0,0.0,0.0,
936512747,10.0,5,0,0.0,0.0,0.0,
426536647,10.0,5,11,200.0,0.0,0.0,
173029290,10.0,0,2,500.0,0.0,0.0,
18001700,10.0,5,5,50.0,0.0,0.0,
533040954,10.0,5,4,50.0,0.6000000000000001,0.0,
443748034,10.0,7,4,0.0,0.0,0.0,
1101163591,10.0,7,19,0.0,0.0,0.0,
316566918,10.0,7,5,0.0,0.0,0.0,
662316493,10.0,5,2,100.0,0.6000000000000001,0.0,
963790578,10.0,5,2,50.0,0.0,0.0,
913943367,10.0,5,5,50.0,0.0,0.0,
634979975,10.0,37,5,0.0,0.0,0.0,
1222272542,10.0,5,8,0.0,0.0,0.0,
89560744,10.0,0,14,0.0,0.0,0.0,
918227452,10.0,45,3,10.0,0.0,0.0,
303504737,10.0,5,2,0.0,0.0,0.0,
405758131,16.0,65,2,5.0,3.6,0.0,
1055601621,10.0,42,5,0.0,0.0,0.0,
612115738,10.0,5,5,200.0,0.0,0.0,
1021532602,10.0,11,11,0.0,0.0,0.0,
487075423,10.0,65,11,5.0,0.0,1.0,
182605580,10.0,5,0,0.0,0.0,0.0,
196934175,10.0,5,5,0.0,0.0,0.0,
936090143,10.0,5,12,0.0,0.0,0.0,
45220215,10.0,5,5,0.0,0.0,0.0,
17013277,10.0,27,5,0.0,0.0,0.0,
555062566,10.0,26,8,0.0,0.0,0.0,
409334113,10.0,57,11,0.0,0.0,0.0,
24530863,10.0,5,17,10.0,0.0,0.0,
65586846,10.0,93,0,0.0,0.0,0.0,
426680824,10.0,8,9,0.0,0.0,0.0,
897504054,10.0,27,5,0.0,0.0,0.0,
780178189,10.0,65,5,0.0,0.0,0.0,
477804093,10.0,5,2,100.0,0.0,0.0,
1020460350,10.0,7,4,0.0,0.0,0.0,
893794384,10.0,5,5,100.0,0.0,0.0,
742531827,10.0,7,2,450.0,0.0,0.0,
609042115,10.0,27,5,0.0,0.0,0.0,
74158016,10.0,7,12,50.0,0.0,0.0,
84862282,15.0,5,12,0.0,0.0,0.0,
1231792344,10.0,5,11,100.0,0.0,0.0,
747703932,10.0,65,2,0.0,0.0,0.0,
