entid,Action_Grade,ENTTYPE,INDUSTRYPHY,RECCAP,Social,Inconfidence,CaseType,ANCHEYEAR,ANCHEDATE,BUSST,ASSGRO,MAIBUSINC,NETINC,TOTEQU,VENDINC
263127758,10.0,3,11,10620.0,0.0,0.0,,2015.0,2016/8/30,0.0,,,,,
263127758,10.0,3,11,10620.0,0.0,0.0,,2016.0,2017/4/20,11.0,,,,,
263127758,10.0,3,11,10620.0,0.0,0.0,,2014.0,2015/9/14,0.0,,,,,
263127758,10.0,3,11,10620.0,0.0,0.0,,2013.0,2015/10/8,0.0,,,,,
263127758,10.0,3,11,10620.0,0.0,0.0,,2017.0,2018/3/9,11.0,,,,,
263127758,10.0,3,11,10620.0,0.0,0.0,,2018.0,2019/5/28,11.0,,,,,
1116571015,10.0,3,11,10008.0,0.0,0.0,,,,,,,,,
498015441,10.0,3,14,50.0,0.0,0.0,,2017.0,2018/12/22,11.0,32.42743475,0.463739247,1.14163497,27.22574434,-0.8548145220000001
498015441,10.0,3,14,50.0,0.0,0.0,,2014.0,2015/9/18,0.0,32.42743475,0.463739247,1.14163497,27.22574434,-0.8548145220000001
498015441,10.0,3,14,50.0,0.0,0.0,,2013.0,2014/8/22,0.0,32.42743475,0.463739247,1.14163497,27.22574434,-0.8548145220000001
498015441,10.0,3,14,50.0,0.0,0.0,,2015.0,2017/1/9,11.0,32.42743475,0.463739247,1.14163497,27.22574434,-0.8548145220000001
498015441,10.0,3,14,50.0,0.0,0.0,,2016.0,2017/9/9,11.0,32.42743475,0.463739247,1.14163497,27.22574434,-0.8548145220000001
498015441,10.0,3,14,50.0,0.0,0.0,,2018.0,2019/1/26,0.0,32.42743475,0.463739247,1.14163497,27.22574434,-0.8548145220000001
1113017293,10.0,3,11,50.0,0.0,0.0,,2013.0,2018/10/29,11.0,,,,,
843832610,10.0,16,17,0.0,0.0,0.0,,,,,,,,,
545175795,10.0,5,11,0.0,0.0,0.0,,2016.0,,11.0,30.55964943,5.281209308,2.552247301,29.527601,4.966784919
545175795,10.0,5,11,0.0,0.0,0.0,,2017.0,,11.0,30.55964943,5.281209308,2.552247301,29.527601,4.966784919
545175795,10.0,5,11,0.0,0.0,0.0,,2014.0,,11.0,30.55964943,5.281209308,2.552247301,29.527601,4.966784919
545175795,10.0,5,11,0.0,0.0,0.0,,2015.0,,11.0,30.55964943,5.281209308,2.552247301,29.527601,4.966784919
324547720,10.0,3,5,380.0,0.0,0.0,,2013.0,2015/2/12,11.0,,,,,
324547720,10.0,3,5,380.0,0.0,0.0,,2014.0,2015/12/12,11.0,,,,,
884853596,10.0,3,9,1000.0,0.4,0.0,,2014.0,2015/6/21,0.0,998.6659059,0.744443478,-0.9123103779999999,995.5254502999999,-0.928707403
884853596,10.0,3,9,1000.0,0.4,0.0,,2013.0,2014/1/14,0.0,998.6659059,0.744443478,-0.9123103779999999,995.5254502999999,-0.928707403
224092091,10.0,5,11,0.0,0.0,0.0,,2017.0,2018/9/19,11.0,,,,,
224092091,10.0,5,11,0.0,0.0,0.0,,2015.0,2016/6/3,11.0,,,,,
224092091,10.0,5,11,0.0,0.0,0.0,,2016.0,2017/5/23,11.0,,,,,
224092091,10.0,5,11,0.0,0.0,0.0,,2018.0,2019/8/13,11.0,,,,,
945933571,15.0,28,9,0.0,0.0,0.0,,2013.0,2015/6/26,0.0,,,,,
945933571,15.0,28,9,0.0,0.0,0.0,,2017.0,2018/9/3,11.0,,,,,
945933571,15.0,28,9,0.0,0.0,0.0,,2014.0,2015/3/27,0.0,,,,,
945933571,15.0,28,9,0.0,0.0,0.0,,2016.0,2018/9/10,11.0,,,,,
945933571,15.0,28,9,0.0,0.0,0.0,,2015.0,2018/6/3,11.0,,,,,
954239726,10.0,3,11,0.0,0.0,0.0,,,,,,,,,
493673299,10.0,3,11,3.0,0.0,0.0,,2013.0,2015/10/13,0.0,,,,,
889838085,10.0,5,14,10.0,0.0,0.0,,2015.0,2016/10/19,0.0,22.37183758,5.991275542,0.330785496,6.086104979,4.969087343
889838085,10.0,5,14,10.0,0.0,0.0,,2015.0,2016/10/19,0.0,16.66831617,5.337827159,-0.7445887859999999,5.010510174,6.354718967
889838085,10.0,5,14,10.0,0.0,0.0,,2013.0,2014/12/19,0.0,22.37183758,5.991275542,0.330785496,6.086104979,4.969087343
889838085,10.0,5,14,10.0,0.0,0.0,,2013.0,2014/12/19,0.0,16.66831617,5.337827159,-0.7445887859999999,5.010510174,6.354718967
889838085,10.0,5,14,10.0,0.0,0.0,,2014.0,2015/4/11,0.0,22.37183758,5.991275542,0.330785496,6.086104979,4.969087343
889838085,10.0,5,14,10.0,0.0,0.0,,2014.0,2015/4/11,0.0,16.66831617,5.337827159,-0.7445887859999999,5.010510174,6.354718967
327183771,10.0,3,11,100.0,0.0,0.0,,,,,,,,,
950966820,10.0,5,11,0.0,0.0,0.0,,2014.0,,11.0,,,,,
950966820,10.0,5,11,0.0,0.0,0.0,,2015.0,,11.0,,,,,
950966820,10.0,5,11,0.0,0.0,0.0,,2016.0,,11.0,,,,,
488028099,10.0,29,9,0.0,0.0,0.0,,2017.0,,18.0,,,,,
488028099,10.0,29,9,0.0,0.0,0.0,,2015.0,,11.0,,,,,
488028099,10.0,29,9,0.0,0.0,0.0,,2016.0,,18.0,,,,,
488028099,10.0,29,9,0.0,0.0,0.0,,2014.0,2015/2/23,0.0,,,,,
488028099,10.0,29,9,0.0,0.0,0.0,,2018.0,2019/6/5,11.0,,,,,
612621778,10.0,5,11,10.0,0.0,0.0,,,,,,,,,
690756846,10.0,3,11,500.0,0.4,0.0,,2013.0,2015/10/5,0.0,,,,,
690756846,10.0,3,11,500.0,0.4,0.0,,2014.0,2015/9/5,0.0,,,,,
559790998,10.0,6,9,1000.0,0.0,0.0,,2015.0,2016/1/14,0.0,386991.4328,-1.007080479,-8168.315694,-36437.278589999994,-0.41270576
559790998,10.0,6,9,1000.0,0.0,0.0,,2015.0,2016/1/14,0.0,384292.74700000003,-0.08915498599999999,11325.732829999999,-39325.78873,-0.25497584
559790998,10.0,6,9,1000.0,0.0,0.0,,2017.0,2018/10/3,11.0,386991.4328,-1.007080479,-8168.315694,-36437.278589999994,-0.41270576
559790998,10.0,6,9,1000.0,0.0,0.0,,2017.0,2018/10/3,11.0,384292.74700000003,-0.08915498599999999,11325.732829999999,-39325.78873,-0.25497584
559790998,10.0,6,9,1000.0,0.0,0.0,,2014.0,2015/2/22,0.0,386991.4328,-1.007080479,-8168.315694,-36437.278589999994,-0.41270576
559790998,10.0,6,9,1000.0,0.0,0.0,,2014.0,2015/2/22,0.0,384292.74700000003,-0.08915498599999999,11325.732829999999,-39325.78873,-0.25497584
559790998,10.0,6,9,1000.0,0.0,0.0,,2013.0,2014/4/14,0.0,386991.4328,-1.007080479,-8168.315694,-36437.278589999994,-0.41270576
559790998,10.0,6,9,1000.0,0.0,0.0,,2013.0,2014/4/14,0.0,384292.74700000003,-0.08915498599999999,11325.732829999999,-39325.78873,-0.25497584
559790998,10.0,6,9,1000.0,0.0,0.0,,2016.0,2017/3/16,11.0,386991.4328,-1.007080479,-8168.315694,-36437.278589999994,-0.41270576
559790998,10.0,6,9,1000.0,0.0,0.0,,2016.0,2017/3/16,11.0,384292.74700000003,-0.08915498599999999,11325.732829999999,-39325.78873,-0.25497584
559790998,10.0,6,9,1000.0,0.0,0.0,,2018.0,2019/3/16,11.0,386991.4328,-1.007080479,-8168.315694,-36437.278589999994,-0.41270576
559790998,10.0,6,9,1000.0,0.0,0.0,,2018.0,2019/3/16,11.0,384292.74700000003,-0.08915498599999999,11325.732829999999,-39325.78873,-0.25497584
568861818,10.0,3,11,0.0,0.0,0.0,,,,,,,,,
182638287,10.0,3,11,0.0,0.0,0.0,,2015.0,2017/11/13,11.0,49.75117121,10.07434411,4.501995516,31.43112985,11.16995665
182638287,10.0,3,11,0.0,0.0,0.0,,2014.0,2015/2/20,0.0,49.75117121,10.07434411,4.501995516,31.43112985,11.16995665
182638287,10.0,3,11,0.0,0.0,0.0,,2016.0,2017/12/13,11.0,49.75117121,10.07434411,4.501995516,31.43112985,11.16995665
828356001,10.0,3,11,200.0,0.0,0.0,,2013.0,2015/7/22,0.0,,,,,
828356001,10.0,3,11,200.0,0.0,0.0,,2017.0,2018/6/13,11.0,,,,,
828356001,10.0,3,11,200.0,0.0,0.0,,2015.0,2016/11/14,0.0,,,,,
828356001,10.0,3,11,200.0,0.0,0.0,,2016.0,2017/2/16,11.0,,,,,
828356001,10.0,3,11,200.0,0.0,0.0,,2014.0,2015/10/15,0.0,,,,,
828356001,10.0,3,11,200.0,0.0,0.0,,2018.0,2019/2/8,13.0,,,,,
214259216,10.0,5,11,0.0,0.0,0.0,,2014.0,2015/6/21,0.0,,,,,
815767942,10.0,5,11,10.0,0.0,0.0,,,,,,,,,
118080722,10.0,3,11,1500.0,0.0,0.0,,2013.0,2015/1/10,0.0,1500.376483,-1.149962979,1.511900466,1500.7615859999999,-2.045837686
118080722,10.0,3,11,1500.0,0.0,0.0,,2013.0,2015/1/10,0.0,1500.82847,-2.097572902,-0.21437115699999998,1499.798061,0.45310213899999996
118080722,10.0,3,11,1500.0,0.0,0.0,,2014.0,2015/12/10,0.0,1500.376483,-1.149962979,1.511900466,1500.7615859999999,-2.045837686
118080722,10.0,3,11,1500.0,0.0,0.0,,2014.0,2015/12/10,0.0,1500.82847,-2.097572902,-0.21437115699999998,1499.798061,0.45310213899999996
923590000,10.0,3,11,3.0,0.0,0.0,,2017.0,2018/5/25,9.0,-1.228819101,-1.165378129,1.21660956,-1.130164596,-0.666655142
923590000,10.0,3,11,3.0,0.0,0.0,,2017.0,2018/5/25,9.0,-0.485721175,-1.6517815230000001,1.737904004,-0.6968713870000001,-0.048263759
923590000,10.0,3,11,3.0,0.0,0.0,,2017.0,2018/5/25,9.0,-1.332736515,-0.170084158,2.439598953,-0.485888695,-0.418339808
923590000,10.0,3,11,3.0,0.0,0.0,,2016.0,2018/3/23,9.0,-1.228819101,-1.165378129,1.21660956,-1.130164596,-0.666655142
923590000,10.0,3,11,3.0,0.0,0.0,,2016.0,2018/3/23,9.0,-0.485721175,-1.6517815230000001,1.737904004,-0.6968713870000001,-0.048263759
923590000,10.0,3,11,3.0,0.0,0.0,,2016.0,2018/3/23,9.0,-1.332736515,-0.170084158,2.439598953,-0.485888695,-0.418339808
923590000,10.0,3,11,3.0,0.0,0.0,,2014.0,2015/5/27,0.0,-1.228819101,-1.165378129,1.21660956,-1.130164596,-0.666655142
923590000,10.0,3,11,3.0,0.0,0.0,,2014.0,2015/5/27,0.0,-0.485721175,-1.6517815230000001,1.737904004,-0.6968713870000001,-0.048263759
923590000,10.0,3,11,3.0,0.0,0.0,,2014.0,2015/5/27,0.0,-1.332736515,-0.170084158,2.439598953,-0.485888695,-0.418339808
923590000,10.0,3,11,3.0,0.0,0.0,,2015.0,2018/10/23,11.0,-1.228819101,-1.165378129,1.21660956,-1.130164596,-0.666655142
923590000,10.0,3,11,3.0,0.0,0.0,,2015.0,2018/10/23,11.0,-0.485721175,-1.6517815230000001,1.737904004,-0.6968713870000001,-0.048263759
923590000,10.0,3,11,3.0,0.0,0.0,,2015.0,2018/10/23,11.0,-1.332736515,-0.170084158,2.439598953,-0.485888695,-0.418339808
622144768,10.0,3,11,0.0,0.0,0.0,,,,,,,,,
752953932,10.0,3,11,0.0,0.0,0.0,,,,,,,,,
3549545,10.0,3,11,0.0,0.4,0.0,,,,,,,,,
613316044,10.0,3,10,0.0,0.0,0.0,,2016.0,2017/8/18,11.0,,,,,
613316044,10.0,3,10,0.0,0.0,0.0,,2015.0,2017/11/18,11.0,,,,,
613316044,10.0,3,10,0.0,0.0,0.0,,2017.0,2018/2/25,11.0,,,,,
613316044,10.0,3,10,0.0,0.0,0.0,,2014.0,2017/10/18,11.0,,,,,
613316044,10.0,3,10,0.0,0.0,0.0,,2013.0,2017/5/18,11.0,,,,,
613316044,10.0,3,10,0.0,0.0,0.0,,2018.0,2019/5/20,0.0,,,,,
86389424,10.0,3,11,100.0,0.0,0.0,,2015.0,2016/7/2,0.0,,,,,
86389424,10.0,3,11,100.0,0.0,0.0,,2016.0,2017/9/30,11.0,,,,,
86389424,10.0,3,11,100.0,0.0,0.0,,2014.0,2015/5/17,0.0,,,,,
86389424,10.0,3,11,100.0,0.0,0.0,,2013.0,2014/5/31,0.0,,,,,
177271158,10.0,3,2,0.0,0.0,0.0,,,,,,,,,
456997986,10.0,27,9,0.0,0.0,0.0,,2017.0,2018/9/28,11.0,,,,,
456997986,10.0,27,9,0.0,0.0,0.0,,2016.0,2017/2/19,11.0,,,,,
456997986,10.0,27,9,0.0,0.0,0.0,,2015.0,2016/7/13,0.0,,,,,
456997986,10.0,27,9,0.0,0.0,0.0,,2013.0,2014/12/19,0.0,,,,,
456997986,10.0,27,9,0.0,0.0,0.0,,2014.0,2015/3/21,0.0,,,,,
456997986,10.0,27,9,0.0,0.0,0.0,,2018.0,2019/12/27,11.0,,,,,
59866292,10.0,3,11,30.0,0.0,0.0,,2013.0,2015/2/11,0.0,27.08785403,-0.7193273059999999,-5.532311826,12.05064522,1.452018068
59866292,10.0,3,11,30.0,0.0,0.0,,2013.0,2015/2/11,0.0,12.56970585,2.2645748880000003,-11.65003576,-16.3417034,2.926325667
59866292,10.0,3,11,30.0,0.0,0.0,,2014.0,2015/6/11,0.0,27.08785403,-0.7193273059999999,-5.532311826,12.05064522,1.452018068
59866292,10.0,3,11,30.0,0.0,0.0,,2014.0,2015/6/11,0.0,12.56970585,2.2645748880000003,-11.65003576,-16.3417034,2.926325667
50899367,10.0,27,9,0.0,0.0,0.0,,2013.0,2015/1/21,0.0,,,,,
50899367,10.0,27,9,0.0,0.0,0.0,,2016.0,2017/8/31,15.0,,,,,
50899367,10.0,27,9,0.0,0.0,0.0,,2017.0,2018/5/28,15.0,,,,,
50899367,10.0,27,9,0.0,0.0,0.0,,2015.0,2016/5/14,0.0,,,,,
50899367,10.0,27,9,0.0,0.0,0.0,,2014.0,2015/9/21,0.0,,,,,
50899367,10.0,27,9,0.0,0.0,0.0,,2018.0,2019/10/11,0.0,,,,,
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2013.0,2015/7/20,0.0,501.07814620000005,1.107095513,0.148014815,486.3735295,0.108782426
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2013.0,2015/7/20,0.0,502.2025028,-2.6188527759999998,-0.041561614,486.29158600000005,-2.1627749919999997
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2015.0,2017/8/26,11.0,501.07814620000005,1.107095513,0.148014815,486.3735295,0.108782426
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2015.0,2017/8/26,11.0,502.2025028,-2.6188527759999998,-0.041561614,486.29158600000005,-2.1627749919999997
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2016.0,2017/6/26,11.0,501.07814620000005,1.107095513,0.148014815,486.3735295,0.108782426
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2016.0,2017/6/26,11.0,502.2025028,-2.6188527759999998,-0.041561614,486.29158600000005,-2.1627749919999997
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2014.0,2015/2/20,0.0,501.07814620000005,1.107095513,0.148014815,486.3735295,0.108782426
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2014.0,2015/2/20,0.0,502.2025028,-2.6188527759999998,-0.041561614,486.29158600000005,-2.1627749919999997
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2017.0,2018/11/9,11.0,501.07814620000005,1.107095513,0.148014815,486.3735295,0.108782426
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2017.0,2018/11/9,11.0,502.2025028,-2.6188527759999998,-0.041561614,486.29158600000005,-2.1627749919999997
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2018.0,2019/8/18,11.0,501.07814620000005,1.107095513,0.148014815,486.3735295,0.108782426
146510672,10.0,44,11,100.0,1.2000000000000002,0.0,,2018.0,2019/8/18,11.0,502.2025028,-2.6188527759999998,-0.041561614,486.29158600000005,-2.1627749919999997
765109968,10.0,3,10,0.0,0.0,0.0,,2014.0,2015/1/25,5.0,,,,,
985924084,10.0,3,11,0.0,0.0,0.0,,2017.0,2018/2/27,11.0,,,,,
985924084,10.0,3,11,0.0,0.0,0.0,,2015.0,2016/3/27,13.0,,,,,
985924084,10.0,3,11,0.0,0.0,0.0,,2016.0,2017/12/9,11.0,,,,,
985924084,10.0,3,11,0.0,0.0,0.0,,2018.0,2019/10/17,11.0,,,,,
72267142,10.0,5,11,0.0,0.0,0.0,,2017.0,,11.0,,,,,
72267142,10.0,5,11,0.0,0.0,0.0,,2014.0,,11.0,,,,,
72267142,10.0,5,11,0.0,0.0,0.0,,2015.0,,11.0,,,,,
72267142,10.0,5,11,0.0,0.0,0.0,,2016.0,,11.0,,,,,
72267142,10.0,5,11,0.0,0.0,0.0,,2018.0,2019/6/19,11.0,,,,,
942974124,10.0,5,11,0.0,0.0,0.0,,,,,,,,,
1069073976,10.0,18,9,0.0,0.0,0.0,,,,,,,,,
975601190,10.0,3,11,10.0,0.0,0.0,,2017.0,2018/9/24,11.0,,,,,
975601190,10.0,3,11,10.0,0.0,0.0,,2016.0,2017/8/18,11.0,,,,,
975601190,10.0,3,11,10.0,0.0,0.0,,2014.0,2015/3/6,0.0,,,,,
975601190,10.0,3,11,10.0,0.0,0.0,,2013.0,2014/12/15,0.0,,,,,
975601190,10.0,3,11,10.0,0.0,0.0,,2015.0,2017/6/4,11.0,,,,,
975601190,10.0,3,11,10.0,0.0,0.0,,2018.0,2019/10/12,11.0,,,,,
873558779,10.0,42,9,0.0,0.0,0.0,,,,,,,,,
730888062,10.0,17,11,0.0,0.0,0.0,,2015.0,,11.0,,,,,
730888062,10.0,17,11,0.0,0.0,0.0,,2016.0,,18.0,,,,,
730888062,10.0,17,11,0.0,0.0,0.0,,2014.0,2015/3/18,0.0,,,,,
807228690,10.0,3,17,0.0,0.0,0.0,,,,,,,,,
930458766,10.0,3,11,500.0,0.0,0.0,,2013.0,2015/1/29,0.0,,,,,
930458766,10.0,3,11,500.0,0.0,0.0,,2014.0,2015/1/29,4.0,,,,,
899568771,10.0,3,11,0.0,0.0,0.0,,2017.0,2018/3/7,11.0,,,,,
899568771,10.0,3,11,0.0,0.0,0.0,,2015.0,2016/8/5,11.0,,,,,
899568771,10.0,3,11,0.0,0.0,0.0,,2014.0,2015/1/24,4.0,,,,,
899568771,10.0,3,11,0.0,0.0,0.0,,2016.0,2017/7/17,11.0,,,,,
899568771,10.0,3,11,0.0,0.0,0.0,,2018.0,2019/2/14,11.0,,,,,
899031965,10.0,3,11,0.0,0.0,0.0,,,,,,,,,
698364185,10.0,5,11,0.0,0.0,0.0,,,,,,,,,
876340929,10.0,3,11,0.0,0.0,0.0,,,,,,,,,
138883672,10.0,22,9,0.0,0.0,0.0,,2013.0,2015/12/9,0.0,,,,,
138883672,10.0,22,9,0.0,0.0,0.0,,2015.0,2016/3/24,0.0,,,,,
138883672,10.0,22,9,0.0,0.0,0.0,,2016.0,,11.0,,,,,
138883672,10.0,22,9,0.0,0.0,0.0,,2014.0,2015/10/26,0.0,,,,,
138883672,10.0,22,9,0.0,0.0,0.0,,2017.0,,11.0,,,,,
138883672,10.0,22,9,0.0,0.0,0.0,,2018.0,2019/4/27,0.0,,,,,
489434433,10.0,5,11,0.0,0.0,0.0,,,,,,,,,
723684721,10.0,3,11,2000.0,0.0,0.0,,2013.0,2015/11/25,0.0,,,,,
723684721,10.0,3,11,2000.0,0.0,0.0,,2014.0,2015/10/25,0.0,,,,,
791641607,15.0,3,11,10.0,0.0,0.0,,2016.0,2017/5/19,11.0,,,,,
791641607,15.0,3,11,10.0,0.0,0.0,,2015.0,2017/9/19,11.0,,,,,
791641607,15.0,3,11,10.0,0.0,0.0,,2014.0,2017/1/19,11.0,,,,,
791641607,15.0,3,11,10.0,0.0,0.0,,2017.0,2018/8/28,11.0,,,,,
